,HQ2
623,7
624,7
625,3
626,7
627,0
628,0
629,14
630,9
631,7
632,13
633,6
634,0
635,10
636,0
637,7
638,7
639,0
640,13
641,14
642,7
643,3
644,6
645,7
646,7
647,14
648,3
649,14
650,17
651,27
652,7
653,0
654,3
655,3
656,10
657,3
658,14
659,6
660,3
661,7
662,0
663,3
664,3
665,7
666,7
667,21
668,7
669,7
670,7
671,0
672,10
673,10
674,7
675,0
676,14
677,7
678,7
679,3
680,14
681,3
682,0
683,10
684,0
685,14
686,7
687,7
688,14
689,21
690,3
691,5
692,6
693,7
694,3
695,10
696,7
697,21
698,10
699,3
700,14
701,7
702,0
703,3
704,3
705,24
706,3
707,17
708,6
709,3
710,21
711,3
712,21
713,7
714,3
715,0
716,3
717,0
718,14
719,0
720,0
721,7
722,7
723,6
724,6
725,7
726,6
727,7
728,9
729,10
730,3
731,6
732,7
733,3
734,10
735,10
736,10
737,0
738,6
739,3
740,21
741,14
742,3
743,7
744,0
745,7
746,3
747,21
748,3
749,9
750,0
751,10
752,3
753,10
754,7
755,7
756,3
757,0
758,0
759,14
760,13
761,7
762,0
763,14
764,7
765,10
766,3
767,0
768,10
769,10
770,14
771,6
772,0
773,0
774,17
775,0
776,7
777,7
778,0
779,3
780,21
781,7
782,3
783,10
784,0
785,10
786,10
787,3
788,0
789,14
790,7
791,3
792,7
793,14
794,3
795,0
796,21
797,0
798,23
799,6
800,0
801,20
802,14
803,6
804,3
805,0
806,0
807,0
808,21
809,7
810,0
811,0
812,7
813,7
814,0
815,10
816,0
817,0
818,0
819,3
820,7
821,3
822,0
823,3
824,0
825,3
826,3
827,6
828,0
829,7
830,3
831,10
832,0
833,6
834,14
835,7
836,3
837,7
838,0
839,7
840,0
841,7
842,10
843,10
844,6
845,3
846,3
847,7
848,0
849,10
850,14
851,0
852,10
853,14
854,3
855,10
856,7
857,10
858,7
859,13
860,3
861,0
862,7
863,3
864,3
865,7
866,7
867,3
868,13
869,7
870,3
871,10
872,7
873,7
874,3
875,10
876,3
877,7
878,10
879,0
880,3
881,0
882,7
883,14
884,7
885,14
886,0
887,7
888,10
889,10
890,7
891,10
892,9
893,0
894,17
895,10
896,3
897,7
898,14
899,21
900,0
901,0
902,0
903,0
904,0
905,0
906,7
907,0
908,3
909,3
910,13
911,7
912,10
913,7
914,10
915,13
916,7
917,14
918,0
919,0
920,7
921,3
922,10
923,7
924,14
925,14
926,0
927,7
928,7
929,3
930,7
931,7
932,3
933,10
934,3
935,14
936,3
937,3
938,17
939,14
940,7
941,6
942,21
943,6
944,3
945,0
946,10
947,0
948,3
949,3
950,7
951,0
952,10
953,0
954,0
955,10
956,6
957,7
958,0
959,3
960,14
961,3
962,14
963,10
964,3
965,17
966,10
967,7
968,0
969,3
970,0
971,14
972,7
973,3
974,10
975,10
976,3
977,13
978,17
979,10
980,13
981,10
982,0
983,0
984,0
985,0
986,10
987,20
988,7
989,10
990,0
991,7
992,0
993,14
994,10
995,6
996,6
997,7
998,14
999,3
1000,3
1001,7
1002,7
1003,0
1004,0
1005,7
1006,0
1007,14
1008,10
1009,7
1010,17
1011,3
1012,3
1013,10
1014,17
1015,0
1016,0
1017,10
1018,0
1019,3
1020,7
1021,14
1022,7
1023,10
1024,0
1025,14
1026,14
1027,7
1028,14
1029,0
1030,13
1031,17
1032,7
1033,7
1034,7
1035,10
1036,3
1037,10
1038,7
1039,3
1040,0
1041,3
1042,10
1043,13
1044,17
1045,6
1046,7
1047,7
1048,7
1049,8
1050,3
1051,10
1052,10
1053,0
1054,0
1055,7
1056,6
1057,10
1058,0
1059,7
1060,3
1061,0
1062,3
1063,14
1064,3
1065,10
1066,14
1067,7
1068,7
1069,3
1070,7
1071,6
1072,0
1073,10
1074,10
1075,7
1076,20
1077,3
1078,7
1079,7
1080,3
1081,6
1082,0
1083,3
1084,10
1085,0
1086,3
1087,6
1088,3
1089,3
1090,7
1091,3
1092,6
1093,14
1094,7
1095,10
1096,0
1097,3
1098,7
1099,7
1100,0
1101,0
1102,14
1103,3
1104,3
1105,7
1106,3
1107,14
1108,9
1109,10
1110,0
1111,14
1112,14
1113,13
1114,0
1115,10
1116,10
1117,7
1118,7
1119,7
1120,10
1121,7
1122,17
1123,6
1124,10
1125,10
1126,0
1127,10
1128,7
1129,10
1130,7
1131,3
1132,14
1133,3
1134,7
1135,3
1136,3
1137,0
1138,14
1139,7
1140,14
1141,14
1142,21
1143,10
1144,7
1145,0
1146,7
1147,3
1148,10
1149,10
1150,17
1151,3
1152,6
1153,6
1154,24
1155,0
1156,3
1157,7
1158,13
1159,7
1160,3
1161,7
1162,0
1163,7
1164,3
1165,14
1166,6
1167,10
1168,14
1169,6
1170,3
1171,7
1172,3
1173,7
1174,3
1175,3
1176,6
1177,0
1178,14
1179,17
1180,9
1181,7
1182,14
1183,3
1184,14
1185,14
1186,0
1187,0
1188,3
1189,7
1190,0
1191,17
1192,10
1193,7
1194,17
1195,14
1196,0
1197,14
1198,0
1199,0
1200,6
1201,7
1202,17
1203,7
1204,13
1205,14
1206,7
1207,7
1208,0
1209,0
1210,13
1211,0
1212,3
1213,0
1214,10
1215,10
1216,10
1217,13
1218,3
1219,0
1220,7
1221,10
1222,3
1223,3
1224,3
1225,3
1226,10
1227,14
1228,6
1229,3
1230,10
1231,14
1232,7
1233,7
1234,3
1235,3
1236,7
1237,10
1238,14
1239,10
1240,28
1241,14
1242,0
1243,0
1244,10
1245,17
1246,7
1247,21
1248,14
1249,3
1250,21
1251,0
1252,14
1253,0
1254,14
1255,3
1256,0
1257,6
1258,0
1259,14
1260,0
1261,2
1262,3
1263,14
1264,21
1265,6
1266,0
1267,0
1268,10
1269,3
1270,7
1271,0
1272,10
1273,7
1274,3
1275,3
1276,21
1277,14
1278,6
1279,9
1280,3
1281,7
1282,0
1283,13
1284,3
1285,0
1286,0
1287,0
1288,6
1289,10
1290,0
1291,3
1292,0
1293,3
1294,14
1295,7
1296,13
1297,0
1298,7
1299,0
1300,7
1301,3
1302,3
1303,7
1304,3
1305,14
1306,13
1307,7
1308,7
1309,7
1310,21
1311,7
1312,0
1313,14
1314,14
1315,6
1316,7
1317,0
1318,7
1319,7
1320,3
1321,13
1322,13
1323,0
1324,6
1325,0
1326,7
1327,3
1328,7
1329,21
1330,7
1331,0
1332,0
1333,0
1334,0
1335,0
1336,10
1337,0
1338,21
1339,9
1340,14
1341,13
1342,6
1343,3
1344,21
1345,0
1346,0
1347,3
1348,10
1349,10
1350,3
1351,3
1352,7
1353,7
1354,17
1355,7
1356,10
1357,0
1358,7
1359,6
1360,17
1361,3
1362,0
1363,14
1364,3
1365,7
1366,0
1367,0
1368,7
1369,10
1370,13
1371,10
1372,7
1373,3
1374,14
1375,0
1376,17
1377,12
1378,16
1379,0
1380,6
1381,21
1382,7
1383,14
1384,3
1385,7
1386,13
1387,0
1388,7
1389,10
1390,17
1391,3
1392,7
1393,3
1394,6
1395,0
1396,14
1397,14
1398,7
1399,7
1400,10
1401,3
1402,0
1403,10
1404,21
1405,7
1406,14
1407,6
1408,0
1409,7
1410,3
1411,7
1412,21
1413,14
1414,7
1415,3
1416,10
1417,0
1418,17
1419,3
1420,10
1421,17
1422,3
1423,14
1424,3
1425,22
1426,7
1427,0
1428,13
1429,14
1430,0
1431,6
1432,14
1433,0
1434,3
1435,6
1436,0
1437,10
1438,7
1439,3
1440,10
1441,0
1442,21
1443,3
1444,7
1445,0
1446,0
1447,10
1448,0
1449,10
1450,7
1451,14
1452,7
1453,10
1454,6
1455,7
1456,3
1457,0
1458,14
1459,14
1460,10
1461,17
1462,7
1463,7
1464,3
1465,14
1466,6
1467,7
1468,6
1469,13
1470,3
1471,10
1472,10
1473,6
1474,17
1475,10
1476,21
1477,0
1478,7
1479,0
1480,7
1481,12
1482,6
1483,7
1484,7
1485,0
1486,17
1487,6
1488,14
1489,7
1490,0
1491,0
1492,0
1493,6
1494,6
1495,3
1496,7
1497,3
1498,7
1499,14
1500,10
1501,7
1502,3
1503,9
1504,3
1505,7
1506,7
1507,14
1508,6
1509,14
1510,0
1511,3
1512,3
1513,7
1514,0
1515,3
1516,6
1517,0
1518,6
1519,10
1520,10
1521,17
1522,3
1523,17
1524,0
1525,7
1526,14
1527,14
1528,10
1529,0
1530,0
1531,10
1532,7
1533,24
1534,14
1535,3
1536,0
1537,0
1538,7
1539,7
1540,21
1541,6
1542,10
1543,13
1544,7
1545,17
1546,3
1547,14
1548,17
1549,10
1550,0
1551,7
1552,3
1553,7
1554,6
1555,7
1556,7
1557,3
1558,0
1559,7
1560,7
1561,17
1562,14
1563,10
1564,3
1565,7
1566,3
1567,6
1568,7
1569,0
1570,10
1571,7
1572,17
1573,7
1574,3
1575,3
1576,7
1577,0
1578,7
1579,7
1580,10
1581,3
1582,7
1583,3
1584,10
1585,7
1586,14
1587,0
1588,0
1589,0
1590,3
1591,9
1592,0
1593,0
1594,0
1595,0
1596,0
1597,10
1598,3
1599,7
1600,10
1601,0
1602,0
1603,10
1604,7
1605,3
1606,14
1607,3
1608,6
1609,0
1610,7
1611,0
1612,0
1613,0
1614,17
1615,0
1616,7
1617,0
1618,7
1619,3
1620,0
1621,0
1622,0
1623,0
1624,7
1625,3
1626,14
1627,3
1628,0
1629,14
1630,0
1631,6
1632,14
1633,0
1634,14
1635,3
1636,7
1637,0
1638,6
1639,3
1640,3
1641,6
1642,14
1643,0
1644,13
1645,7
1646,10
1647,6
1648,0
1649,7
1650,9
1651,7
1652,21
1653,0
1654,0
1655,3
1656,14
1657,7
1658,7
1659,3
1660,0
1661,3
1662,7
1663,7
1664,7
1665,14
1666,7
1667,7
1668,17
1669,12
1670,0
1671,6
1672,6
1673,6
1674,3
1675,0
1676,7
1677,10
1678,7
1679,7
1680,14
1681,0
1682,6
1683,3
1684,3
1685,7
1686,10
1687,10
1688,14
1689,14
1690,17
1691,7
1692,7
1693,0
1694,0
1695,14
1696,3
1697,7
1698,0
1699,0
1700,14
1701,0
1702,3
1703,7
1704,7
1705,10
1706,7
1707,6
1708,7
1709,6
1710,10
1711,7
1712,14
1713,3
1714,6
1715,7
1716,10
1717,10
1718,14
1719,3
1720,3
1721,7
1722,14
1723,3
1724,6
1725,3
1726,3
1727,7
1728,6
1729,0
1730,0
1731,3
1732,0
1733,10
1734,0
1735,0
1736,7
1737,10
1738,10
1739,0
1740,0
1741,17
1742,10
1743,0
1744,14
1745,7
1746,0
1747,14
1748,7
1749,13
1750,10
1751,10
1752,6
1753,3
1754,0
1755,7
1756,3
1757,7
1758,0
1759,10
1760,17
1761,9
1762,6
1763,10
1764,0
1765,0
1766,0
1767,7
1768,0
1769,10
1770,7
1771,14
1772,14
1773,0
1774,3
1775,0
1776,10
1777,7
1778,3
1779,0
1780,10
1781,7
1782,3
1783,3
1784,10
1785,17
1786,3
1787,0
1788,3
1789,3
1790,6
1791,14
1792,0
1793,13
1794,0
1795,21
1796,7
1797,3
1798,10
1799,10
1800,7
1801,0
1802,7
1803,14
1804,0
1805,10
1806,0
1807,3
1808,7
1809,14
1810,3
1811,3
1812,7
1813,9
1814,14
1815,0
1816,7
1817,0
1818,7
1819,0
1820,0
1821,3
1822,14
1823,0
1824,7
1825,0
1826,0
1827,14
1828,0
1829,14
1830,7
1831,3
1832,7
1833,7
1834,3
1835,0
1836,7
1837,17
1838,14
1839,3
1840,10
1841,0
1842,3
1843,3
1844,10
1845,17
1846,3
1847,10
1848,14
1849,14
1850,13
1851,3
1852,0
1853,3
1854,3
1855,0
1856,3
1857,0
1858,0
1859,0
1860,7
1861,3
1862,10
1863,0
1864,10
1865,0
1866,14
1867,3
1868,3
1869,6
1870,0
1871,3
1872,9
1873,21
1874,14
1875,10
1876,3
1877,3
1878,10
1879,14
1880,17
1881,10
1882,10
1883,10
1884,6
1885,17
1886,3
1887,7
1888,14
1889,21
1890,14
1891,3
1892,14
1893,3
1894,13
1895,7
1896,7
1897,10
1898,10
1899,0
1900,7
1901,10
1902,0
1903,14
1904,10
1905,0
1906,6
1907,7
1908,0
1909,0
1910,14
1911,0
1912,6
1913,7
1914,7
1915,0
1916,3
1917,7
1918,7
1919,14
1920,10
1921,10
1922,3
1923,3
1924,9
1925,3
1926,0
1927,10
1928,10
1929,10
1930,7
1931,10
1932,0
1933,3
1934,3
1935,10
1936,13
1937,7
1938,0
1939,17
1940,10
1941,0
1942,6
1943,7
1944,7
1945,0
1946,3
1947,13
1948,0
1949,7
1950,0
1951,6
1952,0
1953,3
1954,14
1955,0
1956,3
1957,3
1958,0
1959,0
1960,0
1961,3
1962,0
1963,10
1964,3
1965,21
1966,0
1967,17
1968,0
1969,7
1970,3
1971,7
1972,13
1973,7
1974,6
1975,3
1976,7
1977,0
1978,9
1979,0
1980,10
1981,0
1982,21
1983,5
1984,0
1985,6
1986,6
1987,0
1988,10
1989,12
1990,3
1991,0
1992,0
1993,14
1994,10
1995,7
1996,7
1997,7
1998,14
1999,10
2000,3
2001,3
2002,6
2003,7
2004,0
2005,0
2006,10
2007,3
2008,7
2009,0
2010,10
2011,0
2012,6
2013,3
2014,14
2015,3
2016,3
2017,3
2018,7
2019,9
2020,0
2021,14
2022,3
2023,6
2024,14
2025,22
2026,3
2027,10
2028,0
2029,14
2030,7
2031,7
2032,6
2033,7
2034,0
2035,7
2036,10
2037,14
2038,28
2039,7
2040,0
2041,6
2042,7
2043,17
2044,3
2045,7
2046,7
2047,7
2048,0
2049,3
2050,14
2051,0
2052,10
2053,3
2054,0
2055,17
2056,10
2057,10
2058,3
2059,7
2060,0
2061,3
2062,14
2063,14
2064,7
2065,0
2066,10
2067,5
2068,7
2069,14
2070,3
2071,13
2072,7
2073,3
2074,17
2075,3
2076,6
2077,10
2078,7
2079,10
2080,19
2081,0
2082,14
2083,3
2084,21
2085,10
2086,17
2087,7
2088,7
2089,21
2090,21
2091,0
2092,6
2093,14
2094,14
2095,3
2096,21
2097,7
2098,6
2099,10
2100,7
2101,17
2102,10
2103,6
2104,3
2105,21
2106,14
2107,10
2108,3
2109,3
2110,0
2111,0
2112,0
2113,14
2114,7
2115,3
2116,14
2117,14
2118,10
2119,7
2120,6
2121,7
2122,7
2123,7
2124,14
2125,0
2126,13
2127,0
2128,7
2129,3
2130,7
2131,7
2132,3
2133,3
2134,10
2135,0
2136,6
2137,0
2138,7
2139,6
2140,3
2141,3
2142,3
2143,3
2144,10
2145,6
2146,24
2147,3
2148,3
2149,0
2150,10
2151,14
2152,10
2153,3
2154,7
2155,6
2156,10
2157,3
2158,10
2159,10
2160,14
2161,10
2162,10
2163,7
2164,7
2165,3
2166,21
2167,7
2168,3
2169,6
2170,34
2171,13
2172,21
2173,10
2174,7
2175,10
2176,7
2177,3
2178,14
2179,0
2180,17
2181,0
2182,7
2183,0
2184,13
2185,14
2186,14
2187,0
2188,6
2189,0
2190,7
2191,17
2192,0
2193,0
2194,10
2195,7
2196,3
2197,3
2198,10
2199,10
2200,0
2201,0
2202,0
2203,0
2204,10
2205,10
2206,7
2207,14
2208,0
2209,3
2210,3
2211,10
2212,10
2213,13
2214,7
2215,10
2216,7
2217,0
2218,14
2219,0
2220,10
2221,14
2222,17
2223,6
2224,10
2225,10
2226,3
2227,3
2228,7
2229,0
2230,20
2231,7
2232,7
2233,3
2234,0
2235,3
2236,0
2237,3
2238,10
2239,6
2240,0
2241,7
2242,10
2243,14
2244,0
2245,0
2246,7
2247,0
2248,0
2249,0
2250,13
2251,3
2252,0
2253,0
2254,6
2255,23
2256,10
2257,7
2258,7
2259,0
2260,10
2261,6
2262,10
2263,10
2264,10
2265,3
2266,7
2267,10
2268,10
2269,0
2270,3
2271,6
2272,10
2273,21
2274,28
2275,7
2276,14
2277,5
2278,3
2279,10
2280,10
2281,10
2282,3
2283,3
2284,10
2285,7
2286,22
2287,6
2288,0
2289,3
2290,3
2291,7
2292,7
2293,9
2294,10
2295,10
2296,7
2297,10
2298,10
2299,3
2300,0
2301,6
2302,3
2303,3
2304,10
2305,7
2306,0
2307,7
2308,0
2309,3
2310,17
2311,0
2312,17
2313,10
2314,9
2315,7
2316,7
2317,3
2318,14
2319,7
2320,0
2321,7
2322,7
2323,7
2324,6
2325,3
2326,0
2327,7
2328,14
2329,10
2330,7
2331,14
2332,7
2333,3
2334,7
2335,0
2336,0
2337,10
2338,0
2339,7
2340,10
2341,6
2342,7
2343,7
2344,10
2345,0
2346,21
2347,13
2348,17
2349,10
2350,3
2351,0
2352,7
2353,0
2354,3
2355,7
2356,0
2357,3
2358,10
2359,3
2360,0
2361,6
2362,0
2363,14
2364,14
2365,7
2366,10
2367,10
2368,14
2369,10
2370,14
2371,24
2372,0
2373,21
2374,9
2375,14
2376,7
2377,14
2378,0
2379,14
2380,0
2381,0
2382,5
2383,7
2384,17
2385,7
2386,7
2387,7
2388,7
2389,0
2390,0
2391,0
2392,10
2393,14
2394,7
2395,3
2396,10
2397,6
2398,14
2399,14
2400,10
2401,10
2402,3
2403,0
2404,7
2405,3
2406,14
2407,3
2408,7
2409,10
2410,0
2411,6
2412,3
2413,3
2414,3
2415,6
2416,7
2417,10
2418,6
2419,14
2420,0
2421,10
2422,6
2423,10
2424,10
2425,14
2426,0
2427,6
2428,7
2429,3
2430,3
2431,3
2432,3
2433,0
2434,0
2435,0
2436,0
2437,14
2438,14
2439,17
2440,14
2441,7
2442,17
2443,14
2444,17
2445,7
2446,7
2447,7
2448,14
2449,3
2450,10
2451,0
2452,14
2453,17
2454,7
2455,7
2456,2
2457,3
2458,14
2459,17
2460,7
2461,3
2462,0
2463,0
2464,17
2465,17
2466,9
2467,20
2468,0
2469,0
2470,0
2471,3
2472,3
2473,10
2474,35
2475,14
2476,10
2477,0
2478,0
2479,3
2480,7
2481,14
2482,7
2483,2
2484,0
2485,17
2486,10
2487,17
2488,14
2489,10
2490,10
2491,3
2492,3
2493,3
2494,14
2495,2
2496,6
2497,17
2498,10
2499,14
2500,0
2501,0
2502,21
2503,9
2504,3
2505,3
2506,10
2507,0
2508,7
2509,10
2510,6
2511,13
2512,14
2513,7
2514,6
2515,0
2516,7
2517,14
2518,3
2519,6
2520,7
2521,3
2522,14
2523,13
2524,7
2525,0
2526,7
2527,10
2528,3
2529,7
2530,0
2531,0
2532,0
2533,0
2534,6
2535,14
2536,17
2537,7
2538,14
2539,0
2540,21
2541,0
2542,0
2543,10
2544,7
2545,9
2546,7
2547,0
2548,14
2549,13
2550,10
2551,10
2552,6
2553,7
2554,7
2555,6
2556,10
2557,14
2558,21
2559,24
2560,3
2561,7
2562,21
2563,7
2564,6
2565,0
2566,7
2567,17
2568,10
2569,0
2570,0
2571,7
2572,17
2573,17
2574,0
2575,14
2576,7
2577,14
2578,14
2579,10
2580,3
2581,0
2582,7
2583,17
2584,7
2585,3
2586,7
2587,7
2588,7
2589,16
2590,9
2591,7
2592,0
2593,14
2594,7
2595,14
2596,3
2597,10
2598,21
2599,10
2600,0
2601,0
2602,0
2603,7
2604,0
2605,7
2606,0
2607,13
2608,7
2609,6
2610,0
2611,7
2612,7
2613,3
2614,21
2615,3
2616,14
2617,10
2618,3
2619,3
2620,0
2621,3
2622,17
2623,10
2624,3
2625,0
2626,13
2627,3
2628,10
2629,3
2630,17
2631,6
2632,0
2633,7
2634,10
2635,24
2636,0
2637,10
2638,10
2639,3
2640,10
2641,7
2642,20
2643,0
2644,27
2645,7
2646,7
2647,14
2648,14
2649,10
2650,7
2651,13
2652,7
2653,0
2654,0
2655,0
2656,10
2657,7
2658,7
2659,14
2660,3
2661,14
2662,7
2663,7
2664,10
2665,0
2666,14
2667,7
2668,3
2669,14
2670,6
2671,0
2672,0
2673,10
2674,14
2675,17
2676,7
2677,0
2678,7
2679,3
2680,10
2681,14
2682,14
2683,10
2684,17
2685,7
2686,7
2687,3
2688,10
2689,10
2690,0
2691,3
2692,0
2693,10
2694,7
2695,0
2696,3
2697,7
2698,3
2699,10
2700,10
2701,7
2702,3
2703,14
2704,10
2705,10
2706,0
2707,7
2708,10
2709,10
2710,7
2711,7
2712,6
2713,21
2714,0
2715,0
2716,21
2717,3
2718,3
2719,10
2720,7
2721,0
2722,3
2723,3
2724,3
2725,10
2726,3
2727,7
2728,3
2729,6
2730,7
2731,0
2732,7
2733,6
2734,7
2735,0
2736,0
2737,7
2738,7
2739,3
2740,10
2741,0
2742,0
2743,0
2744,10
2745,17
2746,7
2747,3
2748,3
2749,7
2750,7
2751,7
2752,17
2753,7
2754,0
2755,7
2756,7
2757,10
2758,10
2759,7
2760,0
2761,0
2762,7
2763,0
2764,7
2765,7
2766,7
2767,7
2768,7
2769,3
2770,10
2771,10
2772,10
2773,6
2774,7
2775,7
2776,0
2777,0
2778,10
2779,0
2780,0
2781,3
2782,28
2783,7
2784,10
2785,14
2786,7
2787,3
2788,10
2789,14
2790,3
2791,14
2792,14
2793,3
2794,3
2795,3
2796,3
2797,14
2798,0
2799,0
2800,24
2801,21
2802,3
2803,14
2804,7
2805,10
2806,3
2807,0
2808,20
2809,3
2810,0
2811,14
2812,6
2813,14
2814,10
2815,6
2816,3
2817,14
2818,3
2819,0
2820,0
2821,7
2822,7
2823,7
2824,3
2825,7
2826,17
2827,3
2828,7
2829,3
2830,13
2831,7
2832,14
2833,3
2834,6
2835,3
2836,0
2837,10
2838,24
2839,3
2840,7
2841,0
2842,7
2843,3
2844,0
2845,7
2846,7
2847,7
2848,10
2849,10
2850,0
2851,0
2852,10
2853,20
2854,7
2855,13
2856,3
2857,14
2858,0
2859,3
2860,0
2861,7
2862,10
2863,0
2864,7
2865,10
2866,3
2867,7
2868,10
2869,14
2870,17
2871,14
2872,7
2873,3
2874,10
2875,3
2876,7
2877,0
2878,17
2879,7
2880,3
2881,3
2882,7
2883,0
2884,17
2885,7
2886,14
2887,6
2888,6
2889,0
2890,7
2891,14
2892,7
2893,0
2894,0
2895,3
2896,3
2897,10
2898,0
2899,14
2900,7
2901,10
2902,0
2903,10
2904,0
2905,7
2906,3
2907,10
2908,7
2909,0
2910,17
2911,7
2912,0
2913,3
2914,0
2915,7
2916,7
2917,0
2918,0
2919,17
2920,7
2921,7
2922,3
2923,7
2924,17
2925,3
2926,6
2927,14
2928,7
2929,3
2930,0
2931,0
2932,16
2933,14
2934,7
2935,0
2936,0
2937,10
2938,6
2939,13
2940,13
2941,10
2942,3
2943,6
2944,10
2945,3
2946,10
2947,14
2948,13
2949,3
2950,0
2951,7
2952,14
2953,7
2954,10
2955,0
2956,3
2957,10
2958,10
2959,13
2960,14
2961,10
2962,10
2963,0
2964,3
2965,10
2966,10
2967,13
2968,6
2969,0
2970,6
2971,13
2972,13
2973,3
2974,3
2975,10
2976,0
2977,14
2978,3
2979,7
2980,14
2981,7
2982,6
2983,10
2984,7
2985,6
2986,14
2987,17
2988,7
2989,14
2990,7
2991,7
2992,0
2993,17
2994,3
2995,3
2996,7
