GameID,Week,Vteam,VQ1,VQ2,VQ3,VQ4,Year,Hteam,HQ1,HQ2,HQ3,HQ4
200911290atl,12,Buccaneers,0,10,7,0,2009,Falcons,0,10,3,7
200911290sfo,12,Jaguars,0,3,0,0,2009,49ers,3,14,3,0
200911290sdg,12,Chiefs,0,7,7,0,2009,Chargers,7,21,10,5
200911290min,12,Bears,0,7,3,0,2009,Vikings,0,24,3,9
200911290oti,12,Cardinals,0,3,7,7,2009,Titans,3,3,7,7
200911290rav,12,Steelers,0,7,3,7,2009,Ravens,7,7,0,3
200911300nor,12,Patriots,7,3,7,0,2009,Saints,3,21,7,7
200912030buf,13,Jets,3,13,0,3,2009,Bills,3,7,0,3
200912060kan,13,Broncos,7,7,20,10,2009,Chiefs,0,6,0,7
200912060chi,13,Rams,0,3,3,3,2009,Bears,10,0,7,0
200912060pit,13,Raiders,3,3,0,21,2009,Steelers,3,7,0,14
200912060cin,13,Lions,7,0,0,6,2009,Bengals,0,17,3,3
200912060mia,13,Patriots,7,7,7,0,2009,Dolphins,0,10,9,3
200912060car,13,Buccaneers,0,6,0,0,2009,Panthers,10,0,3,3
200912060atl,13,Eagles,10,3,14,7,2009,Falcons,0,0,0,7
200912060was,13,Saints,0,17,3,10,2009,Redskins,10,7,10,3
200912060clt,13,Titans,3,7,0,7,2009,Colts,7,17,0,3
200912060jax,13,Texans,0,7,5,6,2009,Jaguars,3,17,3,0
200912060cle,13,Chargers,10,3,14,3,2009,Browns,7,0,0,16
200912060nyg,13,Cowboys,0,10,7,7,2009,Giants,0,14,7,10
200912060sea,13,49ers,7,7,0,3,2009,Seahawks,7,7,0,6
200912060crd,13,Vikings,7,3,0,7,2009,Cardinals,7,14,6,3
200912070gnb,13,Ravens,0,0,14,0,2009,Packers,3,14,0,10
200912100cle,14,Steelers,0,3,3,0,2009,Browns,3,10,0,0
200912130kan,14,Bills,7,3,3,3,2009,Chiefs,0,3,7,0
200912130tam,14,Jets,6,13,0,7,2009,Buccaneers,0,0,3,0
200912130htx,14,Seahawks,0,7,0,0,2009,Texans,17,7,10,0
200912130rav,14,Lions,0,3,0,0,2009,Ravens,3,17,21,7
200912130nwe,14,Panthers,7,0,0,3,2009,Patriots,0,7,7,6
200912130atl,14,Saints,3,13,7,3,2009,Falcons,6,3,7,7
200912130chi,14,Packers,10,3,0,8,2009,Bears,0,7,7,0
200912130clt,14,Broncos,0,7,0,9,2009,Colts,14,7,0,7
200912130jax,14,Dolphins,7,7,0,0,2009,Jaguars,0,7,3,0
200912130min,14,Bengals,0,7,0,3,2009,Vikings,0,16,7,7
200912130oti,14,Rams,0,0,0,7,2009,Titans,14,9,10,14
200912130rai,14,Redskins,7,10,0,17,2009,Raiders,3,7,3,0
200912130dal,14,Chargers,7,3,0,10,2009,Cowboys,3,0,7,7
200912130nyg,14,Eagles,14,16,7,8,2009,Giants,3,14,14,7
200912140sfo,14,Cardinals,0,0,3,6,2009,49ers,10,7,0,7
200912170jax,15,Colts,0,21,7,7,2009,Jaguars,3,14,14,0
200912190nor,15,Cowboys,14,3,7,0,2009,Saints,0,3,0,14
200912200ram,15,Texans,3,3,7,3,2009,Rams,0,10,3,0
200912200kan,15,Browns,10,10,7,14,2009,Chiefs,3,21,0,10
200912200oti,15,Dolphins,3,3,3,15,2009,Titans,7,10,7,0
200912200buf,15,Patriots,0,14,3,0,2009,Bills,3,0,0,7
200912200det,15,Cardinals,7,10,0,14,2009,Lions,0,0,17,7
200912200nyj,15,Falcons,3,0,0,7,2009,Jets,7,0,0,0
200912200sdg,15,Bengals,3,10,0,11,2009,Chargers,7,7,10,3
200912200den,15,Raiders,0,13,0,7,2009,Broncos,6,0,10,3
200912200pit,15,Packers,7,7,0,22,2009,Steelers,14,7,3,13
200912200rav,15,Bears,0,7,0,0,2009,Ravens,14,0,17,0
200912200phi,15,49ers,3,0,10,0,2009,Eagles,7,13,0,7
200912200sea,15,Buccaneers,0,3,18,3,2009,Seahawks,0,7,0,0
200912200car,15,Vikings,0,7,0,0,2009,Panthers,0,6,0,20
200912210was,15,Giants,7,17,14,7,2009,Redskins,0,0,12,0
200912250oti,16,Chargers,7,14,14,7,2009,Titans,3,7,0,7
200912270cle,16,Raiders,3,6,0,0,2009,Browns,10,7,3,3
200912270atl,16,Bills,0,0,3,0,2009,Falcons,7,3,14,7
200912270nwe,16,Jaguars,0,0,0,7,2009,Patriots,7,21,0,7
200912270mia,16,Texans,10,17,0,0,2009,Dolphins,0,3,7,10
200912270pit,16,Ravens,3,7,10,0,2009,Steelers,6,14,0,3
200912270gnb,16,Seahawks,0,3,0,7,2009,Packers,14,10,14,10
200912270cin,16,Chiefs,0,3,0,7,2009,Bengals,0,3,7,7
200912270nor,16,Buccaneers,0,3,0,14,2009,Saints,14,3,0,0
200912270nyg,16,Panthers,3,21,10,7,2009,Giants,0,0,3,6
200912270sfo,16,Lions,3,0,0,3,2009,49ers,3,3,14,0
200912270crd,16,Rams,0,0,7,3,2009,Cardinals,0,17,7,7
200912270phi,16,Broncos,0,7,17,3,2009,Eagles,10,10,7,3
200912270clt,16,Jets,0,3,15,11,2009,Colts,6,3,6,0
200912270was,16,Cowboys,7,7,0,3,2009,Redskins,0,0,0,0
200912280chi,16,Vikings,0,0,13,17,2009,Bears,3,13,7,7
201001030ram,17,49ers,0,0,7,21,2009,Rams,0,3,0,3
201001030cle,17,Jaguars,3,0,0,14,2009,Browns,3,10,7,3
201001030mia,17,Steelers,14,3,7,6,2009,Dolphins,7,3,0,14
201001030buf,17,Colts,7,0,0,0,2009,Bills,7,17,6,0
201001030htx,17,Patriots,7,6,7,7,2009,Texans,7,6,0,21
201001030tam,17,Falcons,0,10,0,10,2009,Buccaneers,3,0,0,7
201001030det,17,Bears,3,10,7,17,2009,Lions,3,7,3,10
201001030car,17,Saints,0,3,7,0,2009,Panthers,7,10,6,0
201001030min,17,Giants,0,0,0,7,2009,Vikings,7,24,13,0
201001030crd,17,Packers,14,12,7,0,2009,Cardinals,0,0,0,7
201001030den,17,Chiefs,7,3,17,17,2009,Broncos,0,10,14,0
201001030dal,17,Eagles,0,0,0,0,2009,Cowboys,7,10,7,0
201001030sdg,17,Redskins,0,14,3,3,2009,Chargers,10,3,0,10
201001030rai,17,Ravens,7,7,0,7,2009,Raiders,0,10,3,0
201001030sea,17,Titans,7,0,3,7,2009,Seahawks,0,7,3,3
201001030nyj,17,Bengals,0,0,0,0,2009,Jets,7,20,3,7
201001090cin,100,Jets,0,14,7,3,2009,Bengals,7,0,0,7
201001090dal,100,Eagles,0,7,0,7,2009,Cowboys,0,27,7,0
201001100nwe,100,Ravens,24,0,3,6,2009,Patriots,0,7,7,0
201001100crd,100,Packers,0,10,14,21,2009,Cardinals,17,7,14,7
201001160nor,200,Cardinals,7,7,0,0,2009,Saints,21,14,10,0
201001160clt,200,Ravens,3,0,0,0,2009,Colts,3,14,0,3
201001170min,200,Cowboys,0,3,0,0,2009,Vikings,7,10,0,17
201001170sdg,200,Jets,0,0,3,14,2009,Chargers,0,7,0,7
201001240clt,300,Jets,0,17,0,0,2009,Colts,0,13,7,10
201001240nor,300,Vikings,14,0,7,7,2009,Saints,7,7,7,7
201002070clt,400,Saints,0,6,10,15,2009,Colts,10,0,7,0
201009090nor,1,Vikings,0,9,0,0,2010,Saints,7,0,7,0
201009120pit,1,Falcons,0,3,3,3,2010,Steelers,3,0,3,3
201009120chi,1,Lions,7,7,0,0,2010,Bears,3,10,0,6
201009120tam,1,Browns,7,7,0,0,2010,Buccaneers,3,7,0,7
201009120htx,1,Colts,0,10,0,14,2010,Texans,6,7,7,14
201009120nwe,1,Bengals,0,3,14,7,2010,Patriots,10,14,7,7
201009120buf,1,Dolphins,3,7,0,5,2010,Bills,0,3,0,7
201009120oti,1,Raiders,3,3,0,7,2010,Titans,10,14,7,7
201009120jax,1,Broncos,0,7,7,3,2010,Jaguars,0,7,10,7
201009120nyg,1,Panthers,3,13,0,2,2010,Giants,7,7,10,7
201009120ram,1,Cardinals,0,10,0,7,2010,Rams,0,10,3,0
201009120phi,1,Packers,0,13,14,0,2010,Eagles,3,0,7,10
201009120sea,1,49ers,3,3,0,0,2010,Seahawks,0,14,14,3
201009120was,1,Cowboys,0,0,7,0,2010,Redskins,3,7,0,3
201009130nyj,1,Ravens,0,7,3,0,2010,Jets,3,3,0,3
201009130kan,1,Chargers,7,0,7,0,2010,Chiefs,7,14,0,0
201009190cin,2,Ravens,0,0,7,3,2010,Bengals,0,6,3,6
201009190gnb,2,Bills,0,7,0,0,2010,Packers,13,0,14,7
201009190oti,2,Steelers,7,6,0,6,2010,Titans,3,0,0,8
201009190det,2,Eagles,7,14,7,7,2010,Lions,7,10,0,15
201009190cle,2,Chiefs,3,7,3,3,2010,Browns,0,14,0,0
201009190atl,2,Cardinals,0,7,0,0,2010,Falcons,7,17,10,7
201009190car,2,Buccaneers,7,7,3,3,2010,Panthers,0,7,0,0
201009190min,2,Dolphins,7,0,7,0,2010,Vikings,0,0,7,3
201009190dal,2,Bears,10,10,0,7,2010,Cowboys,7,7,3,3
201009190rai,2,Rams,0,7,0,7,2010,Raiders,0,3,10,3
201009190den,2,Seahawks,0,0,7,7,2010,Broncos,7,10,7,7
201009190was,2,Texans,0,7,10,10,2010,Redskins,6,14,7,0
201009190sdg,2,Jaguars,3,3,0,7,2010,Chargers,7,14,3,14
201009190nyj,2,Patriots,0,14,0,0,2010,Jets,0,10,11,7
201009190clt,2,Giants,0,0,7,7,2010,Colts,7,17,7,7
201009200sfo,2,Saints,9,0,7,9,2010,49ers,0,7,7,8
201009260rav,3,Browns,3,7,0,7,2010,Ravens,7,7,0,10
201009260htx,3,Cowboys,0,10,7,10,2010,Texans,0,3,0,10
201009260nyg,3,Titans,3,7,9,10,2010,Giants,0,10,0,0
201009260nwe,3,Bills,3,13,7,7,2010,Patriots,7,10,14,7
201009260car,3,Bengals,7,3,0,10,2010,Panthers,0,0,7,0
201009260tam,3,Steelers,7,21,3,7,2010,Buccaneers,3,3,0,7
201009260nor,3,Falcons,7,7,3,7,2010,Saints,14,0,7,3
201009260kan,3,49ers,0,3,0,7,2010,Chiefs,0,10,14,7
201009260min,3,Lions,7,3,0,0,2010,Vikings,7,7,10,0
201009260ram,3,Redskins,0,13,3,0,2010,Rams,14,0,7,9
201009260jax,3,Eagles,7,7,14,0,2010,Jaguars,0,3,0,0
201009260crd,3,Raiders,13,7,0,3,2010,Cardinals,10,7,7,0
201009260den,3,Colts,6,7,7,7,2010,Broncos,0,3,10,0
201009260sea,3,Chargers,0,0,12,8,2010,Seahawks,0,10,7,10
201009260mia,3,Jets,7,7,7,10,2010,Dolphins,0,10,10,3
201009270chi,3,Packers,7,3,0,7,2010,Bears,0,7,0,13
201010030ram,4,Seahawks,0,3,0,0,2010,Rams,7,3,7,3
201010030gnb,4,Lions,0,14,6,6,2010,Packers,7,14,7,0
201010030oti,4,Broncos,0,10,6,10,2010,Titans,0,10,10,0
201010030cle,4,Bengals,0,10,3,7,2010,Browns,3,10,10,0
201010030pit,4,Ravens,0,10,0,7,2010,Steelers,7,0,0,7
201010030buf,4,Jets,7,10,21,0,2010,Bills,0,7,0,7
201010030nor,4,Panthers,0,7,7,0,2010,Saints,0,10,3,3
201010030atl,4,49ers,14,0,0,0,2010,Falcons,0,10,3,3
201010030rai,4,Texans,14,0,10,7,2010,Raiders,7,7,0,10
201010030jax,4,Colts,7,7,0,14,2010,Jaguars,7,7,7,10
201010030phi,4,Redskins,14,3,0,0,2010,Eagles,0,6,0,6
201010030sdg,4,Cardinals,0,7,0,3,2010,Chargers,7,21,10,3
201010030nyg,4,Bears,0,0,0,3,2010,Giants,3,0,7,7
201010040mia,4,Patriots,0,6,21,14,2010,Dolphins,7,0,7,0
201010100det,5,Rams,3,3,0,0,2010,Lions,3,21,7,13
201010100buf,5,Jaguars,3,10,14,9,2010,Bills,10,3,7,6
201010100was,5,Packers,7,3,3,0,2010,Redskins,0,3,0,10
201010100rav,5,Broncos,0,7,0,10,2010,Ravens,7,10,0,14
201010100cle,5,Falcons,0,6,7,7,2010,Browns,0,7,3,0
201010100car,5,Bears,17,0,0,6,2010,Panthers,3,0,3,0
201010100htx,5,Giants,14,10,3,7,2010,Texans,0,3,7,0
201010100cin,5,Buccaneers,0,7,7,10,2010,Bengals,7,3,3,8
201010100clt,5,Chiefs,0,3,6,0,2010,Colts,3,3,3,10
201010100crd,5,Saints,10,3,0,7,2010,Cardinals,0,10,3,17
201010100rai,5,Chargers,0,17,7,3,2010,Raiders,12,3,7,13
201010100dal,5,Titans,10,7,3,14,2010,Cowboys,3,7,7,10
201010100sfo,5,Eagles,7,10,0,10,2010,49ers,7,3,0,14
201010110nyj,5,Vikings,0,0,7,13,2010,Jets,3,6,6,14
201010170ram,6,Chargers,0,3,7,7,2010,Rams,10,7,0,3
201010170nwe,6,Ravens,3,7,7,3,2010,Patriots,7,0,3,10
201010170pit,6,Browns,3,0,0,7,2010,Steelers,0,7,7,14
201010170chi,6,Seahawks,7,7,2,7,2010,Bears,7,6,0,7
201010170phi,6,Falcons,0,7,3,7,2010,Eagles,14,7,7,3
201010170gnb,6,Dolphins,7,3,3,7,2010,Packers,10,0,0,10
201010170tam,6,Saints,7,10,7,7,2010,Buccaneers,0,0,0,6
201010170nyg,6,Lions,7,3,0,10,2010,Giants,7,7,7,7
201010170htx,6,Chiefs,7,7,10,7,2010,Texans,0,7,7,21
201010170sfo,6,Raiders,3,3,0,3,2010,49ers,0,3,7,7
201010170den,6,Jets,0,7,3,14,2010,Broncos,0,10,7,3
201010170min,6,Cowboys,7,7,0,7,2010,Vikings,7,0,14,3
201010170was,6,Colts,7,10,7,3,2010,Redskins,7,0,10,7
201010180jax,6,Titans,7,10,3,10,2010,Jaguars,0,0,3,0
201010240mia,7,Steelers,0,17,3,3,2010,Dolphins,6,10,3,3
201010240rav,7,Bills,10,14,0,10,2010,Ravens,3,17,14,0
201010240oti,7,Eagles,0,13,3,3,2010,Titans,0,7,3,27
201010240nor,7,Browns,10,10,0,10,2010,Saints,0,3,0,14
201010240tam,7,Rams,0,17,0,0,2010,Buccaneers,3,3,6,6
201010240car,7,49ers,7,3,0,10,2010,Panthers,3,7,3,10
201010240kan,7,Jaguars,3,10,7,0,2010,Chiefs,7,7,14,14
201010240chi,7,Redskins,7,3,7,0,2010,Bears,7,7,0,0
201010240atl,7,Bengals,3,0,22,7,2010,Falcons,7,17,0,15
201010240sea,7,Cardinals,0,0,7,3,2010,Seahawks,3,7,9,3
201010240sdg,7,Patriots,7,6,7,3,2010,Chargers,3,0,0,17
201010240den,7,Raiders,24,14,21,0,2010,Broncos,0,7,7,0
201010240gnb,7,Vikings,7,10,7,0,2010,Packers,7,7,14,0
201010250dal,7,Giants,7,17,14,3,2010,Cowboys,10,10,0,15
201010310ram,8,Panthers,0,3,0,7,2010,Rams,0,10,0,10
201010310det,8,Redskins,0,13,0,12,2010,Lions,0,7,7,23
201010310nyj,8,Packers,3,0,0,6,2010,Jets,0,0,0,0
201010310dal,8,Jaguars,7,7,14,7,2010,Cowboys,3,0,0,14
201010310cin,8,Dolphins,3,9,3,7,2010,Bengals,7,7,0,0
201010310sfo,8,Broncos,0,0,7,9,2010,49ers,3,0,0,21
201010310kan,8,Bills,0,0,3,7,2010,Chiefs,0,7,0,3
201010310sdg,8,Titans,5,14,0,6,2010,Chargers,7,7,10,9
201010310nwe,8,Vikings,0,7,3,8,2010,Patriots,0,7,14,7
201010310crd,8,Buccaneers,7,17,7,7,2010,Cardinals,7,7,14,7
201010310rai,8,Seahawks,0,0,0,3,2010,Raiders,3,7,3,20
201010310nor,8,Steelers,0,3,0,7,2010,Saints,0,3,3,14
201011010clt,8,Texans,0,3,7,7,2010,Colts,7,10,10,3
201011070atl,9,Buccaneers,0,14,7,0,2010,Falcons,7,10,10,0
201011070htx,9,Chargers,14,0,7,8,2010,Texans,10,10,3,0
201011070rav,9,Dolphins,7,3,0,0,2010,Ravens,7,6,7,6
201011070buf,9,Bears,0,7,7,8,2010,Bills,0,7,6,6
201011070cle,9,Patriots,0,7,0,7,2010,Browns,10,7,7,10
201011070det,9,Jets,0,10,0,10,2010,Lions,7,0,6,7
201011070car,9,Saints,7,10,10,7,2010,Panthers,3,0,0,0
201011070min,9,Cardinals,0,14,7,3,2010,Vikings,0,10,0,14
201011070sea,9,Giants,21,14,6,0,2010,Seahawks,0,0,0,7
201011070rai,9,Chiefs,0,10,3,7,2010,Raiders,0,0,14,6
201011070phi,9,Colts,0,17,0,7,2010,Eagles,13,3,3,7
201011070gnb,9,Cowboys,0,7,0,0,2010,Packers,0,28,7,10
201011080cin,9,Steelers,10,10,0,7,2010,Bengals,0,7,0,14
201011110atl,10,Ravens,0,0,7,14,2010,Falcons,0,10,3,13
201011140chi,10,Vikings,3,7,3,0,2010,Bears,0,14,6,7
201011140buf,10,Lions,0,3,0,9,2010,Bills,0,7,7,0
201011140cle,10,Jets,3,14,0,3,2010,Browns,10,3,0,7
201011140clt,10,Bengals,0,10,0,7,2010,Colts,10,10,0,3
201011140tam,10,Panthers,3,7,6,0,2010,Buccaneers,7,14,0,10
201011140mia,10,Titans,10,0,7,0,2010,Dolphins,7,3,10,9
201011140jax,10,Texans,3,0,14,7,2010,Jaguars,3,14,0,14
201011140den,10,Chiefs,0,10,7,12,2010,Broncos,21,14,7,7
201011140nyg,10,Cowboys,6,13,14,0,2010,Giants,3,3,14,0
201011140crd,10,Seahawks,7,10,9,10,2010,Cardinals,7,3,0,8
201011140sfo,10,Rams,3,7,7,3,2010,49ers,7,3,0,10
201011140pit,10,Patriots,10,0,13,16,2010,Steelers,0,3,0,23
201011150was,10,Eagles,28,17,14,0,2010,Redskins,0,14,7,7
201011180mia,11,Bears,3,3,10,0,2010,Dolphins,0,0,0,0
201011210dal,11,Lions,0,10,9,0,2010,Cowboys,7,0,14,14
201011210cin,11,Bills,7,7,14,21,2010,Bengals,7,24,0,0
201011210pit,11,Raiders,3,0,0,0,2010,Steelers,0,21,0,14
201011210oti,11,Redskins,7,3,3,3,2010,Titans,7,3,3,3
201011210kan,11,Cardinals,3,0,3,7,2010,Chiefs,0,14,7,10
201011210jax,11,Browns,0,7,10,3,2010,Jaguars,3,7,0,14
201011210nyj,11,Texans,0,7,0,20,2010,Jets,3,10,7,10
201011210car,11,Ravens,10,7,3,17,2010,Panthers,0,3,3,7
201011210min,11,Packers,0,17,7,7,2010,Vikings,3,0,0,0
201011210nor,11,Seahawks,3,13,0,3,2010,Saints,7,20,7,0
201011210ram,11,Falcons,3,13,7,11,2010,Rams,7,3,7,0
201011210sfo,11,Buccaneers,0,7,7,7,2010,49ers,0,0,0,0
201011210nwe,11,Colts,0,14,0,14,2010,Patriots,7,14,7,3
201011210phi,11,Giants,0,3,7,7,2010,Eagles,7,6,3,11
201011220sdg,11,Broncos,7,0,0,7,2010,Chargers,7,14,7,7
201011250det,12,Patriots,3,7,14,21,2010,Lions,7,10,7,0
201011250dal,12,Saints,17,3,3,7,2010,Cowboys,0,6,14,7
201011250nyj,12,Bengals,0,7,0,3,2010,Jets,0,3,14,9
201011280htx,12,Titans,0,0,0,0,2010,Texans,0,14,3,3
201011280nyg,12,Jaguars,7,10,0,3,2010,Giants,3,3,3,15
201011280was,12,Vikings,7,0,10,0,2010,Redskins,7,0,0,6
201011280buf,12,Steelers,7,6,0,3,2010,Bills,0,0,7,9
201011280atl,12,Packers,3,0,7,7,2010,Falcons,3,7,0,10
201011280cle,12,Panthers,7,6,7,3,2010,Browns,14,7,0,3
201011280rai,12,Dolphins,10,3,10,10,2010,Raiders,7,7,0,3
201011280sea,12,Chiefs,7,14,0,21,2010,Seahawks,7,3,7,7
201011280chi,12,Eagles,3,10,0,13,2010,Bears,14,7,10,0
201011280rav,12,Buccaneers,0,3,0,7,2010,Ravens,0,17,0,0
201011280den,12,Rams,7,19,7,3,2010,Broncos,10,3,0,20
201011280clt,12,Chargers,10,6,10,10,2010,Colts,7,7,0,0
201011290crd,12,49ers,14,7,3,3,2010,Cardinals,3,3,0,0
201012020phi,13,Texans,3,7,14,0,2010,Eagles,7,13,0,14
201012050nyg,13,Redskins,0,0,7,0,2010,Giants,14,7,7,3
201012050gnb,13,49ers,3,10,3,0,2010,Packers,0,14,14,6
201012050mia,13,Browns,0,3,7,3,2010,Dolphins,0,3,0,7
201012050cin,13,Saints,3,10,7,14,2010,Bengals,0,6,6,18
201012050kan,13,Broncos,0,3,0,3,2010,Chiefs,7,3,0,0
201012050oti,13,Jaguars,7,10,0,0,2010,Titans,0,0,3,3
201012050det,13,Bears,7,7,3,7,2010,Lions,7,10,3,0
201012050min,13,Bills,7,0,0,7,2010,Vikings,7,24,0,7
201012050sdg,13,Raiders,14,7,0,7,2010,Chargers,0,3,3,7
201012050clt,13,Cowboys,10,7,10,8,2010,Colts,0,7,7,21
201012050crd,13,Rams,3,6,7,3,2010,Cardinals,6,0,0,0
201012050tam,13,Falcons,7,7,0,14,2010,Buccaneers,7,7,3,7
201012050sea,13,Panthers,7,7,0,0,2010,Seahawks,0,3,21,7
201012050rav,13,Steelers,0,0,3,10,2010,Ravens,7,0,3,0
201012060nwe,13,Jets,0,3,0,0,2010,Patriots,17,7,7,14
201012090oti,14,Colts,7,14,3,6,2010,Titans,0,7,7,14
201012120jax,14,Raiders,7,10,7,7,2010,Jaguars,0,7,21,10
201012120buf,14,Browns,3,3,0,0,2010,Bills,0,10,0,3
201012120pit,14,Bengals,7,0,0,0,2010,Steelers,0,10,3,10
201012120car,14,Falcons,14,3,7,7,2010,Panthers,0,0,7,3
201012120det,14,Packers,0,0,3,0,2010,Lions,0,0,0,7
201012120was,14,Buccaneers,0,3,6,8,2010,Redskins,0,10,0,6
201012120sfo,14,Seahawks,7,0,7,7,2010,49ers,10,20,10,0
201012120nor,14,Rams,0,6,0,7,2010,Saints,14,7,7,3
201012120crd,14,Broncos,3,0,0,10,2010,Cardinals,3,13,3,24
201012120nyj,14,Dolphins,10,0,0,0,2010,Jets,0,3,0,3
201012120sdg,14,Chiefs,0,0,0,0,2010,Chargers,7,14,0,10
201012120chi,14,Patriots,7,26,3,0,2010,Bears,0,0,7,0
201012120dal,14,Eagles,7,7,3,13,2010,Cowboys,7,3,10,7
201012130min,14,Giants,0,14,7,0,2010,Vikings,3,0,0,0
201012130htx,14,Ravens,7,14,7,0,2010,Texans,0,7,6,15
201012160sdg,15,49ers,0,0,0,7,2010,Chargers,7,10,7,10
201012190ram,15,Chiefs,0,14,3,10,2010,Rams,6,0,0,7
201012190mia,15,Bills,0,10,7,0,2010,Dolphins,0,7,0,7
201012190cin,15,Browns,7,0,0,10,2010,Bengals,0,10,6,3
201012190oti,15,Texans,0,3,7,7,2010,Titans,21,3,7,0
201012190clt,15,Jaguars,0,10,7,7,2010,Colts,7,7,10,10
201012190dal,15,Redskins,0,7,7,16,2010,Cowboys,10,10,10,3
201012190tam,15,Lions,7,3,7,3,2010,Buccaneers,0,14,0,6
201012190nyg,15,Eagles,0,3,7,28,2010,Giants,7,17,0,7
201012190rav,15,Saints,7,7,3,7,2010,Ravens,7,14,3,6
201012190car,15,Cardinals,0,3,0,9,2010,Panthers,6,7,6,0
201012190sea,15,Falcons,0,17,17,0,2010,Seahawks,7,3,0,8
201012190pit,15,Jets,7,3,7,5,2010,Steelers,0,10,7,0
201012190rai,15,Broncos,14,3,3,3,2010,Raiders,14,3,6,16
201012190nwe,15,Packers,3,14,7,3,2010,Patriots,7,7,7,10
201012200min,15,Bears,10,7,20,3,2010,Vikings,7,0,7,0
201012230pit,16,Panthers,0,0,0,3,2010,Steelers,3,17,7,0
201012250crd,16,Cowboys,0,10,10,6,2010,Cardinals,14,7,0,6
201012260ram,16,49ers,0,14,0,3,2010,Rams,9,3,3,10
201012260cle,16,Ravens,0,13,7,0,2010,Browns,7,3,0,0
201012260chi,16,Jets,0,24,7,3,2010,Bears,10,7,21,0
201012260buf,16,Patriots,7,17,7,3,2010,Bills,3,0,0,0
201012260kan,16,Titans,0,7,7,0,2010,Chiefs,14,17,3,0
201012260jax,16,Redskins,10,0,0,7,2010,Jaguars,0,7,3,7
201012260mia,16,Lions,3,7,7,17,2010,Dolphins,3,14,7,3
201012260rai,16,Colts,7,10,7,7,2010,Raiders,7,6,3,10
201012260cin,16,Chargers,0,3,7,10,2010,Bengals,7,6,0,21
201012260den,16,Texans,7,10,6,0,2010,Broncos,0,0,10,14
201012260gnb,16,Giants,0,14,3,0,2010,Packers,14,7,10,14
201012260tam,16,Seahawks,7,0,0,8,2010,Buccaneers,3,14,14,7
201012270atl,16,Saints,3,7,0,7,2010,Falcons,0,7,0,7
201012280phi,16,Vikings,0,7,10,7,2010,Eagles,7,0,0,7
201101020nor,17,Buccaneers,3,7,10,3,2010,Saints,7,0,3,3
201101020rav,17,Bengals,0,0,0,7,2010,Ravens,3,3,7,0
201101020cle,17,Steelers,14,17,7,3,2010,Browns,0,3,0,6
201101020nwe,17,Dolphins,0,0,0,7,2010,Patriots,14,10,14,0
201101020kan,17,Raiders,0,10,7,14,2010,Chiefs,3,0,7,0
201101020nyj,17,Bills,0,0,7,0,2010,Jets,3,14,7,14
201101020atl,17,Panthers,0,0,3,7,2010,Falcons,14,7,10,0
201101020det,17,Vikings,0,0,7,6,2010,Lions,0,10,3,7
201101020gnb,17,Bears,0,3,0,0,2010,Packers,0,0,3,7
201101020htx,17,Jaguars,0,17,0,0,2010,Texans,10,10,7,7
201101020den,17,Chargers,0,16,10,7,2010,Broncos,7,0,7,14
201101020phi,17,Cowboys,0,7,0,7,2010,Eagles,0,7,0,6
201101020sfo,17,Cardinals,0,7,0,0,2010,49ers,7,3,21,7
201101020clt,17,Titans,3,3,14,0,2010,Colts,3,10,7,3
201101020was,17,Giants,3,7,7,0,2010,Redskins,0,7,0,7
201101020sea,17,Rams,0,3,3,0,2010,Seahawks,7,0,3,6
201101080sea,100,Saints,10,10,0,16,2010,Seahawks,7,17,10,7
201101080clt,100,Jets,0,0,7,10,2010,Colts,0,7,3,6
201101090kan,100,Ravens,3,7,13,7,2010,Chiefs,7,0,0,0
201101090phi,100,Packers,7,7,7,0,2010,Eagles,0,3,7,6
201101150pit,200,Ravens,14,7,0,3,2010,Steelers,7,0,14,10
201101150atl,200,Packers,0,28,14,6,2010,Falcons,7,7,0,7
201101160chi,200,Seahawks,0,0,3,21,2010,Bears,14,7,7,7
201101160nwe,200,Jets,0,14,0,14,2010,Patriots,3,0,8,10
201101230chi,300,Packers,7,7,0,7,2010,Bears,0,0,0,14
201101230pit,300,Jets,0,3,7,9,2010,Steelers,7,17,0,0
201102060pit,400,Steelers,0,10,7,8,2010,Packers,14,7,0,10
201109080gnb,1,Saints,7,10,10,7,2011,Packers,21,7,7,7
201109110ram,1,Eagles,14,3,7,7,2011,Rams,7,3,3,0
201109110rav,1,Steelers,0,7,0,0,2011,Ravens,14,7,11,3
201109110htx,1,Colts,0,0,0,7,2011,Texans,17,17,0,0
201109110jax,1,Titans,0,0,7,7,2011,Jaguars,7,3,3,3
201109110chi,1,Falcons,3,0,3,6,2011,Bears,10,6,14,0
201109110cle,1,Bengals,10,3,0,14,2011,Browns,0,14,3,0
201109110kan,1,Bills,14,6,14,7,2011,Chiefs,0,7,0,0
201109110tam,1,Lions,6,14,7,0,2011,Buccaneers,10,3,0,7
201109110crd,1,Panthers,7,7,7,0,2011,Cardinals,7,0,7,14
201109110sdg,1,Vikings,7,10,0,0,2011,Chargers,7,0,7,10
201109110sfo,1,Seahawks,0,0,7,10,2011,49ers,0,16,0,17
201109110was,1,Giants,7,7,0,0,2011,Redskins,0,14,7,7
201109110nyj,1,Cowboys,7,3,7,7,2011,Jets,0,7,3,17
