,HQ1
358,0
359,3
360,7
361,3
362,7
363,7
364,0
365,0
366,0
367,10
368,0
369,0
370,0
371,7
372,3
373,6
374,7
375,0
376,21
377,9
378,7
379,0
380,7
381,3
382,7
383,7
384,0
385,6
386,0
387,0
388,3
389,0
390,0
391,0
392,7
393,7
394,0
395,14
396,3
397,7
398,3
399,0
400,7
401,7
402,3
403,3
404,3
405,7
406,7
407,0
408,3
409,0
410,7
411,7
412,3
413,0
414,3
415,0
416,3
417,0
418,0
419,3
420,0
421,3
422,0
423,10
424,0
425,0
426,7
427,0
428,7
429,3
430,0
431,3
432,0
433,0
434,14
435,7
436,3
437,3
438,3
439,0
440,14
441,7
442,0
443,3
444,7
445,7
446,7
447,7
448,0
449,7
450,10
451,0
452,0
453,3
454,14
455,0
456,14
457,2
458,3
459,10
460,0
461,7
462,0
463,0
464,0
465,0
466,7
467,14
468,17
469,7
470,3
471,7
472,7
473,10
474,0
475,13
476,0
477,3
478,7
479,0
480,0
481,0
482,7
483,0
484,3
485,0
486,14
487,7
488,7
489,3
490,10
491,10
492,0
493,9
494,0
495,0
496,0
497,3
498,0
499,7
500,7
501,10
502,3
503,0
504,3
505,3
506,0
507,3
508,6
509,6
510,3
511,0
512,0
513,10
514,7
515,0
516,10
517,0
518,3
519,3
520,3
521,0
522,7
523,0
524,7
525,7
526,6
527,3
528,7
529,0
530,7
531,7
532,7
533,7
534,3
535,0
536,0
537,0
538,0
539,3
540,0
541,7
542,0
543,0
544,0
545,3
546,14
547,3
548,7
549,0
550,0
551,0
552,10
553,3
554,0
555,7
556,10
557,7
558,7
559,0
560,7
561,7
562,13
563,3
564,10
565,0
566,7
567,3
568,3
569,0
570,13
571,7
572,0
573,7
574,21
575,7
576,14
577,0
578,7
579,0
580,10
581,0
582,6
583,3
584,0
585,0
586,7
587,7
588,3
589,10
590,0
591,7
592,7
593,3
594,7
595,0
596,0
597,0
598,3
599,0
600,0
601,7
602,7
603,7
604,6
605,7
606,7
607,3
608,0
609,7
610,0
611,7
612,7
613,3
614,0
615,0
616,3
617,3
618,7
619,14
620,0
621,3
622,0
623,7
624,7
625,0
626,14
627,10
628,0
629,17
630,0
631,0
632,10
633,3
634,0
635,14
636,3
637,0
638,7
639,0
640,0
641,3
642,0
643,0
644,7
645,0
646,7
647,0
648,0
649,3
650,7
651,3
652,0
653,7
654,7
655,3
656,0
657,3
658,3
659,0
660,7
661,0
662,14
663,7
664,0
665,0
666,7
667,7
668,7
669,3
670,0
671,7
672,0
673,7
674,0
675,0
676,3
677,7
678,0
679,14
680,3
681,3
682,10
683,10
684,0
685,7
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,3
695,0
696,7
697,14
698,6
699,3
700,3
701,3
702,3
703,7
704,10
705,0
706,7
707,0
708,0
709,3
710,14
711,0
712,0
713,9
714,17
715,6
716,0
717,7
718,7
719,6
720,7
721,7
722,0
723,0
724,0
725,7
726,7
727,0
728,3
729,7
730,13
731,7
732,10
733,14
734,10
735,0
736,0
737,14
738,0
739,21
740,3
741,0
742,0
743,0
744,0
745,7
746,0
747,0
748,0
749,7
750,7
751,3
752,0
753,3
754,3
755,14
756,7
757,0
758,0
759,0
760,7
761,3
762,3
763,6
764,0
765,0
766,14
767,0
768,0
769,0
770,0
771,3
772,0
773,0
774,7
775,0
776,0
777,7
778,14
779,10
780,7
781,3
782,7
783,14
784,3
785,3
786,14
787,0
788,0
789,7
790,6
791,7
792,7
793,0
794,0
795,3
796,0
797,7
798,10
799,6
800,0
801,7
802,3
803,10
804,14
805,7
806,7
807,3
808,3
809,0
810,0
811,0
812,0
813,3
814,10
815,7
816,7
817,0
818,0
819,3
820,0
821,10
822,10
823,0
824,3
825,7
826,7
827,0
828,3
829,0
830,21
831,3
832,0
833,14
834,14
835,7
836,3
837,7
838,0
839,7
840,3
841,7
842,7
843,0
844,0
845,7
846,0
847,3
848,7
849,7
850,7
851,3
852,0
853,6
854,7
855,3
856,10
857,0
858,14
859,0
860,0
861,7
862,14
863,7
864,3
865,14
866,3
867,0
868,0
869,0
870,7
871,7
872,3
873,7
874,0
875,14
876,0
877,14
878,0
879,7
880,0
881,14
882,7
883,0
884,3
885,7
886,0
887,3
888,0
889,0
890,7
891,7
892,0
893,3
894,0
895,0
896,7
897,7
898,3
899,7
900,3
901,7
902,0
903,10
904,7
905,7
906,3
907,0
908,7
909,3
910,0
911,0
912,14
913,7
914,7
915,14
916,0
917,3
918,10
919,7
920,14
921,3
922,7
923,0
924,14
925,7
926,7
927,14
928,0
929,2
930,7
931,3
932,0
933,10
934,0
935,0
936,0
937,0
938,10
939,10
940,7
941,0
942,14
943,3
944,7
945,7
946,10
947,3
948,0
949,3
950,0
951,10
952,7
953,3
954,7
955,0
956,7
957,14
958,21
959,7
960,0
961,10
962,0
963,0
964,0
965,7
966,10
967,0
968,3
969,0
970,7
971,0
972,0
973,5
974,7
975,0
976,7
977,0
978,0
979,7
980,0
981,7
982,7
983,0
984,10
985,7
986,0
987,14
988,0
989,7
990,3
991,0
992,7
993,14
994,14
995,7
996,7
997,14
998,7
999,3
1000,3
1001,3
1002,10
1003,10
1004,3
1005,7
1006,0
1007,10
1008,7
1009,0
1010,7
1011,7
1012,10
1013,7
1014,0
1015,0
1016,10
1017,7
1018,0
1019,0
1020,14
1021,0
1022,14
1023,7
1024,7
1025,14
1026,0
1027,0
1028,0
1029,7
1030,3
1031,3
1032,14
1033,3
1034,3
1035,0
1036,3
1037,0
1038,7
1039,7
1040,7
1041,7
1042,6
1043,0
1044,14
1045,3
1046,7
1047,3
1048,0
1049,7
1050,0
1051,0
1052,3
1053,0
1054,7
1055,7
1056,0
1057,3
1058,7
1059,0
1060,7
1061,14
1062,0
1063,0
1064,0
1065,14
1066,3
1067,0
1068,3
1069,7
1070,0
1071,7
1072,3
1073,10
1074,7
1075,0
1076,0
1077,0
1078,0
1079,0
1080,7
1081,0
1082,0
1083,7
1084,0
1085,7
1086,7
1087,0
1088,0
1089,7
1090,0
1091,3
1092,7
1093,21
1094,17
1095,3
1096,0
1097,0
1098,7
1099,10
1100,3
1101,0
1102,3
1103,0
1104,0
1105,7
1106,7
1107,7
1108,0
1109,0
1110,0
1111,3
1112,7
1113,14
1114,0
1115,7
1116,0
1117,0
1118,0
1119,14
1120,0
1121,6
1122,7
1123,0
1124,0
1125,3
1126,7
1127,10
1128,7
1129,0
1130,0
1131,7
1132,7
1133,0
1134,0
1135,10
1136,7
1137,3
1138,0
1139,7
1140,0
1141,3
1142,14
1143,0
1144,10
1145,6
1146,7
1147,7
1148,7
1149,3
1150,3
1151,6
1152,7
1153,7
1154,7
1155,0
1156,7
1157,10
1158,0
1159,7
1160,3
1161,0
1162,14
1163,7
1164,21
1165,14
1166,7
1167,7
1168,7
1169,3
1170,7
1171,14
1172,9
1173,0
1174,0
1175,14
1176,14
1177,14
1178,0
1179,7
1180,3
1181,7
1182,7
1183,14
1184,0
1185,0
1186,3
1187,7
1188,7
1189,10
1190,0
1191,7
1192,0
1193,10
1194,3
1195,0
1196,7
1197,7
1198,3
1199,0
1200,0
1201,0
1202,0
1203,7
1204,0
1205,14
1206,0
1207,10
1208,0
1209,7
1210,0
1211,10
1212,6
1213,7
1214,7
1215,3
1216,3
1217,14
1218,3
1219,7
1220,3
1221,7
1222,0
1223,0
1224,0
1225,0
1226,0
1227,7
1228,7
1229,3
1230,3
1231,17
1232,0
1233,7
1234,3
1235,21
1236,0
1237,7
1238,6
1239,7
1240,7
1241,7
1242,7
1243,14
1244,10
1245,10
1246,0
1247,7
1248,3
1249,7
1250,0
1251,10
1252,0
1253,3
1254,0
1255,0
1256,0
1257,14
1258,7
1259,7
1260,14
1261,7
1262,7
1263,14
1264,3
1265,0
1266,0
1267,0
1268,3
1269,7
1270,10
1271,7
1272,0
1273,14
1274,3
1275,7
1276,0
1277,7
1278,10
1279,0
1280,7
1281,5
1282,0
1283,3
1284,7
1285,0
1286,0
1287,7
1288,0
1289,0
1290,7
1291,7
1292,3
1293,7
1294,0
1295,0
1296,7
1297,7
1298,7
1299,7
1300,7
1301,0
1302,3
1303,7
1304,3
1305,3
1306,7
1307,0
1308,3
1309,0
1310,14
1311,3
1312,10
1313,14
1314,7
1315,0
1316,7
1317,3
1318,0
1319,10
1320,14
1321,6
1322,7
1323,7
1324,0
1325,7
1326,6
1327,3
1328,3
1329,0
1330,7
1331,7
1332,7
1333,0
1334,14
1335,0
1336,7
1337,0
1338,10
1339,0
1340,14
1341,14
1342,7
1343,3
1344,0
1345,7
1346,3
1347,7
1348,0
1349,0
1350,0
1351,7
1352,17
1353,6
1354,0
1355,14
1356,3
1357,0
1358,0
1359,0
1360,7
1361,7
1362,10
1363,7
1364,17
1365,3
1366,0
1367,3
1368,3
1369,7
1370,0
1371,17
1372,0
1373,3
1374,10
1375,10
1376,7
1377,0
1378,7
1379,14
1380,0
1381,14
1382,10
1383,7
1384,3
1385,0
1386,0
1387,0
1388,7
1389,17
1390,0
1391,10
1392,0
1393,3
1394,10
1395,10
1396,0
1397,0
1398,0
1399,0
1400,0
1401,7
1402,7
1403,7
1404,0
1405,14
1406,0
1407,0
1408,0
1409,0
1410,3
1411,0
1412,14
1413,0
1414,3
1415,0
1416,0
1417,7
1418,0
1419,7
1420,10
1421,7
1422,7
1423,10
1424,14
1425,0
1426,7
1427,3
1428,6
1429,7
1430,3
1431,0
1432,14
1433,0
1434,7
1435,0
1436,0
1437,0
1438,0
1439,3
1440,0
1441,7
1442,3
1443,3
1444,3
1445,0
1446,3
1447,0
1448,7
1449,0
1450,0
1451,7
1452,0
1453,9
1454,0
1455,0
1456,7
1457,0
1458,0
1459,7
1460,0
1461,0
1462,7
1463,7
1464,10
1465,0
1466,7
1467,3
1468,7
1469,0
1470,9
1471,0
1472,0
1473,3
1474,10
1475,7
1476,14
1477,7
1478,7
1479,0
1480,7
1481,7
1482,0
1483,3
1484,3
1485,3
1486,7
1487,3
1488,3
1489,0
1490,0
1491,10
1492,7
1493,3
1494,10
1495,14
1496,7
1497,3
1498,0
1499,0
1500,0
1501,7
1502,0
1503,0
1504,0
1505,0
1506,0
1507,7
1508,0
1509,3
1510,0
1511,0
1512,3
1513,7
1514,0
1515,0
1516,7
1517,0
1518,7
1519,0
1520,7
1521,7
1522,3
1523,0
1524,7
1525,3
1526,7
1527,7
1528,0
1529,7
1530,0
1531,3
1532,0
1533,0
1534,0
1535,7
1536,7
1537,3
1538,0
1539,0
1540,7
1541,0
1542,14
1543,7
1544,7
1545,3
1546,10
1547,0
1548,0
1549,3
1550,0
1551,14
1552,0
1553,6
1554,10
1555,7
1556,0
1557,7
1558,7
1559,0
1560,7
1561,3
1562,3
1563,7
1564,7
1565,14
1566,7
1567,0
1568,6
1569,3
1570,17
1571,0
1572,0
1573,10
1574,7
1575,0
1576,0
1577,0
1578,10
1579,0
1580,0
1581,0
1582,0
1583,0
1584,10
1585,0
1586,0
1587,3
1588,0
1589,7
1590,7
1591,3
1592,3
1593,0
1594,0
1595,3
1596,0
1597,0
1598,21
1599,0
1600,3
1601,0
1602,13
1603,7
1604,9
1605,3
1606,10
1607,14
1608,14
1609,0
1610,7
1611,3
1612,14
1613,0
1614,3
1615,0
1616,10
1617,0
1618,0
1619,7
1620,14
1621,7
1622,3
1623,7
1624,0
1625,3
1626,0
1627,0
1628,7
1629,21
1630,0
1631,14
1632,10
1633,7
1634,0
1635,0
1636,0
1637,7
1638,6
1639,3
1640,13
1641,7
1642,7
1643,6
1644,7
1645,0
1646,3
1647,7
1648,0
1649,7
1650,0
1651,3
1652,6
1653,3
1654,7
1655,14
1656,14
1657,10
1658,0
1659,0
1660,0
1661,0
1662,7
1663,0
1664,10
1665,7
1666,10
1667,0
1668,14
1669,7
1670,3
1671,7
1672,14
1673,14
1674,7
1675,3
1676,0
1677,0
1678,14
1679,0
1680,7
1681,0
1682,7
1683,14
1684,7
1685,0
1686,10
1687,7
1688,0
1689,7
1690,24
1691,0
1692,7
1693,0
1694,14
1695,0
1696,7
1697,3
1698,14
1699,0
1700,0
1701,7
1702,14
1703,3
1704,3
1705,0
1706,5
1707,14
1708,10
1709,0
1710,0
1711,3
1712,0
1713,10
1714,0
1715,10
1716,0
1717,3
1718,12
1719,0
1720,0
1721,21
1722,0
1723,0
1724,7
1725,14
1726,0
1727,7
1728,7
1729,0
1730,7
1731,3
1732,7
1733,0
1734,0
1735,0
1736,7
1737,0
1738,0
1739,3
1740,0
1741,3
1742,0
1743,0
1744,0
1745,3
1746,10
1747,7
1748,3
1749,0
1750,7
1751,7
1752,3
1753,0
1754,0
1755,7
1756,3
1757,0
1758,0
1759,0
1760,7
1761,3
1762,0
1763,3
1764,0
1765,3
1766,0
1767,7
1768,14
1769,0
1770,0
1771,0
1772,0
1773,7
1774,7
1775,7
1776,3
1777,0
1778,7
1779,0
1780,0
1781,0
1782,3
1783,3
1784,0
1785,7
1786,3
1787,14
1788,14
1789,3
1790,7
1791,14
1792,7
1793,0
1794,7
1795,0
1796,0
1797,0
1798,7
1799,17
1800,3
1801,7
1802,0
1803,7
1804,7
1805,0
1806,0
1807,7
1808,7
1809,3
1810,3
1811,3
1812,0
1813,10
1814,0
1815,3
1816,0
1817,7
1818,14
1819,0
1820,7
1821,3
1822,0
1823,0
1824,0
1825,0
1826,7
1827,7
1828,0
1829,0
1830,3
1831,7
1832,0
1833,7
1834,0
1835,7
1836,10
1837,0
1838,3
1839,3
1840,3
1841,0
1842,6
1843,3
1844,7
1845,0
1846,0
1847,3
1848,7
1849,0
1850,3
1851,3
1852,14
1853,7
1854,7
1855,7
1856,0
1857,7
1858,10
1859,0
1860,0
1861,7
1862,0
1863,0
1864,0
1865,0
1866,3
1867,9
1868,7
1869,7
1870,14
1871,3
1872,3
1873,6
1874,7
1875,0
1876,0
1877,3
1878,0
1879,3
1880,0
1881,7
1882,7
1883,14
1884,0
1885,3
1886,0
1887,7
1888,3
1889,21
1890,3
1891,0
1892,7
1893,7
1894,3
1895,7
1896,0
1897,0
1898,7
1899,3
1900,0
1901,14
1902,0
1903,0
1904,10
1905,3
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,10
1913,0
1914,0
1915,0
1916,7
1917,0
1918,0
1919,0
1920,10
1921,3
1922,3
1923,7
1924,7
1925,0
1926,0
1927,7
1928,7
1929,10
1930,7
1931,3
1932,7
1933,3
1934,0
1935,0
1936,14
1937,0
1938,14
1939,0
1940,0
1941,10
1942,3
1943,7
1944,0
1945,7
1946,10
1947,6
1948,7
1949,3
1950,0
1951,3
1952,7
1953,7
1954,7
1955,0
1956,14
1957,3
1958,3
1959,7
1960,0
1961,7
1962,0
1963,3
1964,0
1965,14
1966,0
1967,7
1968,7
1969,0
1970,7
1971,7
1972,3
1973,17
1974,7
1975,10
1976,10
1977,7
1978,0
1979,0
1980,3
1981,7
1982,14
1983,3
1984,7
1985,7
1986,3
1987,3
1988,0
1989,0
1990,0
1991,0
1992,3
1993,3
1994,7
1995,16
1996,10
1997,0
1998,7
1999,7
2000,0
2001,0
2002,7
2003,10
2004,0
2005,0
2006,9
2007,10
2008,0
2009,3
2010,7
2011,7
2012,14
2013,6
2014,7
2015,10
2016,7
2017,16
2018,7
2019,10
2020,7
2021,0
2022,3
2023,10
2024,7
2025,0
2026,3
2027,14
2028,0
2029,13
2030,14
2031,3
2032,3
2033,10
2034,7
2035,14
2036,3
2037,3
2038,7
2039,7
2040,14
2041,7
2042,7
2043,0
2044,7
2045,0
2046,7
2047,24
2048,3
2049,7
2050,0
2051,7
2052,10
2053,7
2054,0
2055,10
2056,7
2057,14
2058,0
2059,0
2060,7
2061,7
2062,0
2063,0
2064,7
2065,0
2066,7
2067,3
2068,0
2069,7
2070,0
2071,14
2072,0
2073,0
2074,17
2075,0
2076,0
2077,7
2078,0
2079,9
2080,0
2081,14
2082,14
2083,14
2084,3
2085,3
2086,7
2087,0
2088,0
2089,7
2090,0
2091,0
2092,10
2093,7
2094,10
2095,7
2096,0
2097,14
2098,7
2099,7
2100,3
2101,0
2102,0
2103,7
2104,7
2105,3
2106,0
2107,10
2108,0
2109,7
2110,7
2111,7
2112,0
2113,14
2114,7
2115,7
2116,0
2117,0
2118,0
2119,0
2120,10
2121,14
2122,0
2123,0
2124,7
2125,7
2126,7
2127,21
2128,3
2129,7
2130,0
2131,0
2132,7
2133,3
2134,0
2135,0
2136,0
2137,0
2138,0
2139,3
2140,0
2141,0
2142,0
2143,6
2144,7
2145,14
2146,7
2147,0
2148,14
2149,0
2150,14
2151,7
2152,0
2153,7
2154,0
2155,0
2156,14
2157,6
2158,0
2159,14
2160,7
2161,17
2162,0
2163,7
2164,0
2165,3
2166,10
2167,6
2168,7
2169,0
2170,0
2171,0
2172,0
2173,10
2174,7
2175,5
2176,7
2177,7
2178,7
2179,3
2180,0
2181,3
2182,0
2183,0
2184,14
2185,3
2186,7
2187,14
2188,0
2189,14
2190,10
2191,7
2192,14
2193,10
2194,3
2195,17
2196,6
2197,14
2198,0
2199,7
2200,7
2201,2
2202,7
2203,7
2204,6
2205,0
2206,10
2207,3
2208,0
2209,21
2210,3
2211,3
2212,7
2213,14
2214,0
2215,3
2216,14
2217,3
2218,3
2219,0
2220,7
2221,6
2222,2
2223,7
2224,0
2225,0
2226,7
2227,0
2228,7
2229,7
2230,3
2231,7
2232,0
2233,0
2234,7
2235,3
2236,7
2237,10
2238,3
2239,7
2240,7
2241,7
2242,14
2243,7
2244,7
2245,0
2246,14
2247,7
2248,7
2249,6
2250,7
2251,7
2252,7
2253,7
2254,0
2255,17
2256,7
2257,7
2258,7
2259,0
2260,7
2261,0
2262,7
2263,3
2264,3
2265,7
2266,13
2267,7
2268,3
2269,7
2270,3
2271,3
2272,0
2273,0
2274,7
2275,0
2276,0
2277,0
2278,7
2279,0
2280,0
2281,7
2282,0
2283,0
2284,0
2285,7
2286,0
2287,0
2288,17
2289,7
2290,0
2291,10
2292,3
2293,3
2294,0
2295,14
2296,3
2297,14
2298,14
2299,6
2300,0
2301,0
2302,3
2303,0
2304,0
2305,0
2306,7
2307,7
2308,3
2309,7
2310,0
2311,10
2312,10
2313,10
2314,7
2315,7
2316,0
2317,3
2318,0
2319,0
2320,3
2321,7
2322,7
2323,7
2324,14
2325,0
2326,14
2327,3
2328,7
2329,7
2330,7
2331,7
2332,14
2333,14
2334,7
2335,10
2336,7
2337,0
2338,0
2339,7
2340,10
2341,0
2342,0
2343,10
2344,7
2345,7
2346,7
2347,0
2348,14
2349,0
2350,7
2351,0
2352,0
2353,13
2354,10
2355,0
2356,7
2357,0
2358,3
2359,0
2360,14
2361,10
2362,0
2363,3
2364,0
2365,0
2366,3
2367,0
2368,0
2369,0
2370,0
2371,3
2372,7
2373,3
2374,0
2375,10
2376,7
2377,0
2378,3
2379,0
2380,7
2381,7
2382,3
2383,7
2384,7
2385,6
2386,0
2387,0
2388,0
2389,10
2390,0
2391,0
2392,3
2393,14
2394,0
2395,7
2396,0
2397,0
2398,3
2399,0
2400,0
2401,0
2402,7
2403,3
2404,14
2405,0
2406,7
2407,3
2408,3
2409,14
2410,3
2411,7
2412,10
2413,17
2414,7
2415,10
2416,0
2417,7
2418,7
2419,0
2420,0
2421,14
2422,7
2423,3
2424,10
2425,7
2426,14
2427,7
2428,0
2429,10
2430,0
2431,0
2432,0
2433,3
2434,0
2435,3
2436,0
2437,3
2438,7
2439,3
2440,7
2441,0
2442,10
2443,3
2444,0
2445,0
2446,0
2447,14
2448,7
2449,0
2450,0
2451,0
2452,7
2453,14
2454,6
2455,0
2456,0
2457,7
2458,7
2459,3
2460,0
2461,6
2462,10
2463,7
2464,0
2465,0
2466,14
2467,14
2468,6
2469,0
2470,14
2471,7
2472,0
2473,3
2474,10
2475,0
2476,10
2477,3
2478,0
2479,0
2480,3
2481,7
2482,0
2483,0
2484,0
2485,0
2486,14
2487,14
2488,0
2489,0
2490,6
2491,0
2492,3
2493,7
2494,7
2495,0
2496,3
2497,13
2498,3
2499,7
2500,3
2501,7
2502,7
2503,7
2504,14
2505,10
2506,14
2507,7
2508,7
2509,7
2510,0
2511,0
2512,3
2513,0
2514,0
2515,3
2516,0
2517,0
2518,10
2519,3
2520,7
2521,14
2522,7
2523,6
2524,3
2525,10
2526,7
2527,0
2528,0
2529,7
2530,0
2531,3
2532,7
2533,7
2534,6
2535,10
2536,6
2537,3
2538,3
2539,0
2540,0
2541,3
2542,0
2543,14
2544,0
2545,0
2546,7
2547,7
2548,3
2549,3
2550,0
2551,3
2552,14
2553,0
2554,7
2555,10
2556,0
2557,3
2558,7
2559,0
2560,3
2561,7
2562,3
2563,3
2564,0
2565,10
2566,3
2567,0
2568,0
2569,10
2570,0
2571,10
2572,7
2573,3
2574,7
2575,0
2576,7
2577,7
2578,3
2579,3
2580,0
2581,0
2582,17
2583,3
2584,0
2585,6
2586,0
2587,14
2588,0
2589,0
2590,14
2591,3
2592,3
2593,3
2594,10
2595,3
2596,0
2597,0
2598,3
2599,7
2600,3
2601,0
2602,7
2603,7
2604,6
2605,14
2606,14
2607,7
2608,0
2609,0
2610,0
2611,3
2612,10
2613,7
2614,7
2615,0
2616,6
2617,14
2618,0
2619,14
2620,0
2621,3
2622,0
2623,10
2624,6
2625,0
2626,3
2627,0
2628,3
2629,7
2630,7
2631,7
2632,3
2633,3
2634,7
2635,7
2636,0
2637,0
2638,7
2639,10
2640,0
2641,0
2642,7
2643,7
2644,0
2645,0
2646,17
2647,21
2648,3
2649,7
2650,0
2651,0
2652,7
2653,10
2654,7
2655,3
2656,3
2657,3
2658,6
2659,10
2660,0
2661,10
2662,0
2663,7
2664,0
2665,3
2666,0
2667,3
2668,3
2669,7
2670,0
2671,13
2672,3
2673,7
2674,0
2675,7
2676,0
2677,0
2678,7
2679,0
2680,7
2681,6
2682,7
2683,0
2684,7
2685,0
2686,7
2687,0
2688,0
2689,7
2690,0
2691,3
2692,14
2693,0
2694,7
2695,14
2696,0
2697,10
2698,0
2699,0
2700,0
2701,0
2702,7
2703,7
2704,0
2705,3
2706,7
2707,0
2708,0
2709,0
2710,7
2711,7
2712,0
2713,7
2714,3
2715,7
2716,3
2717,10
2718,0
2719,7
2720,0
2721,3
2722,0
2723,7
2724,3
2725,0
2726,12
2727,3
2728,7
2729,3
2730,10
2731,7
2732,0
2733,7
2734,14
2735,10
2736,0
2737,7
2738,0
2739,0
2740,0
2741,7
2742,7
2743,0
2744,6
2745,3
2746,0
2747,0
2748,3
2749,3
2750,7
2751,7
2752,7
2753,3
2754,3
2755,0
2756,7
2757,10
2758,0
2759,0
2760,0
2761,3
2762,7
2763,3
2764,0
2765,7
2766,0
2767,7
2768,3
2769,0
2770,7
2771,7
2772,10
2773,7
2774,0
2775,10
2776,7
2777,3
2778,0
2779,0
2780,0
2781,13
2782,0
2783,0
2784,0
2785,0
2786,0
2787,10
2788,10
2789,7
2790,7
2791,3
2792,21
2793,3
2794,7
2795,7
2796,0
2797,0
2798,0
2799,7
2800,7
2801,0
2802,7
2803,0
2804,3
2805,3
2806,0
2807,3
2808,7
2809,7
2810,0
2811,7
2812,7
2813,7
2814,7
2815,0
2816,0
2817,0
2818,3
2819,7
2820,0
2821,3
2822,14
2823,7
2824,7
2825,14
2826,0
2827,10
2828,7
2829,3
2830,7
2831,14
2832,0
2833,0
2834,0
2835,7
2836,0
2837,7
2838,7
2839,0
2840,0
2841,6
2842,7
2843,0
2844,7
2845,17
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,10
2854,14
2855,3
2856,0
2857,7
2858,0
2859,7
2860,3
2861,0
2862,7
2863,6
2864,0
2865,0
2866,21
2867,7
2868,10
2869,0
2870,7
2871,7
2872,6
2873,7
2874,0
2875,14
2876,7
2877,7
2878,3
2879,14
2880,9
2881,7
2882,10
2883,3
2884,14
2885,0
2886,3
2887,7
2888,7
2889,0
2890,14
2891,3
2892,0
2893,7
2894,7
2895,3
2896,0
2897,14
2898,3
2899,3
2900,14
2901,0
2902,0
2903,10
2904,7
2905,0
2906,7
2907,3
2908,0
2909,7
2910,7
2911,0
2912,7
2913,0
2914,7
2915,7
2916,14
2917,3
2918,0
2919,7
2920,14
2921,21
2922,7
2923,14
2924,17
2925,7
2926,10
2927,0
2928,0
2929,10
2930,7
2931,7
2932,0
2933,0
2934,0
2935,7
2936,3
2937,0
2938,9
2939,7
2940,3
2941,7
2942,10
2943,3
2944,0
2945,0
2946,7
2947,0
2948,7
2949,7
2950,3
2951,7
2952,7
2953,0
2954,0
2955,3
2956,2
2957,0
2958,0
2959,0
2960,6
2961,7
2962,0
2963,0
2964,3
2965,0
2966,3
2967,0
2968,3
2969,0
2970,3
2971,7
2972,7
2973,3
2974,7
2975,0
2976,3
2977,10
2978,3
2979,0
2980,14
2981,3
2982,7
2983,17
2984,0
2985,7
2986,7
2987,7
2988,7
2989,7
2990,6
2991,7
2992,28
2993,7
2994,7
2995,7
2996,7
