,Year,Clump,Estimator,params,accuracy
434,2008,14,BaggingClassifier,NA,0.746268656716418
435,2009,0,BaggingClassifier,NA,0.5238095238095238
436,2009,1,BaggingClassifier,NA,0.7142857142857143
437,2009,2,BaggingClassifier,NA,0.6825396825396826
438,2009,3,BaggingClassifier,NA,0.6507936507936508
439,2009,4,BaggingClassifier,NA,0.6031746031746031
440,2009,5,BaggingClassifier,NA,0.746031746031746
441,2009,6,BaggingClassifier,NA,0.7142857142857143
442,2009,7,BaggingClassifier,NA,0.6984126984126984
443,2009,8,BaggingClassifier,NA,0.5873015873015873
444,2009,9,BaggingClassifier,NA,0.7619047619047619
445,2009,10,BaggingClassifier,NA,0.6190476190476191
446,2009,11,BaggingClassifier,NA,0.6031746031746031
447,2009,12,BaggingClassifier,NA,0.6984126984126984
448,2009,13,BaggingClassifier,NA,0.746031746031746
449,2009,14,BaggingClassifier,NA,0.6984126984126984
450,2010,0,BaggingClassifier,NA,0.7313432835820896
451,2010,1,BaggingClassifier,NA,0.7313432835820896
452,2010,2,BaggingClassifier,NA,0.6417910447761194
453,2010,3,BaggingClassifier,NA,0.6716417910447762
454,2010,4,BaggingClassifier,NA,0.7014925373134329
455,2010,5,BaggingClassifier,NA,0.6567164179104478
456,2010,6,BaggingClassifier,NA,0.6119402985074627
457,2010,7,BaggingClassifier,NA,0.7164179104477612
458,2010,8,BaggingClassifier,NA,0.6865671641791045
459,2010,9,BaggingClassifier,NA,0.6865671641791045
460,2010,10,BaggingClassifier,NA,0.746268656716418
461,2010,11,BaggingClassifier,NA,0.6865671641791045
462,2010,12,BaggingClassifier,NA,0.6865671641791045
463,2010,13,BaggingClassifier,NA,0.6865671641791045
464,2010,14,BaggingClassifier,NA,0.7164179104477612
465,2011,0,BaggingClassifier,NA,0.5522388059701493
466,2011,1,BaggingClassifier,NA,0.5074626865671642
467,2011,2,BaggingClassifier,NA,0.5522388059701493
468,2011,3,BaggingClassifier,NA,0.5671641791044776
469,2011,4,BaggingClassifier,NA,0.6567164179104478
470,2011,5,BaggingClassifier,NA,0.6119402985074627
471,2011,6,BaggingClassifier,NA,0.5671641791044776
472,2011,7,BaggingClassifier,NA,0.6268656716417911
473,2011,8,BaggingClassifier,NA,0.5970149253731343
474,2011,9,BaggingClassifier,NA,0.5373134328358209
475,2011,10,BaggingClassifier,NA,0.7014925373134329
476,2011,11,BaggingClassifier,NA,0.6865671641791045
477,2011,12,BaggingClassifier,NA,0.6119402985074627
478,2011,13,BaggingClassifier,NA,0.6417910447761194
479,2011,14,BaggingClassifier,NA,0.6417910447761194
480,2012,0,BaggingClassifier,NA,0.5211267605633803
481,2012,1,BaggingClassifier,NA,0.6619718309859155
482,2012,2,BaggingClassifier,NA,0.647887323943662
483,2012,3,BaggingClassifier,NA,0.6901408450704225
484,2012,4,BaggingClassifier,NA,0.647887323943662
