,HQ3
2990,7
2991,0
2992,3
2993,10
2994,14
2995,0
2996,0
2997,14
2998,0
2999,7
3000,10
3001,0
3002,0
3003,3
3004,3
3005,10
3006,6
3007,0
3008,3
3009,10
3010,3
3011,0
3012,7
3013,7
3014,0
3015,0
3016,10
3017,14
3018,7
3019,3
3020,0
3021,0
3022,14
3023,3
3024,7
3025,14
3026,0
3027,0
3028,7
3029,7
3030,7
3031,0
3032,3
3033,0
3034,3
3035,3
3036,0
3037,0
3038,7
3039,0
3040,3
3041,3
3042,0
3043,7
3044,7
3045,0
3046,3
3047,3
3048,7
3049,0
3050,14
3051,14
3052,0
3053,6
3054,7
3055,0
3056,0
3057,7
3058,7
3059,3
3060,3
3061,3
3062,3
3063,3
3064,17
3065,0
3066,14
3067,7
3068,0
3069,0
3070,7
3071,10
3072,14
3073,3
3074,0
3075,14
3076,0
3077,10
3078,14
3079,0
3080,17
3081,0
3082,0
3083,0
3084,0
3085,0
3086,7
3087,10
3088,0
3089,0
3090,3
3091,6
3092,3
3093,0
3094,3
3095,0
3096,14
3097,7
3098,0
3099,7
3100,0
3101,14
3102,21
3103,0
3104,0
3105,0
3106,7
3107,3
3108,10
3109,7
3110,3
3111,0
3112,0
3113,0
3114,7
3115,3
3116,7
3117,7
3118,3
3119,0
3120,0
3121,7
3122,0
3123,0
3124,7
3125,14
3126,12
3127,3
3128,10
3129,14
3130,15
3131,0
3132,0
3133,0
3134,3
3135,14
3136,0
3137,6
3138,0
3139,0
3140,0
3141,10
3142,0
3143,14
3144,7
3145,3
3146,3
3147,17
3148,6
3149,3
3150,3
3151,0
3152,3
3153,3
3154,21
3155,10
3156,7
3157,0
3158,0
3159,14
3160,10
3161,3
3162,3
3163,14
3164,3
3165,7
3166,0
3167,14
3168,6
3169,0
3170,6
3171,7
3172,3
3173,7
3174,3
3175,0
3176,0
3177,7
3178,14
3179,10
3180,0
3181,3
3182,7
3183,0
3184,3
3185,3
3186,7
3187,7
3188,7
3189,10
3190,3
3191,0
3192,14
3193,3
3194,7
3195,3
3196,3
3197,7
3198,3
3199,0
3200,0
3201,7
3202,17
3203,0
3204,0
3205,14
3206,7
3207,14
3208,3
3209,3
3210,10
3211,7
3212,3
3213,7
3214,7
3215,7
3216,7
3217,7
3218,3
3219,7
3220,7
3221,7
3222,14
3223,0
3224,7
3225,14
3226,0
3227,0
3228,0
3229,0
3230,3
3231,0
3232,0
3233,7
3234,7
3235,0
3236,14
3237,3
3238,7
3239,7
3240,0
3241,0
3242,14
3243,7
3244,7
3245,21
3246,3
3247,0
3248,7
3249,6
3250,3
3251,0
3252,7
3253,0
3254,0
3255,16
3256,0
3257,3
3258,7
3259,0
3260,10
3261,7
3262,14
3263,7
3264,7
3265,0
3266,7
3267,14
3268,6
3269,7
3270,7
3271,6
3272,6
3273,0
3274,3
3275,0
3276,7
3277,7
3278,0
3279,7
3280,0
3281,0
3282,7
3283,3
3284,14
3285,0
3286,0
3287,7
3288,7
3289,7
3290,3
3291,3
3292,7
3293,7
3294,0
3295,0
3296,3
3297,0
3298,0
3299,3
3300,0
3301,0
3302,3
3303,14
3304,7
3305,3
3306,0
3307,7
3308,7
3309,10
3310,10
3311,3
3312,7
3313,0
3314,3
3315,0
3316,7
3317,6
3318,0
3319,7
3320,0
3321,7
3322,7
3323,0
3324,21
3325,14
3326,0
3327,7
3328,3
3329,0
3330,10
3331,0
3332,3
3333,0
3334,0
3335,0
3336,7
3337,0
3338,3
3339,0
3340,7
3341,3
3342,0
3343,3
3344,14
3345,7
3346,3
3347,7
3348,3
3349,10
3350,9
3351,3
3352,7
3353,0
3354,3
3355,7
3356,7
3357,0
3358,3
3359,0
3360,0
3361,7
3362,7
3363,7
3364,0
3365,2
3366,10
3367,10
3368,7
3369,0
3370,7
3371,7
3372,7
3373,0
3374,21
3375,7
3376,7
3377,0
3378,7
3379,0
3380,0
3381,10
3382,6
3383,0
3384,14
3385,7
3386,7
3387,6
3388,6
3389,7
3390,7
3391,7
3392,13
3393,14
3394,7
3395,7
3396,0
3397,0
3398,3
3399,3
3400,3
3401,6
3402,7
3403,0
3404,10
3405,3
3406,0
3407,0
3408,7
3409,3
3410,7
3411,7
3412,7
3413,10
3414,0
3415,3
3416,3
3417,14
3418,3
3419,10
3420,7
3421,3
3422,0
3423,0
3424,7
3425,0
3426,3
3427,7
3428,7
3429,7
3430,0
3431,14
3432,7
3433,6
3434,7
3435,7
3436,0
3437,7
3438,14
3439,7
3440,0
3441,10
3442,10
3443,7
3444,7
3445,7
3446,7
3447,0
3448,7
3449,7
3450,7
3451,14
3452,0
3453,0
3454,7
3455,21
3456,0
3457,14
3458,3
3459,7
3460,7
3461,0
3462,0
3463,7
3464,0
3465,0
3466,3
3467,7
3468,14
3469,7
3470,7
3471,0
3472,10
3473,3
3474,14
3475,7
3476,7
3477,11
3478,0
3479,0
3480,7
3481,0
3482,6
3483,3
3484,7
3485,7
3486,7
3487,3
3488,3
3489,7
3490,14
3491,7
3492,3
3493,0
3494,7
3495,3
3496,7
3497,10
3498,3
3499,0
3500,14
3501,10
3502,3
3503,0
3504,3
3505,7
3506,0
3507,0
3508,7
3509,0
3510,3
3511,14
3512,0
3513,0
3514,7
3515,21
3516,0
3517,14
3518,7
3519,0
3520,3
3521,14
3522,0
3523,10
3524,3
3525,6
3526,10
3527,9
3528,13
3529,3
3530,7
3531,7
3532,3
3533,3
3534,0
3535,7
3536,0
3537,0
3538,0
3539,0
3540,0
3541,14
3542,3
3543,3
3544,0
3545,7
3546,3
3547,3
3548,0
3549,0
3550,3
3551,7
3552,7
3553,10
3554,17
3555,7
3556,0
3557,3
3558,0
3559,3
3560,7
3561,7
3562,0
3563,17
3564,7
3565,0
3566,0
3567,0
3568,7
3569,0
3570,14
3571,3
3572,7
3573,0
3574,3
3575,7
3576,7
3577,3
3578,3
3579,7
3580,14
3581,3
3582,0
3583,7
3584,3
3585,7
3586,3
3587,10
3588,14
3589,7
3590,3
3591,7
3592,0
3593,3
3594,8
3595,7
3596,7
3597,0
3598,7
3599,6
3600,7
3601,0
3602,0
3603,3
3604,0
3605,14
3606,0
3607,7
3608,0
3609,14
3610,0
3611,7
3612,10
3613,0
3614,0
3615,7
3616,7
3617,0
3618,3
3619,10
3620,0
3621,3
3622,0
3623,14
3624,7
3625,0
3626,3
3627,7
3628,7
3629,21
3630,0
3631,9
3632,7
3633,6
3634,7
3635,7
3636,7
3637,3
3638,3
3639,7
3640,3
3641,7
3642,3
3643,0
3644,0
3645,3
3646,7
3647,7
3648,6
3649,11
3650,14
3651,14
3652,6
3653,3
3654,10
3655,0
3656,0
3657,14
3658,9
3659,7
3660,0
3661,3
3662,11
3663,0
3664,3
3665,5
3666,10
3667,3
3668,0
3669,0
3670,14
3671,7
3672,0
3673,14
3674,3
3675,3
3676,7
3677,3
3678,3
3679,3
3680,3
3681,0
3682,0
3683,0
3684,14
3685,7
3686,14
3687,3
3688,9
3689,0
3690,7
3691,0
3692,10
3693,9
3694,10
3695,3
3696,7
3697,0
3698,7
3699,0
3700,7
3701,7
3702,0
3703,14
3704,0
3705,0
3706,7
3707,0
3708,0
3709,7
3710,6
3711,21
3712,7
3713,0
3714,0
3715,0
3716,8
3717,0
3718,3
3719,7
3720,10
3721,8
3722,5
3723,3
3724,10
3725,7
3726,14
3727,0
3728,3
3729,0
3730,14
3731,13
3732,0
3733,0
3734,7
3735,0
3736,13
3737,0
3738,7
3739,14
3740,10
3741,7
3742,7
3743,7
3744,14
3745,3
3746,0
3747,7
3748,7
3749,15
3750,0
3751,0
3752,3
3753,3
3754,21
3755,0
3756,14
3757,3
3758,3
3759,7
3760,0
3761,7
3762,0
3763,6
3764,0
3765,14
3766,12
3767,0
3768,3
3769,3
3770,7
3771,0
3772,10
3773,7
3774,7
3775,14
3776,7
3777,0
3778,10
3779,10
3780,3
3781,7
3782,10
3783,14
3784,0
3785,3
3786,14
3787,7
3788,7
3789,7
3790,7
3791,7
3792,0
3793,3
3794,3
3795,7
3796,14
3797,3
3798,7
3799,3
3800,3
3801,7
3802,3
3803,7
3804,10
3805,0
3806,0
3807,7
3808,3
3809,10
3810,10
3811,7
3812,0
3813,3
3814,0
3815,7
3816,7
3817,3
3818,7
3819,0
3820,7
3821,3
3822,10
3823,0
3824,3
3825,7
3826,21
3827,0
3828,14
3829,0
3830,10
3831,0
3832,3
3833,7
3834,0
3835,6
3836,10
3837,0
3838,7
3839,0
3840,7
3841,14
3842,3
3843,7
3844,7
3845,7
3846,17
3847,3
3848,7
3849,0
3850,0
3851,0
3852,10
3853,0
3854,0
3855,7
3856,0
3857,0
3858,3
3859,3
3860,7
3861,7
3862,0
3863,0
3864,0
3865,0
3866,3
3867,6
3868,7
3869,9
3870,3
3871,0
3872,0
3873,3
3874,0
3875,0
3876,0
3877,3
3878,3
3879,9
3880,0
3881,3
3882,7
3883,3
3884,14
3885,7
3886,10
3887,21
3888,3
3889,0
3890,3
3891,14
3892,10
3893,0
3894,0
3895,0
3896,17
3897,0
3898,0
3899,3
3900,3
3901,0
3902,7
3903,7
3904,21
3905,14
3906,0
3907,0
3908,7
3909,13
3910,3
3911,0
3912,3
3913,3
3914,0
3915,7
3916,0
3917,10
3918,0
3919,7
3920,0
3921,0
3922,7
3923,0
3924,10
3925,11
3926,7
3927,7
3928,0
3929,3
3930,0
3931,6
3932,7
3933,0
3934,24
3935,0
3936,10
3937,6
3938,21
3939,7
3940,0
3941,6
3942,3
3943,7
3944,14
3945,0
3946,7
3947,14
3948,7
3949,3
3950,7
3951,3
3952,0
3953,7
3954,7
3955,0
3956,0
3957,7
3958,6
3959,7
3960,3
3961,7
3962,7
3963,7
3964,3
3965,3
3966,0
3967,3
3968,0
3969,0
3970,3
3971,0
3972,7
3973,0
3974,7
3975,10
3976,6
3977,0
3978,14
3979,0
3980,10
3981,7
3982,14
3983,0
3984,10
3985,0
3986,7
3987,21
3988,0
3989,7
3990,3
3991,6
3992,0
3993,14
3994,7
3995,7
3996,13
3997,7
3998,6
3999,7
4000,14
4001,14
4002,0
4003,7
4004,7
4005,0
4006,0
4007,7
4008,0
4009,0
4010,6
4011,0
4012,0
4013,3
4014,7
4015,3
4016,10
4017,0
4018,0
4019,3
4020,3
4021,7
4022,7
4023,0
4024,0
4025,17
4026,14
4027,17
4028,3
4029,7
4030,10
4031,0
4032,9
4033,14
4034,8
4035,6
4036,3
4037,3
4038,0
4039,0
4040,3
4041,15
4042,7
4043,14
4044,0
4045,0
4046,7
4047,0
4048,7
4049,3
4050,6
4051,7
4052,0
4053,0
4054,11
4055,7
4056,7
4057,16
4058,0
4059,3
4060,7
4061,0
4062,3
4063,0
4064,7
4065,7
4066,7
4067,0
4068,12
4069,7
4070,3
4071,17
4072,7
4073,3
4074,7
4075,10
4076,7
4077,3
4078,0
4079,10
4080,6
4081,0
4082,3
4083,0
4084,7
4085,0
4086,7
4087,0
4088,14
4089,14
4090,0
4091,10
4092,7
4093,3
4094,7
4095,7
4096,14
4097,0
4098,3
4099,7
4100,0
4101,6
4102,7
4103,3
4104,10
4105,3
4106,7
4107,3
4108,0
4109,7
4110,0
4111,0
4112,7
4113,3
4114,3
4115,8
4116,3
4117,0
4118,0
4119,7
4120,3
4121,0
4122,0
4123,0
4124,10
4125,3
4126,0
4127,0
4128,0
4129,3
4130,0
4131,0
4132,6
4133,10
4134,7
4135,10
4136,7
4137,7
4138,0
4139,0
4140,14
4141,0
4142,10
4143,3
4144,0
4145,7
4146,3
4147,21
4148,3
4149,7
4150,8
4151,0
4152,7
4153,0
4154,10
4155,3
4156,10
4157,14
4158,13
4159,10
4160,6
4161,0
4162,14
4163,3
4164,0
4165,3
4166,0
4167,9
4168,0
4169,0
4170,3
4171,7
4172,0
4173,0
4174,0
4175,0
4176,6
4177,8
4178,0
4179,7
4180,3
4181,7
4182,0
4183,0
4184,10
4185,0
4186,14
4187,7
4188,3
4189,3
4190,7
4191,0
4192,21
4193,0
4194,0
4195,0
4196,7
4197,7
4198,7
4199,0
4200,3
4201,7
4202,0
4203,14
4204,7
4205,0
4206,7
4207,7
4208,0
4209,7
4210,0
4211,3
4212,7
4213,7
4214,7
4215,0
4216,0
4217,7
4218,7
4219,3
4220,3
4221,3
4222,0
4223,7
4224,7
4225,21
4226,13
4227,7
4228,2
4229,0
4230,0
4231,0
4232,7
4233,0
4234,7
4235,0
4236,3
4237,10
4238,14
4239,3
4240,7
4241,7
4242,0
4243,9
4244,0
4245,3
4246,0
4247,8
4248,9
4249,0
4250,7
4251,0
4252,7
4253,3
4254,0
4255,3
4256,0
4257,8
4258,7
4259,7
4260,0
4261,0
4262,3
4263,14
4264,13
4265,7
4266,7
4267,0
4268,3
4269,0
4270,0
4271,9
4272,14
4273,7
4274,3
4275,7
4276,14
4277,8
4278,7
4279,13
4280,7
4281,7
4282,3
4283,0
4284,0
4285,3
4286,0
4287,6
4288,21
4289,0
4290,7
4291,0
4292,10
4293,3
4294,6
4295,0
4296,7
4297,0
4298,0
4299,14
4300,6
4301,7
4302,0
4303,3
4304,0
4305,3
4306,7
4307,3
4308,14
4309,0
4310,3
4311,3
4312,0
4313,0
4314,0
4315,3
4316,0
4317,18
4318,3
4319,7
4320,0
4321,7
4322,7
4323,7
4324,3
4325,7
4326,7
4327,10
4328,15
4329,7
4330,3
4331,7
4332,0
4333,0
4334,0
4335,6
4336,9
4337,7
4338,0
4339,7
4340,0
4341,8
4342,10
4343,3
4344,7
4345,10
4346,3
4347,0
4348,0
4349,3
4350,0
4351,7
4352,7
4353,13
4354,0
4355,6
4356,7
4357,3
4358,3
4359,7
4360,0
4361,7
4362,7
4363,3
4364,6
4365,0
4366,6
4367,3
4368,6
4369,7
4370,0
4371,6
4372,3
4373,0
4374,14
4375,3
4376,0
4377,0
4378,0
4379,0
4380,6
4381,6
4382,3
4383,12
4384,0
4385,14
4386,0
4387,7
4388,0
4389,3
4390,7
4391,15
4392,3
4393,0
4394,10
4395,13
4396,0
4397,0
4398,3
4399,7
4400,7
4401,3
4402,0
4403,7
4404,9
4405,3
4406,3
4407,7
4408,10
4409,14
4410,0
4411,0
4412,0
4413,14
4414,0
4415,0
4416,0
4417,0
4418,7
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,6
4428,0
4429,14
4430,10
4431,14
4432,7
4433,7
4434,7
4435,7
4436,3
4437,7
4438,0
4439,0
4440,0
4441,7
4442,7
4443,3
4444,7
4445,3
4446,7
4447,0
4448,0
4449,7
4450,0
4451,10
4452,0
4453,0
4454,3
4455,0
4456,0
4457,0
4458,0
4459,6
4460,7
4461,0
4462,10
4463,7
4464,0
4465,6
4466,0
4467,0
4468,7
4469,14
4470,3
4471,0
4472,14
4473,7
4474,0
4475,6
4476,10
4477,0
4478,3
4479,14
4480,7
4481,0
4482,15
4483,3
4484,0
4485,10
4486,0
4487,0
4488,0
4489,7
4490,7
4491,7
4492,7
4493,14
4494,7
4495,2
4496,0
4497,3
4498,7
4499,3
4500,0
4501,3
4502,10
4503,7
4504,7
4505,3
4506,6
4507,3
4508,0
4509,3
4510,0
4511,10
4512,3
4513,14
4514,0
4515,10
4516,3
4517,0
4518,0
4519,0
4520,7
4521,6
4522,0
4523,0
4524,0
4525,7
4526,7
4527,0
4528,7
4529,14
4530,10
4531,3
4532,7
4533,14
4534,7
4535,10
4536,7
4537,0
4538,10
4539,10
4540,7
4541,7
4542,0
4543,21
4544,0
4545,7
4546,7
4547,7
4548,10
4549,0
4550,0
4551,10
4552,7
4553,0
4554,0
4555,0
4556,9
4557,0
4558,0
4559,3
4560,0
4561,6
4562,22
4563,7
4564,7
4565,0
4566,10
4567,3
4568,0
4569,7
4570,10
4571,7
4572,0
4573,7
4574,0
4575,0
4576,6
4577,0
4578,6
4579,0
4580,0
4581,14
4582,0
4583,3
4584,7
4585,9
4586,3
4587,7
4588,0
4589,0
4590,0
4591,6
4592,7
4593,3
4594,7
4595,9
4596,0
4597,0
4598,0
4599,3
4600,0
4601,0
4602,0
4603,0
4604,6
4605,3
4606,7
4607,3
4608,3
4609,10
4610,3
4611,0
4612,0
4613,3
4614,6
4615,7
4616,6
4617,0
4618,0
4619,0
4620,0
4621,6
4622,0
4623,0
4624,14
4625,13
4626,3
4627,0
4628,7
4629,0
4630,7
4631,7
4632,14
4633,21
4634,0
4635,0
4636,3
4637,8
4638,6
4639,0
4640,7
4641,7
4642,21
4643,7
4644,0
4645,7
4646,3
4647,6
4648,0
4649,0
4650,6
4651,0
4652,0
4653,0
4654,0
4655,7
4656,10
4657,3
4658,0
4659,0
4660,7
4661,0
4662,7
4663,0
4664,7
4665,7
4666,7
4667,3
4668,7
4669,3
4670,7
4671,3
4672,3
4673,7
4674,6
4675,0
4676,7
4677,3
4678,3
4679,6
4680,7
4681,11
4682,10
4683,0
4684,0
4685,0
4686,0
4687,10
4688,0
4689,0
4690,7
4691,7
4692,0
4693,14
4694,10
4695,0
4696,0
4697,7
4698,0
4699,10
4700,0
4701,7
4702,7
4703,7
4704,6
4705,14
4706,21
4707,0
4708,0
4709,7
4710,3
4711,6
4712,3
4713,3
4714,0
4715,14
4716,0
4717,7
4718,7
4719,7
4720,0
4721,10
4722,7
4723,10
4724,3
4725,0
4726,3
4727,7
4728,7
4729,3
4730,3
4731,7
4732,10
4733,7
4734,14
4735,3
4736,7
4737,3
4738,6
4739,3
4740,0
4741,7
4742,7
4743,0
4744,0
4745,3
4746,7
4747,7
4748,0
4749,10
4750,7
4751,0
4752,6
4753,7
4754,3
4755,0
4756,3
4757,7
4758,0
4759,3
4760,14
4761,3
4762,14
4763,0
4764,7
4765,7
4766,3
4767,0
4768,3
4769,0
4770,0
4771,3
4772,7
4773,0
4774,7
4775,0
4776,3
4777,7
4778,7
4779,6
4780,7
4781,3
4782,0
4783,14
4784,8
4785,10
4786,3
4787,3
4788,0
4789,3
4790,7
4791,0
4792,3
4793,0
4794,0
4795,7
4796,0
4797,7
4798,7
4799,3
4800,14
4801,0
4802,0
4803,7
4804,11
4805,7
4806,9
4807,3
4808,7
4809,7
4810,7
4811,3
4812,7
4813,7
4814,7
4815,0
4816,9
4817,3
4818,0
4819,10
4820,14
4821,3
4822,3
4823,14
4824,0
4825,3
4826,0
4827,3
4828,3
4829,3
4830,14
4831,0
4832,3
4833,3
4834,0
4835,3
4836,0
4837,0
4838,0
4839,14
4840,10
4841,6
4842,0
4843,0
4844,0
4845,7
4846,0
4847,6
4848,3
4849,7
4850,0
4851,7
4852,7
4853,7
4854,7
4855,3
4856,7
4857,0
4858,7
4859,7
4860,3
4861,3
4862,14
4863,7
4864,3
4865,6
4866,0
4867,9
4868,0
4869,14
4870,3
4871,7
4872,7
4873,14
4874,0
4875,15
4876,0
4877,14
4878,0
4879,7
4880,7
4881,0
4882,0
4883,0
4884,3
4885,0
4886,0
4887,7
4888,0
4889,0
4890,14
4891,7
4892,8
4893,0
4894,3
4895,0
4896,7
4897,0
4898,14
4899,0
4900,0
4901,14
4902,3
4903,10
4904,14
4905,17
4906,3
4907,7
4908,10
4909,7
4910,7
4911,8
4912,3
4913,6
4914,0
4915,14
4916,0
4917,0
4918,3
4919,7
4920,7
4921,3
4922,3
4923,0
4924,7
4925,7
4926,14
4927,0
4928,7
4929,10
4930,6
4931,14
4932,7
4933,0
4934,0
4935,14
4936,7
4937,0
4938,0
4939,3
4940,7
4941,10
4942,0
4943,7
4944,9
4945,7
4946,7
4947,0
4948,0
4949,0
4950,7
4951,3
4952,0
4953,0
4954,0
4955,0
4956,14
4957,7
4958,0
4959,3
4960,0
4961,3
4962,0
4963,9
4964,14
4965,0
4966,0
4967,3
4968,0
4969,7
4970,10
4971,0
4972,0
4973,7
4974,0
4975,3
4976,0
4977,0
4978,6
4979,3
4980,7
4981,0
4982,0
4983,14
4984,10
4985,0
4986,7
4987,14
4988,10
4989,7
4990,0
4991,0
4992,0
4993,7
4994,10
4995,0
4996,7
4997,3
4998,14
4999,0
5000,11
5001,7
5002,0
5003,0
5004,0
5005,14
5006,7
5007,0
5008,3
5009,7
5010,7
5011,7
5012,7
5013,6
5014,7
5015,0
5016,0
5017,0
5018,3
5019,7
5020,3
5021,0
5022,10
5023,3
5024,10
5025,10
5026,0
5027,0
5028,0
5029,3
5030,7
5031,7
5032,13
5033,16
5034,7
5035,7
5036,3
5037,0
5038,0
5039,7
5040,0
5041,3
5042,7
5043,0
5044,7
5045,14
5046,3
5047,0
5048,0
5049,0
5050,3
5051,7
5052,0
5053,3
5054,7
5055,7
5056,3
5057,14
5058,0
5059,10
5060,10
5061,7
5062,14
5063,7
5064,0
5065,0
5066,0
5067,7
5068,7
5069,14
5070,3
5071,10
5072,0
5073,0
5074,0
5075,3
5076,10
5077,7
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,14
5086,0
5087,7
5088,3
5089,6
5090,7
5091,0
5092,7
5093,7
5094,10
5095,14
5096,7
5097,0
5098,0
5099,10
5100,0
5101,14
5102,0
5103,7
5104,3
5105,14
5106,0
5107,3
5108,7
5109,7
5110,0
5111,10
5112,3
5113,7
5114,3
5115,0
5116,6
5117,0
5118,0
5119,7
5120,7
5121,7
5122,7
5123,7
5124,0
5125,0
5126,3
5127,3
5128,17
5129,3
5130,7
5131,7
5132,10
5133,0
5134,7
5135,3
5136,3
5137,7
5138,7
5139,0
5140,3
5141,3
5142,0
5143,0
5144,7
5145,7
5146,0
5147,0
5148,0
5149,0
5150,0
5151,0
5152,0
5153,14
5154,14
5155,0
5156,3
5157,3
5158,0
5159,0
5160,0
5161,0
5162,0
5163,7
5164,11
5165,3
5166,9
5167,7
5168,7
5169,3
5170,7
5171,6
5172,7
5173,14
5174,7
5175,3
5176,0
5177,3
5178,3
5179,0
5180,7
5181,3
5182,7
5183,10
5184,0
5185,7
5186,8
5187,0
5188,7
5189,10
5190,7
5191,7
5192,0
5193,13
5194,7
5195,10
5196,3
5197,0
5198,3
5199,3
5200,6
5201,10
5202,0
5203,7
5204,3
5205,8
5206,0
5207,0
5208,13
5209,7
5210,10
5211,7
5212,14
5213,0
5214,7
5215,0
5216,0
5217,0
5218,0
5219,0
5220,21
5221,0
5222,0
5223,3
5224,14
5225,0
5226,16
5227,7
5228,3
5229,28
5230,0
5231,7
5232,3
5233,17
5234,0
5235,3
5236,7
5237,3
5238,12
5239,5
5240,7
5241,0
5242,0
5243,10
5244,0
5245,7
5246,0
5247,0
5248,0
5249,7
5250,17
5251,0
5252,7
5253,0
5254,6
5255,3
5256,10
5257,3
5258,7
5259,7
5260,0
5261,6
5262,0
5263,0
5264,7
5265,14
5266,16
5267,3
5268,0
5269,8
5270,7
5271,0
5272,7
5273,14
5274,0
5275,0
5276,7
5277,3
5278,3
5279,7
5280,14
5281,0
5282,0
5283,7
5284,3
5285,7
5286,7
5287,3
5288,3
5289,7
5290,3
5291,7
5292,0
5293,3
5294,3
5295,3
5296,0
5297,0
5298,7
5299,3
5300,14
5301,0
5302,0
5303,7
5304,3
5305,3
5306,0
5307,14
5308,7
5309,0
5310,17
5311,8
5312,7
5313,0
5314,6
5315,8
5316,0
5317,13
5318,7
5319,10
5320,0
5321,0
5322,7
5323,0
