,Week,Clump,Estimator,params,accuracy
568,17,13,BaggingClassifier,NA,0.6875
569,17,14,BaggingClassifier,NA,0.75
570,WC,0,BaggingClassifier,NA,0.55
571,WC,1,BaggingClassifier,NA,0.6
572,WC,2,BaggingClassifier,NA,0.65
573,WC,3,BaggingClassifier,NA,0.5
574,WC,4,BaggingClassifier,NA,0.55
575,WC,5,BaggingClassifier,NA,0.65
576,WC,6,BaggingClassifier,NA,0.75
577,WC,7,BaggingClassifier,NA,0.7
578,WC,8,BaggingClassifier,NA,0.45
579,WC,9,BaggingClassifier,NA,0.55
580,WC,10,BaggingClassifier,NA,0.8
581,WC,11,BaggingClassifier,NA,0.75
582,WC,12,BaggingClassifier,NA,0.65
583,WC,13,BaggingClassifier,NA,0.65
584,WC,14,BaggingClassifier,NA,0.8
585,DV,0,BaggingClassifier,NA,0.7
586,DV,1,BaggingClassifier,NA,0.5
587,DV,2,BaggingClassifier,NA,0.45
588,DV,3,BaggingClassifier,NA,0.55
589,DV,4,BaggingClassifier,NA,0.6
590,DV,5,BaggingClassifier,NA,0.55
591,DV,6,BaggingClassifier,NA,0.4
592,DV,7,BaggingClassifier,NA,0.6
593,DV,8,BaggingClassifier,NA,0.6
594,DV,9,BaggingClassifier,NA,0.4
595,DV,10,BaggingClassifier,NA,0.45
596,DV,11,BaggingClassifier,NA,0.55
597,DV,12,BaggingClassifier,NA,0.5
598,DV,13,BaggingClassifier,NA,0.5
599,DV,14,BaggingClassifier,NA,0.6
600,CC,0,BaggingClassifier,NA,0.4
601,CC,1,BaggingClassifier,NA,0.5
602,CC,2,BaggingClassifier,NA,0.5
603,CC,3,BaggingClassifier,NA,0.5
604,CC,4,BaggingClassifier,NA,0.6
605,CC,5,BaggingClassifier,NA,0.6
606,CC,6,BaggingClassifier,NA,0.4
607,CC,7,BaggingClassifier,NA,0.5
608,CC,8,BaggingClassifier,NA,0.4
609,CC,9,BaggingClassifier,NA,0.5
610,CC,10,BaggingClassifier,NA,0.6
611,CC,11,BaggingClassifier,NA,0.5
612,CC,12,BaggingClassifier,NA,0.5
613,CC,13,BaggingClassifier,NA,0.4
614,CC,14,BaggingClassifier,NA,0.5
615,SB,0,BaggingClassifier,NA,0.4
616,SB,1,BaggingClassifier,NA,0.6
617,SB,2,BaggingClassifier,NA,0.6
618,SB,3,BaggingClassifier,NA,0.6
619,SB,4,BaggingClassifier,NA,0.4
620,SB,5,BaggingClassifier,NA,0.4
621,SB,6,BaggingClassifier,NA,0.4
622,SB,7,BaggingClassifier,NA,0.6
623,SB,8,BaggingClassifier,NA,0.6
624,SB,9,BaggingClassifier,NA,0.4
625,SB,10,BaggingClassifier,NA,0.4
626,SB,11,BaggingClassifier,NA,0.8
627,SB,12,BaggingClassifier,NA,0.6
628,SB,13,BaggingClassifier,NA,0.4
629,SB,14,BaggingClassifier,NA,0.4
630,1,0,RandomForestClassifier,NA,0.6125
631,1,1,RandomForestClassifier,NA,0.675
632,1,2,RandomForestClassifier,NA,0.7625
633,1,3,RandomForestClassifier,NA,0.6375
634,1,4,RandomForestClassifier,NA,0.6375
635,1,5,RandomForestClassifier,NA,0.7625
636,1,6,RandomForestClassifier,NA,0.75
637,1,7,RandomForestClassifier,NA,0.75
638,1,8,RandomForestClassifier,NA,0.6125
639,1,9,RandomForestClassifier,NA,0.6875
640,1,10,RandomForestClassifier,NA,0.7
641,1,11,RandomForestClassifier,NA,0.7125
642,1,12,RandomForestClassifier,NA,0.725
643,1,13,RandomForestClassifier,NA,0.8
644,1,14,RandomForestClassifier,NA,0.825
645,2,0,RandomForestClassifier,NA,0.6455696202531646
646,2,1,RandomForestClassifier,NA,0.569620253164557
647,2,2,RandomForestClassifier,NA,0.6708860759493671
648,2,3,RandomForestClassifier,NA,0.620253164556962
649,2,4,RandomForestClassifier,NA,0.620253164556962
650,2,5,RandomForestClassifier,NA,0.6329113924050633
651,2,6,RandomForestClassifier,NA,0.620253164556962
652,2,7,RandomForestClassifier,NA,0.6075949367088608
653,2,8,RandomForestClassifier,NA,0.5949367088607594
654,2,9,RandomForestClassifier,NA,0.6708860759493671
655,2,10,RandomForestClassifier,NA,0.6708860759493671
656,2,11,RandomForestClassifier,NA,0.7341772151898734
657,2,12,RandomForestClassifier,NA,0.6962025316455697
658,2,13,RandomForestClassifier,NA,0.7341772151898734
659,2,14,RandomForestClassifier,NA,0.759493670886076
660,3,0,RandomForestClassifier,NA,0.5714285714285714
661,3,1,RandomForestClassifier,NA,0.6363636363636364
662,3,2,RandomForestClassifier,NA,0.5714285714285714
663,3,3,RandomForestClassifier,NA,0.6103896103896104
664,3,4,RandomForestClassifier,NA,0.6363636363636364
665,3,5,RandomForestClassifier,NA,0.6753246753246753
666,3,6,RandomForestClassifier,NA,0.7402597402597403
667,3,7,RandomForestClassifier,NA,0.7272727272727273
668,3,8,RandomForestClassifier,NA,0.7012987012987013
669,3,9,RandomForestClassifier,NA,0.6493506493506493
670,3,10,RandomForestClassifier,NA,0.7012987012987013
671,3,11,RandomForestClassifier,NA,0.6623376623376623
672,3,12,RandomForestClassifier,NA,0.7532467532467533
673,3,13,RandomForestClassifier,NA,0.7272727272727273
674,3,14,RandomForestClassifier,NA,0.7662337662337663
675,4,0,RandomForestClassifier,NA,0.6575342465753424
676,4,1,RandomForestClassifier,NA,0.6712328767123288
677,4,2,RandomForestClassifier,NA,0.6164383561643836
678,4,3,RandomForestClassifier,NA,0.4520547945205479
679,4,4,RandomForestClassifier,NA,0.726027397260274
680,4,5,RandomForestClassifier,NA,0.684931506849315
681,4,6,RandomForestClassifier,NA,0.6301369863013698
682,4,7,RandomForestClassifier,NA,0.6712328767123288
683,4,8,RandomForestClassifier,NA,0.684931506849315
684,4,9,RandomForestClassifier,NA,0.589041095890411
685,4,10,RandomForestClassifier,NA,0.7671232876712328
686,4,11,RandomForestClassifier,NA,0.6986301369863014
687,4,12,RandomForestClassifier,NA,0.7671232876712328
688,4,13,RandomForestClassifier,NA,0.7123287671232876
689,4,14,RandomForestClassifier,NA,0.8356164383561644
690,5,0,RandomForestClassifier,NA,0.5633802816901409
691,5,1,RandomForestClassifier,NA,0.704225352112676
692,5,2,RandomForestClassifier,NA,0.6338028169014085
693,5,3,RandomForestClassifier,NA,0.6056338028169014
694,5,4,RandomForestClassifier,NA,0.6619718309859155
695,5,5,RandomForestClassifier,NA,0.6901408450704225
696,5,6,RandomForestClassifier,NA,0.7323943661971831
697,5,7,RandomForestClassifier,NA,0.647887323943662
698,5,8,RandomForestClassifier,NA,0.6619718309859155
699,5,9,RandomForestClassifier,NA,0.647887323943662
700,5,10,RandomForestClassifier,NA,0.704225352112676
701,5,11,RandomForestClassifier,NA,0.6901408450704225
702,5,12,RandomForestClassifier,NA,0.6901408450704225
703,5,13,RandomForestClassifier,NA,0.7323943661971831
704,5,14,RandomForestClassifier,NA,0.7887323943661971
705,6,0,RandomForestClassifier,NA,0.4857142857142857
706,6,1,RandomForestClassifier,NA,0.6142857142857143
707,6,2,RandomForestClassifier,NA,0.5428571428571428
708,6,3,RandomForestClassifier,NA,0.5714285714285714
709,6,4,RandomForestClassifier,NA,0.6714285714285714
710,6,5,RandomForestClassifier,NA,0.6714285714285714
711,6,6,RandomForestClassifier,NA,0.6142857142857143
712,6,7,RandomForestClassifier,NA,0.6428571428571429
713,6,8,RandomForestClassifier,NA,0.5714285714285714
714,6,9,RandomForestClassifier,NA,0.5571428571428572
715,6,10,RandomForestClassifier,NA,0.7142857142857143
716,6,11,RandomForestClassifier,NA,0.7
717,6,12,RandomForestClassifier,NA,0.6428571428571429
718,6,13,RandomForestClassifier,NA,0.6714285714285714
719,6,14,RandomForestClassifier,NA,0.7285714285714285
720,7,0,RandomForestClassifier,NA,0.7857142857142857
721,7,1,RandomForestClassifier,NA,0.6714285714285714
722,7,2,RandomForestClassifier,NA,0.7428571428571429
723,7,3,RandomForestClassifier,NA,0.5857142857142857
724,7,4,RandomForestClassifier,NA,0.7571428571428571
725,7,5,RandomForestClassifier,NA,0.7428571428571429
726,7,6,RandomForestClassifier,NA,0.7285714285714285
727,7,7,RandomForestClassifier,NA,0.7571428571428571
728,7,8,RandomForestClassifier,NA,0.7428571428571429
729,7,9,RandomForestClassifier,NA,0.6714285714285714
730,7,10,RandomForestClassifier,NA,0.8142857142857143
731,7,11,RandomForestClassifier,NA,0.7857142857142857
732,7,12,RandomForestClassifier,NA,0.7571428571428571
733,7,13,RandomForestClassifier,NA,0.7714285714285715
734,7,14,RandomForestClassifier,NA,0.8285714285714286
735,8,0,RandomForestClassifier,NA,0.7246376811594203
736,8,1,RandomForestClassifier,NA,0.6231884057971014
737,8,2,RandomForestClassifier,NA,0.6956521739130435
738,8,3,RandomForestClassifier,NA,0.6231884057971014
739,8,4,RandomForestClassifier,NA,0.7246376811594203
740,8,5,RandomForestClassifier,NA,0.7246376811594203
741,8,6,RandomForestClassifier,NA,0.7101449275362319
742,8,7,RandomForestClassifier,NA,0.7391304347826086
743,8,8,RandomForestClassifier,NA,0.7391304347826086
744,8,9,RandomForestClassifier,NA,0.6086956521739131
745,8,10,RandomForestClassifier,NA,0.7391304347826086
746,8,11,RandomForestClassifier,NA,0.7536231884057971
747,8,12,RandomForestClassifier,NA,0.7536231884057971
748,8,13,RandomForestClassifier,NA,0.6521739130434783
749,8,14,RandomForestClassifier,NA,0.7971014492753623
750,9,0,RandomForestClassifier,NA,0.6231884057971014
751,9,1,RandomForestClassifier,NA,0.5507246376811594
752,9,2,RandomForestClassifier,NA,0.6521739130434783
753,9,3,RandomForestClassifier,NA,0.6666666666666666
754,9,4,RandomForestClassifier,NA,0.6956521739130435
755,9,5,RandomForestClassifier,NA,0.6521739130434783
756,9,6,RandomForestClassifier,NA,0.6956521739130435
757,9,7,RandomForestClassifier,NA,0.6666666666666666
758,9,8,RandomForestClassifier,NA,0.5797101449275363
759,9,9,RandomForestClassifier,NA,0.6521739130434783
760,9,10,RandomForestClassifier,NA,0.6666666666666666
761,9,11,RandomForestClassifier,NA,0.6231884057971014
762,9,12,RandomForestClassifier,NA,0.7246376811594203
763,9,13,RandomForestClassifier,NA,0.7391304347826086
764,9,14,RandomForestClassifier,NA,0.7101449275362319
765,10,0,RandomForestClassifier,NA,0.6666666666666666
766,10,1,RandomForestClassifier,NA,0.6388888888888888
767,10,2,RandomForestClassifier,NA,0.5833333333333334
768,10,3,RandomForestClassifier,NA,0.625
769,10,4,RandomForestClassifier,NA,0.6805555555555556
770,10,5,RandomForestClassifier,NA,0.6805555555555556
771,10,6,RandomForestClassifier,NA,0.6388888888888888
772,10,7,RandomForestClassifier,NA,0.625
773,10,8,RandomForestClassifier,NA,0.6805555555555556
774,10,9,RandomForestClassifier,NA,0.7222222222222222
775,10,10,RandomForestClassifier,NA,0.6944444444444444
776,10,11,RandomForestClassifier,NA,0.75
777,10,12,RandomForestClassifier,NA,0.7222222222222222
778,10,13,RandomForestClassifier,NA,0.6666666666666666
779,10,14,RandomForestClassifier,NA,0.8055555555555556
780,11,0,RandomForestClassifier,NA,0.68
781,11,1,RandomForestClassifier,NA,0.7066666666666667
782,11,2,RandomForestClassifier,NA,0.64
783,11,3,RandomForestClassifier,NA,0.5866666666666667
784,11,4,RandomForestClassifier,NA,0.7866666666666666
785,11,5,RandomForestClassifier,NA,0.8266666666666667
786,11,6,RandomForestClassifier,NA,0.7333333333333333
787,11,7,RandomForestClassifier,NA,0.7333333333333333
788,11,8,RandomForestClassifier,NA,0.6933333333333334
789,11,9,RandomForestClassifier,NA,0.76
790,11,10,RandomForestClassifier,NA,0.8266666666666667
791,11,11,RandomForestClassifier,NA,0.8133333333333334
792,11,12,RandomForestClassifier,NA,0.7733333333333333
793,11,13,RandomForestClassifier,NA,0.7333333333333333
794,11,14,RandomForestClassifier,NA,0.8266666666666667
795,12,0,RandomForestClassifier,NA,0.6025641025641025
796,12,1,RandomForestClassifier,NA,0.5512820512820513
797,12,2,RandomForestClassifier,NA,0.6282051282051282
798,12,3,RandomForestClassifier,NA,0.5897435897435898
799,12,4,RandomForestClassifier,NA,0.6794871794871795
800,12,5,RandomForestClassifier,NA,0.7307692307692307
801,12,6,RandomForestClassifier,NA,0.7564102564102564
802,12,7,RandomForestClassifier,NA,0.6410256410256411
803,12,8,RandomForestClassifier,NA,0.4358974358974359
804,12,9,RandomForestClassifier,NA,0.6025641025641025
805,12,10,RandomForestClassifier,NA,0.7307692307692307
806,12,11,RandomForestClassifier,NA,0.6794871794871795
807,12,12,RandomForestClassifier,NA,0.5769230769230769
808,12,13,RandomForestClassifier,NA,0.782051282051282
809,12,14,RandomForestClassifier,NA,0.7051282051282052
810,13,0,RandomForestClassifier,NA,0.5875
811,13,1,RandomForestClassifier,NA,0.7625
812,13,2,RandomForestClassifier,NA,0.6125
813,13,3,RandomForestClassifier,NA,0.675
814,13,4,RandomForestClassifier,NA,0.7
815,13,5,RandomForestClassifier,NA,0.7875
816,13,6,RandomForestClassifier,NA,0.7
817,13,7,RandomForestClassifier,NA,0.4625
818,13,8,RandomForestClassifier,NA,0.6375
819,13,9,RandomForestClassifier,NA,0.7875
820,13,10,RandomForestClassifier,NA,0.7
821,13,11,RandomForestClassifier,NA,0.625
822,13,12,RandomForestClassifier,NA,0.7375
823,13,13,RandomForestClassifier,NA,0.75
824,13,14,RandomForestClassifier,NA,0.75
825,14,0,RandomForestClassifier,NA,0.6125
826,14,1,RandomForestClassifier,NA,0.7625
827,14,2,RandomForestClassifier,NA,0.6
828,14,3,RandomForestClassifier,NA,0.6375
829,14,4,RandomForestClassifier,NA,0.7625
830,14,5,RandomForestClassifier,NA,0.725
831,14,6,RandomForestClassifier,NA,0.6125
832,14,7,RandomForestClassifier,NA,0.7
833,14,8,RandomForestClassifier,NA,0.65
834,14,9,RandomForestClassifier,NA,0.775
835,14,10,RandomForestClassifier,NA,0.7625
836,14,11,RandomForestClassifier,NA,0.7125
837,14,12,RandomForestClassifier,NA,0.8
838,14,13,RandomForestClassifier,NA,0.775
839,14,14,RandomForestClassifier,NA,0.8625
840,15,0,RandomForestClassifier,NA,0.6625
841,15,1,RandomForestClassifier,NA,0.6625
842,15,2,RandomForestClassifier,NA,0.625
843,15,3,RandomForestClassifier,NA,0.6875
844,15,4,RandomForestClassifier,NA,0.7125
845,15,5,RandomForestClassifier,NA,0.675
846,15,6,RandomForestClassifier,NA,0.6
847,15,7,RandomForestClassifier,NA,0.725
848,15,8,RandomForestClassifier,NA,0.7375
849,15,9,RandomForestClassifier,NA,0.7375
850,15,10,RandomForestClassifier,NA,0.775
851,15,11,RandomForestClassifier,NA,0.675
852,15,12,RandomForestClassifier,NA,0.8
853,15,13,RandomForestClassifier,NA,0.8
854,15,14,RandomForestClassifier,NA,0.8
855,16,0,RandomForestClassifier,NA,0.5375
856,16,1,RandomForestClassifier,NA,0.6125
857,16,2,RandomForestClassifier,NA,0.6125
858,16,3,RandomForestClassifier,NA,0.6125
859,16,4,RandomForestClassifier,NA,0.65
860,16,5,RandomForestClassifier,NA,0.65
861,16,6,RandomForestClassifier,NA,0.675
862,16,7,RandomForestClassifier,NA,0.5375
863,16,8,RandomForestClassifier,NA,0.5625
864,16,9,RandomForestClassifier,NA,0.725
865,16,10,RandomForestClassifier,NA,0.7125
866,16,11,RandomForestClassifier,NA,0.6
867,16,12,RandomForestClassifier,NA,0.675
868,16,13,RandomForestClassifier,NA,0.75
869,16,14,RandomForestClassifier,NA,0.75
870,17,0,RandomForestClassifier,NA,0.675
871,17,1,RandomForestClassifier,NA,0.675
872,17,2,RandomForestClassifier,NA,0.6875
873,17,3,RandomForestClassifier,NA,0.625
874,17,4,RandomForestClassifier,NA,0.65
875,17,5,RandomForestClassifier,NA,0.725
876,17,6,RandomForestClassifier,NA,0.7375
877,17,7,RandomForestClassifier,NA,0.6875
878,17,8,RandomForestClassifier,NA,0.7125
879,17,9,RandomForestClassifier,NA,0.6625
880,17,10,RandomForestClassifier,NA,0.7375
881,17,11,RandomForestClassifier,NA,0.7625
882,17,12,RandomForestClassifier,NA,0.7375
883,17,13,RandomForestClassifier,NA,0.75
884,17,14,RandomForestClassifier,NA,0.7875
885,WC,0,RandomForestClassifier,NA,0.55
886,WC,1,RandomForestClassifier,NA,0.6
887,WC,2,RandomForestClassifier,NA,0.65
888,WC,3,RandomForestClassifier,NA,0.5
889,WC,4,RandomForestClassifier,NA,0.6
890,WC,5,RandomForestClassifier,NA,0.6
891,WC,6,RandomForestClassifier,NA,0.7
892,WC,7,RandomForestClassifier,NA,0.6
893,WC,8,RandomForestClassifier,NA,0.45
894,WC,9,RandomForestClassifier,NA,0.55
895,WC,10,RandomForestClassifier,NA,0.75
896,WC,11,RandomForestClassifier,NA,0.75
897,WC,12,RandomForestClassifier,NA,0.6
898,WC,13,RandomForestClassifier,NA,0.7
899,WC,14,RandomForestClassifier,NA,0.8
900,DV,0,RandomForestClassifier,NA,0.7
901,DV,1,RandomForestClassifier,NA,0.55
902,DV,2,RandomForestClassifier,NA,0.45
903,DV,3,RandomForestClassifier,NA,0.55
904,DV,4,RandomForestClassifier,NA,0.6
905,DV,5,RandomForestClassifier,NA,0.5
906,DV,6,RandomForestClassifier,NA,0.4
907,DV,7,RandomForestClassifier,NA,0.65
908,DV,8,RandomForestClassifier,NA,0.5
909,DV,9,RandomForestClassifier,NA,0.4
910,DV,10,RandomForestClassifier,NA,0.55
911,DV,11,RandomForestClassifier,NA,0.6
912,DV,12,RandomForestClassifier,NA,0.5
913,DV,13,RandomForestClassifier,NA,0.45
914,DV,14,RandomForestClassifier,NA,0.45
915,CC,0,RandomForestClassifier,NA,0.4
916,CC,1,RandomForestClassifier,NA,0.5
917,CC,2,RandomForestClassifier,NA,0.5
918,CC,3,RandomForestClassifier,NA,0.5
919,CC,4,RandomForestClassifier,NA,0.4
920,CC,5,RandomForestClassifier,NA,0.6
921,CC,6,RandomForestClassifier,NA,0.4
922,CC,7,RandomForestClassifier,NA,0.4
923,CC,8,RandomForestClassifier,NA,0.4
924,CC,9,RandomForestClassifier,NA,0.5
925,CC,10,RandomForestClassifier,NA,0.5
926,CC,11,RandomForestClassifier,NA,0.4
927,CC,12,RandomForestClassifier,NA,0.4
928,CC,13,RandomForestClassifier,NA,0.4
929,CC,14,RandomForestClassifier,NA,0.4
930,SB,0,RandomForestClassifier,NA,0.4
931,SB,1,RandomForestClassifier,NA,0.4
932,SB,2,RandomForestClassifier,NA,0.6
933,SB,3,RandomForestClassifier,NA,0.6
934,SB,4,RandomForestClassifier,NA,0.4
935,SB,5,RandomForestClassifier,NA,0.4
936,SB,6,RandomForestClassifier,NA,0.6
937,SB,7,RandomForestClassifier,NA,0.6
938,SB,8,RandomForestClassifier,NA,0.4
939,SB,9,RandomForestClassifier,NA,0.4
940,SB,10,RandomForestClassifier,NA,0.4
941,SB,11,RandomForestClassifier,NA,0.6
942,SB,12,RandomForestClassifier,NA,0.4
943,SB,13,RandomForestClassifier,NA,0.4
944,SB,14,RandomForestClassifier,NA,0.4
945,1,0,ExtraTreesClassifier,NA,0.6125
946,1,1,ExtraTreesClassifier,NA,0.675
947,1,2,ExtraTreesClassifier,NA,0.7625
948,1,3,ExtraTreesClassifier,NA,0.6375
949,1,4,ExtraTreesClassifier,NA,0.6375
950,1,5,ExtraTreesClassifier,NA,0.7875
951,1,6,ExtraTreesClassifier,NA,0.75
952,1,7,ExtraTreesClassifier,NA,0.7375
953,1,8,ExtraTreesClassifier,NA,0.6125
954,1,9,ExtraTreesClassifier,NA,0.6875
955,1,10,ExtraTreesClassifier,NA,0.775
956,1,11,ExtraTreesClassifier,NA,0.75
957,1,12,ExtraTreesClassifier,NA,0.75
958,1,13,ExtraTreesClassifier,NA,0.7875
959,1,14,ExtraTreesClassifier,NA,0.8375
960,2,0,ExtraTreesClassifier,NA,0.6455696202531646
961,2,1,ExtraTreesClassifier,NA,0.569620253164557
962,2,2,ExtraTreesClassifier,NA,0.6708860759493671
963,2,3,ExtraTreesClassifier,NA,0.620253164556962
964,2,4,ExtraTreesClassifier,NA,0.620253164556962
965,2,5,ExtraTreesClassifier,NA,0.6455696202531646
966,2,6,ExtraTreesClassifier,NA,0.6835443037974683
967,2,7,ExtraTreesClassifier,NA,0.6075949367088608
968,2,8,ExtraTreesClassifier,NA,0.6075949367088608
969,2,9,ExtraTreesClassifier,NA,0.6962025316455697
970,2,10,ExtraTreesClassifier,NA,0.6708860759493671
971,2,11,ExtraTreesClassifier,NA,0.7341772151898734
972,2,12,ExtraTreesClassifier,NA,0.6582278481012658
973,2,13,ExtraTreesClassifier,NA,0.7468354430379747
974,2,14,ExtraTreesClassifier,NA,0.7848101265822784
975,3,0,ExtraTreesClassifier,NA,0.5714285714285714
976,3,1,ExtraTreesClassifier,NA,0.6363636363636364
977,3,2,ExtraTreesClassifier,NA,0.6233766233766234
978,3,3,ExtraTreesClassifier,NA,0.6103896103896104
979,3,4,ExtraTreesClassifier,NA,0.6363636363636364
980,3,5,ExtraTreesClassifier,NA,0.6753246753246753
981,3,6,ExtraTreesClassifier,NA,0.6883116883116883
982,3,7,ExtraTreesClassifier,NA,0.7142857142857143
983,3,8,ExtraTreesClassifier,NA,0.6623376623376623
984,3,9,ExtraTreesClassifier,NA,0.6493506493506493
985,3,10,ExtraTreesClassifier,NA,0.6753246753246753
986,3,11,ExtraTreesClassifier,NA,0.6623376623376623
987,3,12,ExtraTreesClassifier,NA,0.7402597402597403
988,3,13,ExtraTreesClassifier,NA,0.7272727272727273
989,3,14,ExtraTreesClassifier,NA,0.7792207792207793
990,4,0,ExtraTreesClassifier,NA,0.6575342465753424
991,4,1,ExtraTreesClassifier,NA,0.6712328767123288
992,4,2,ExtraTreesClassifier,NA,0.6164383561643836
993,4,3,ExtraTreesClassifier,NA,0.4520547945205479
994,4,4,ExtraTreesClassifier,NA,0.726027397260274
995,4,5,ExtraTreesClassifier,NA,0.684931506849315
996,4,6,ExtraTreesClassifier,NA,0.6301369863013698
997,4,7,ExtraTreesClassifier,NA,0.6712328767123288
998,4,8,ExtraTreesClassifier,NA,0.6712328767123288
999,4,9,ExtraTreesClassifier,NA,0.589041095890411
1000,4,10,ExtraTreesClassifier,NA,0.7534246575342466
1001,4,11,ExtraTreesClassifier,NA,0.726027397260274
1002,4,12,ExtraTreesClassifier,NA,0.726027397260274
1003,4,13,ExtraTreesClassifier,NA,0.7123287671232876
1004,4,14,ExtraTreesClassifier,NA,0.821917808219178
1005,5,0,ExtraTreesClassifier,NA,0.5633802816901409
1006,5,1,ExtraTreesClassifier,NA,0.704225352112676
1007,5,2,ExtraTreesClassifier,NA,0.7183098591549296
1008,5,3,ExtraTreesClassifier,NA,0.6056338028169014
1009,5,4,ExtraTreesClassifier,NA,0.6338028169014085
1010,5,5,ExtraTreesClassifier,NA,0.704225352112676
1011,5,6,ExtraTreesClassifier,NA,0.7183098591549296
1012,5,7,ExtraTreesClassifier,NA,0.647887323943662
1013,5,8,ExtraTreesClassifier,NA,0.6619718309859155
1014,5,9,ExtraTreesClassifier,NA,0.676056338028169
1015,5,10,ExtraTreesClassifier,NA,0.7323943661971831
1016,5,11,ExtraTreesClassifier,NA,0.647887323943662
1017,5,12,ExtraTreesClassifier,NA,0.6901408450704225
1018,5,13,ExtraTreesClassifier,NA,0.704225352112676
1019,5,14,ExtraTreesClassifier,NA,0.7746478873239436
1020,6,0,ExtraTreesClassifier,NA,0.4714285714285714
1021,6,1,ExtraTreesClassifier,NA,0.6142857142857143
1022,6,2,ExtraTreesClassifier,NA,0.5428571428571428
1023,6,3,ExtraTreesClassifier,NA,0.5714285714285714
1024,6,4,ExtraTreesClassifier,NA,0.6714285714285714
1025,6,5,ExtraTreesClassifier,NA,0.5857142857142857
1026,6,6,ExtraTreesClassifier,NA,0.6571428571428571
1027,6,7,ExtraTreesClassifier,NA,0.6571428571428571
1028,6,8,ExtraTreesClassifier,NA,0.5714285714285714
1029,6,9,ExtraTreesClassifier,NA,0.5571428571428572
1030,6,10,ExtraTreesClassifier,NA,0.6714285714285714
1031,6,11,ExtraTreesClassifier,NA,0.6857142857142857
1032,6,12,ExtraTreesClassifier,NA,0.6428571428571429
1033,6,13,ExtraTreesClassifier,NA,0.6857142857142857
1034,6,14,ExtraTreesClassifier,NA,0.6857142857142857
1035,7,0,ExtraTreesClassifier,NA,0.7857142857142857
1036,7,1,ExtraTreesClassifier,NA,0.6714285714285714
1037,7,2,ExtraTreesClassifier,NA,0.7571428571428571
1038,7,3,ExtraTreesClassifier,NA,0.5857142857142857
1039,7,4,ExtraTreesClassifier,NA,0.7857142857142857
1040,7,5,ExtraTreesClassifier,NA,0.7428571428571429
1041,7,6,ExtraTreesClassifier,NA,0.7428571428571429
1042,7,7,ExtraTreesClassifier,NA,0.7571428571428571
1043,7,8,ExtraTreesClassifier,NA,0.7
1044,7,9,ExtraTreesClassifier,NA,0.6714285714285714
1045,7,10,ExtraTreesClassifier,NA,0.8285714285714286
1046,7,11,ExtraTreesClassifier,NA,0.7714285714285715
1047,7,12,ExtraTreesClassifier,NA,0.7428571428571429
1048,7,13,ExtraTreesClassifier,NA,0.7571428571428571
1049,7,14,ExtraTreesClassifier,NA,0.8
1050,8,0,ExtraTreesClassifier,NA,0.7246376811594203
1051,8,1,ExtraTreesClassifier,NA,0.6231884057971014
1052,8,2,ExtraTreesClassifier,NA,0.6956521739130435
1053,8,3,ExtraTreesClassifier,NA,0.6231884057971014
1054,8,4,ExtraTreesClassifier,NA,0.7101449275362319
1055,8,5,ExtraTreesClassifier,NA,0.7246376811594203
1056,8,6,ExtraTreesClassifier,NA,0.7391304347826086
1057,8,7,ExtraTreesClassifier,NA,0.7536231884057971
1058,8,8,ExtraTreesClassifier,NA,0.7681159420289855
1059,8,9,ExtraTreesClassifier,NA,0.5942028985507246
1060,8,10,ExtraTreesClassifier,NA,0.7101449275362319
1061,8,11,ExtraTreesClassifier,NA,0.7536231884057971
1062,8,12,ExtraTreesClassifier,NA,0.782608695652174
1063,8,13,ExtraTreesClassifier,NA,0.6521739130434783
1064,8,14,ExtraTreesClassifier,NA,0.7681159420289855
1065,9,0,ExtraTreesClassifier,NA,0.6086956521739131
1066,9,1,ExtraTreesClassifier,NA,0.5507246376811594
1067,9,2,ExtraTreesClassifier,NA,0.6521739130434783
1068,9,3,ExtraTreesClassifier,NA,0.6666666666666666
1069,9,4,ExtraTreesClassifier,NA,0.6956521739130435
1070,9,5,ExtraTreesClassifier,NA,0.6666666666666666
1071,9,6,ExtraTreesClassifier,NA,0.6956521739130435
1072,9,7,ExtraTreesClassifier,NA,0.5942028985507246
1073,9,8,ExtraTreesClassifier,NA,0.5797101449275363
1074,9,9,ExtraTreesClassifier,NA,0.6521739130434783
1075,9,10,ExtraTreesClassifier,NA,0.6376811594202898
1076,9,11,ExtraTreesClassifier,NA,0.6086956521739131
1077,9,12,ExtraTreesClassifier,NA,0.6956521739130435
1078,9,13,ExtraTreesClassifier,NA,0.6521739130434783
1079,9,14,ExtraTreesClassifier,NA,0.7101449275362319
1080,10,0,ExtraTreesClassifier,NA,0.625
1081,10,1,ExtraTreesClassifier,NA,0.6388888888888888
1082,10,2,ExtraTreesClassifier,NA,0.5833333333333334
1083,10,3,ExtraTreesClassifier,NA,0.625
1084,10,4,ExtraTreesClassifier,NA,0.6805555555555556
1085,10,5,ExtraTreesClassifier,NA,0.6805555555555556
1086,10,6,ExtraTreesClassifier,NA,0.6388888888888888
1087,10,7,ExtraTreesClassifier,NA,0.5972222222222222
1088,10,8,ExtraTreesClassifier,NA,0.625
1089,10,9,ExtraTreesClassifier,NA,0.6944444444444444
1090,10,10,ExtraTreesClassifier,NA,0.6388888888888888
1091,10,11,ExtraTreesClassifier,NA,0.7083333333333334
1092,10,12,ExtraTreesClassifier,NA,0.6944444444444444
