,HQ4
410,7
411,14
412,14
413,14
414,0
415,3
416,0
417,0
418,0
419,13
420,8
421,10
422,21
423,0
424,10
425,14
426,0
427,7
428,17
429,0
430,14
431,0
432,14
433,8
434,3
435,3
436,7
437,6
438,7
439,0
440,3
441,0
442,7
443,6
444,0
445,0
446,21
447,10
448,3
449,13
450,3
451,6
452,12
453,7
454,7
455,3
456,0
457,8
458,0
459,17
460,14
461,0
462,0
463,7
464,10
465,0
466,10
467,10
468,15
469,2
470,3
471,9
472,10
473,10
474,0
475,7
476,11
477,6
478,0
479,17
480,13
481,0
482,7
483,0
484,3
485,3
486,7
487,9
488,17
489,10
490,6
491,0
492,0
493,7
494,7
495,8
496,0
497,10
498,6
499,0
500,15
501,0
502,3
503,0
504,21
505,0
506,7
507,7
508,22
509,10
510,0
511,5
512,10
513,7
514,7
515,0
516,7
517,3
518,7
519,7
520,7
521,3
522,7
523,8
524,14
525,0
526,12
527,7
528,14
529,10
530,0
531,7
532,9
533,3
534,10
535,10
536,7
537,0
538,0
539,3
540,0
541,7
542,7
543,7
544,7
545,3
546,7
547,13
548,0
549,0
550,7
551,0
552,17
553,10
554,21
555,7
556,3
557,8
558,7
559,6
560,0
561,14
562,3
563,13
564,17
565,7
566,0
567,7
568,7
569,0
570,3
571,7
572,14
573,0
574,14
575,0
576,3
577,0
578,7
579,0
580,3
581,0
582,3
583,0
584,7
585,0
586,7
587,10
588,14
589,10
590,21
591,7
592,9
593,14
594,7
595,6
596,7
597,0
598,7
599,0
600,14
601,7
602,14
603,21
604,10
605,0
606,7
607,3
608,0
609,14
610,3
611,22
612,0
613,6
614,14
615,10
616,7
617,0
618,13
619,0
620,0
621,7
622,7
623,7
624,0
625,0
626,0
627,10
628,7
629,7
630,7
631,6
632,3
633,8
634,15
635,7
636,0
637,0
638,6
639,3
640,0
641,0
642,0
643,0
644,7
645,7
646,0
647,0
648,14
649,3
650,7
651,0
652,7
653,14
654,0
655,7
656,3
657,0
658,0
659,3
660,3
661,3
662,10
663,7
664,17
665,7
666,3
667,7
668,3
669,3
670,10
671,10
672,6
673,6
674,0
675,3
676,3
677,7
678,0
679,9
680,7
681,3
682,0
683,3
684,0
685,3
686,7
687,10
688,6
689,11
690,7
691,3
692,7
693,0
694,3
695,10
696,3
697,7
698,0
699,14
700,7
701,9
702,0
703,13
704,6
705,3
706,0
707,7
708,3
709,6
710,14
711,0
712,7
713,15
714,7
715,14
716,7
717,6
718,6
719,7
720,11
721,3
722,0
723,10
724,13
725,6
726,10
727,5
728,0
729,3
730,7
731,7
732,3
733,7
734,8
735,7
736,3
737,3
738,0
739,10
740,6
741,3
742,10
743,7
744,3
745,3
746,21
747,3
748,7
749,10
750,13
751,17
752,7
753,7
754,0
755,7
756,0
757,7
758,7
759,7
760,14
761,14
762,0
763,0
764,3
765,11
766,12
767,0
768,10
769,8
770,14
771,21
772,0
773,28
774,7
775,0
776,22
777,17
778,3
779,7
780,0
781,13
782,0
783,14
784,12
785,3
786,0
787,14
788,17
789,10
790,7
791,0
792,14
793,6
794,7
795,3
796,3
797,6
798,10
799,10
800,0
801,7
802,13
803,17
804,7
805,10
806,14
807,7
808,7
809,7
810,6
811,0
812,3
813,0
814,10
815,7
816,18
817,6
818,7
819,7
820,7
821,7
822,0
823,0
824,11
825,7
826,14
827,3
828,7
829,7
830,0
831,0
832,13
833,14
834,7
835,0
836,0
837,7
838,7
839,17
840,0
841,3
842,6
843,8
844,14
845,7
846,18
847,3
848,17
849,0
850,0
851,3
852,0
853,6
854,7
855,7
856,0
857,0
858,7
859,7
860,0
861,0
862,3
863,6
864,7
865,14
866,0
867,3
868,3
869,10
870,8
871,3
872,17
873,0
874,14
875,7
876,14
877,6
878,0
879,0
880,0
881,0
882,0
883,7
884,7
885,3
886,10
887,0
888,0
889,7
890,0
891,7
892,17
893,3
894,3
895,0
896,0
897,10
898,3
899,10
900,7
901,11
902,7
903,6
904,14
905,3
906,7
907,14
908,0
909,14
910,3
911,7
912,0
913,7
914,2
915,7
916,0
917,7
918,7
919,14
920,3
921,3
922,10
923,0
924,7
925,3
926,0
927,12
928,7
929,2
930,7
931,0
932,0
933,10
934,10
935,7
936,14
937,10
938,3
939,0
940,7
941,0
942,0
943,3
944,6
945,17
946,10
947,10
948,17
949,0
950,7
951,0
952,3
953,10
954,0
955,10
956,14
957,3
958,7
959,14
960,2
961,9
962,7
963,10
964,10
965,20
966,14
967,0
968,6
969,0
970,21
971,3
972,7
973,0
974,7
975,7
976,7
977,14
978,3
979,10
980,15
981,7
982,0
983,7
984,14
985,0
986,17
987,7
988,3
989,14
990,9
991,7
992,7
993,0
994,0
995,0
996,14
997,6
998,10
999,0
1000,14
1001,0
1002,3
1003,10
1004,15
1005,3
1006,0
1007,7
1008,3
1009,21
1010,14
1011,6
1012,3
1013,7
1014,0
1015,0
1016,3
1017,0
1018,0
1019,7
1020,12
1021,7
1022,7
1023,0
1024,0
1025,3
1026,0
1027,0
1028,10
1029,7
1030,7
1031,3
1032,0
1033,0
1034,3
1035,0
1036,12
1037,7
1038,7
1039,14
1040,3
1041,7
1042,6
1043,14
1044,0
1045,11
1046,3
1047,7
1048,10
1049,3
1050,0
1051,19
1052,0
1053,7
1054,3
1055,3
1056,8
1057,0
1058,9
1059,0
1060,6
1061,7
1062,10
1063,7
1064,13
1065,0
1066,10
1067,7
1068,0
1069,0
1070,0
1071,10
1072,0
1073,7
1074,17
1075,7
1076,0
1077,3
1078,14
1079,3
1080,2
1081,0
1082,3
1083,10
1084,10
1085,7
1086,15
1087,6
1088,3
1089,10
1090,6
1091,0
1092,3
1093,10
1094,0
1095,0
1096,3
1097,8
1098,14
1099,0
1100,7
1101,0
1102,10
1103,11
1104,6
1105,17
1106,0
1107,14
1108,0
1109,0
1110,14
1111,7
1112,14
1113,0
1114,21
1115,0
1116,0
1117,3
1118,3
1119,7
1120,3
1121,7
1122,3
1123,16
1124,0
1125,14
1126,3
1127,10
1128,8
1129,0
1130,14
1131,0
1132,10
1133,13
1134,3
1135,7
1136,0
1137,0
1138,10
1139,7
1140,10
1141,3
1142,14
1143,6
1144,3
1145,0
1146,17
1147,3
1148,7
1149,0
1150,0
1151,17
1152,9
1153,3
1154,14
1155,13
1156,10
1157,21
1158,0
1159,10
1160,9
1161,7
1162,14
1163,6
1164,0
1165,0
1166,10
1167,10
1168,6
1169,10
1170,5
1171,3
1172,11
1173,10
1174,7
1175,3
1176,7
1177,7
1178,8
1179,0
1180,15
1181,10
1182,7
1183,3
1184,10
1185,3
1186,7
1187,10
1188,0
1189,7
1190,10
1191,10
1192,0
1193,7
1194,6
1195,0
1196,15
1197,7
1198,7
1199,16
1200,2
1201,0
1202,0
1203,0
1204,0
1205,7
1206,3
1207,7
1208,3
1209,14
1210,0
1211,6
1212,0
1213,14
1214,14
1215,7
1216,3
1217,17
1218,0
1219,7
1220,7
1221,7
1222,14
1223,6
1224,15
1225,0
1226,14
1227,17
1228,7
1229,6
1230,3
1231,10
1232,8
1233,6
1234,16
1235,8
1236,7
1237,7
1238,7
1239,0
1240,3
1241,7
1242,3
1243,22
1244,0
1245,0
1246,0
1247,0
1248,17
1249,9
1250,7
1251,0
1252,3
1253,14
1254,10
1255,18
1256,6
1257,0
1258,7
1259,10
1260,6
1261,7
1262,7
1263,10
1264,7
1265,6
1266,3
1267,0
1268,14
1269,7
1270,7
1271,3
1272,8
1273,5
1274,0
1275,12
1276,10
1277,10
1278,0
1279,15
1280,3
1281,0
1282,0
1283,3
1284,6
1285,7
1286,7
1287,6
1288,7
1289,7
1290,3
1291,3
1292,8
1293,7
1294,8
1295,7
1296,0
1297,7
1298,3
1299,0
1300,7
1301,7
1302,6
1303,7
1304,0
1305,7
1306,3
1307,21
1308,7
1309,10
1310,14
1311,7
1312,7
1313,9
1314,6
1315,7
1316,7
1317,10
1318,10
1319,7
1320,7
1321,3
1322,0
1323,3
1324,0
1325,6
1326,6
1327,21
1328,3
1329,0
1330,0
1331,14
1332,7
1333,7
1334,0
1335,10
1336,7
1337,0
1338,7
1339,3
1340,7
1341,3
1342,9
1343,3
1344,0
1345,17
1346,10
1347,7
1348,0
1349,0
1350,3
1351,0
1352,9
1353,3
1354,7
1355,6
1356,0
1357,7
1358,6
1359,3
1360,0
1361,13
1362,7
1363,10
1364,3
1365,0
1366,0
1367,7
1368,6
1369,0
1370,6
1371,10
1372,0
1373,0
1374,7
1375,6
1376,3
1377,13
1378,6
1379,14
1380,11
1381,7
1382,3
1383,3
1384,14
1385,0
1386,15
1387,0
1388,0
1389,3
1390,0
1391,3
1392,9
1393,7
1394,0
1395,0
1396,3
1397,3
1398,6
1399,14
1400,6
1401,14
1402,0
1403,3
1404,0
1405,14
1406,21
1407,7
1408,13
1409,10
1410,7
1411,21
1412,7
1413,6
1414,0
1415,10
1416,7
1417,0
1418,14
1419,14
1420,0
1421,7
1422,6
1423,7
1424,7
1425,3
1426,7
1427,3
1428,0
1429,7
1430,0
1431,3
1432,21
1433,14
1434,3
1435,14
1436,14
1437,13
1438,7
1439,3
1440,0
1441,3
1442,3
1443,3
1444,7
1445,0
1446,0
1447,0
1448,7
1449,13
1450,0
1451,3
1452,9
1453,3
1454,8
1455,10
1456,20
1457,17
1458,11
1459,8
1460,7
1461,10
1462,3
1463,3
1464,0
1465,7
1466,0
1467,11
1468,0
1469,0
1470,0
1471,14
1472,10
1473,13
1474,3
1475,10
1476,10
1477,0
1478,3
1479,7
1480,7
1481,0
1482,3
1483,0
1484,7
1485,7
1486,3
1487,3
1488,8
1489,7
1490,14
1491,6
1492,7
1493,3
1494,3
1495,7
1496,7
1497,7
1498,9
1499,0
1500,0
1501,10
1502,21
1503,10
1504,0
1505,2
1506,0
1507,7
1508,3
1509,10
1510,0
1511,15
1512,14
1513,0
1514,7
1515,3
1516,3
1517,7
1518,0
1519,0
1520,6
1521,3
1522,0
1523,14
1524,14
1525,3
1526,6
1527,7
1528,14
1529,7
1530,0
1531,0
1532,3
1533,3
1534,0
1535,14
1536,3
1537,0
1538,0
1539,7
1540,0
1541,0
1542,14
1543,0
1544,10
1545,0
1546,7
1547,3
1548,7
1549,7
1550,0
1551,7
1552,3
1553,7
1554,0
1555,7
1556,10
1557,13
1558,14
1559,0
1560,0
1561,7
1562,10
1563,10
1564,13
1565,0
1566,0
1567,0
1568,3
1569,8
1570,0
1571,0
1572,10
1573,0
1574,0
1575,0
1576,7
1577,0
1578,0
1579,6
1580,10
1581,15
1582,7
1583,7
1584,7
1585,7
1586,14
1587,7
1588,0
1589,5
1590,0
1591,3
1592,0
1593,16
1594,7
1595,3
1596,0
1597,14
1598,3
1599,7
1600,0
1601,0
1602,14
1603,0
1604,10
1605,7
1606,3
1607,17
1608,13
1609,6
1610,0
1611,3
1612,7
1613,3
1614,14
1615,3
1616,10
1617,6
1618,7
1619,10
1620,3
1621,3
1622,3
1623,8
1624,3
1625,10
1626,0
1627,14
1628,7
1629,0
1630,7
1631,0
1632,14
1633,9
1634,14
1635,14
1636,3
1637,14
1638,10
1639,0
1640,11
1641,10
1642,0
1643,0
1644,3
1645,7
1646,7
1647,7
1648,7
1649,3
1650,3
1651,7
1652,10
1653,23
1654,13
1655,0
1656,3
1657,14
1658,6
1659,10
1660,7
1661,17
1662,8
1663,14
1664,10
1665,7
1666,3
1667,0
1668,14
1669,0
1670,7
1671,0
1672,0
1673,3
1674,11
1675,3
1676,6
1677,17
1678,10
1679,7
1680,3
1681,7
1682,3
1683,0
1684,3
1685,15
1686,8
1687,7
1688,7
1689,3
1690,0
1691,15
1692,3
1693,3
1694,14
1695,10
1696,7
1697,0
1698,0
1699,0
1700,0
1701,7
1702,3
1703,14
1704,0
1705,0
1706,10
1707,0
1708,10
1709,3
1710,3
1711,15
1712,3
1713,3
1714,8
1715,0
1716,0
1717,0
1718,0
1719,7
1720,3
1721,3
1722,3
1723,3
1724,0
1725,14
1726,7
1727,10
1728,0
1729,7
1730,7
1731,7
1732,9
1733,2
1734,0
1735,7
1736,0
1737,14
1738,10
1739,10
1740,0
1741,0
1742,0
1743,14
1744,3
1745,10
1746,0
1747,3
1748,6
1749,7
1750,3
1751,3
1752,3
1753,7
1754,0
1755,7
1756,0
1757,14
1758,24
1759,7
1760,14
1761,15
1762,0
1763,15
1764,7
1765,10
1766,0
1767,14
1768,0
1769,10
1770,2
1771,10
1772,0
1773,3
1774,10
1775,10
1776,7
1777,13
1778,3
1779,7
1780,3
1781,6
1782,0
1783,8
1784,7
1785,7
1786,3
1787,0
1788,10
1789,6
1790,0
1791,20
1792,0
1793,14
1794,7
1795,0
1796,7
1797,0
1798,3
1799,6
1800,7
1801,0
1802,3
1803,7
1804,6
1805,7
1806,0
1807,9
1808,6
1809,3
1810,3
1811,0
1812,0
1813,0
1814,3
1815,0
1816,7
1817,0
1818,6
1819,7
1820,0
1821,7
1822,3
1823,10
1824,0
1825,10
1826,14
1827,0
1828,0
1829,7
1830,0
1831,10
1832,0
1833,0
1834,14
1835,14
1836,7
1837,7
1838,0
1839,3
1840,7
1841,0
1842,7
1843,8
1844,14
1845,3
1846,3
1847,0
1848,3
1849,7
1850,21
1851,17
1852,0
1853,17
1854,0
1855,14
1856,3
1857,0
1858,3
1859,0
1860,0
1861,0
1862,3
1863,7
1864,10
1865,7
1866,14
1867,8
1868,7
1869,3
1870,7
1871,7
1872,7
1873,10
1874,3
1875,0
1876,10
1877,7
1878,0
1879,6
1880,0
1881,3
1882,3
1883,7
1884,3
1885,3
1886,7
1887,20
1888,7
1889,7
1890,14
1891,14
1892,7
1893,14
1894,3
1895,10
1896,7
1897,3
1898,0
1899,0
1900,0
1901,0
1902,10
1903,0
1904,3
1905,34
1906,7
1907,0
1908,0
1909,7
1910,10
1911,14
1912,0
1913,0
1914,3
1915,7
1916,6
1917,14
1918,7
1919,18
1920,14
1921,11
1922,0
1923,0
1924,10
1925,0
1926,0
1927,0
1928,0
1929,7
1930,17
1931,6
1932,0
1933,3
1934,3
1935,21
1936,14
1937,0
1938,7
1939,3
1940,7
1941,0
1942,0
1943,0
1944,21
1945,29
1946,7
1947,7
1948,8
1949,21
1950,3
1951,7
1952,3
1953,10
1954,3
1955,0
1956,0
1957,7
1958,3
1959,0
1960,7
1961,3
1962,0
1963,0
1964,0
1965,0
1966,7
1967,14
1968,3
1969,15
1970,0
1971,6
1972,14
1973,3
1974,17
1975,7
1976,3
1977,14
1978,14
1979,14
1980,7
1981,7
1982,0
1983,0
1984,22
1985,7
1986,15
1987,0
1988,3
1989,10
1990,7
1991,7
1992,3
1993,7
1994,3
1995,0
1996,7
1997,16
1998,3
1999,6
2000,3
2001,7
2002,0
2003,0
2004,7
2005,7
2006,7
2007,3
2008,14
2009,6
2010,6
2011,0
2012,7
2013,14
2014,10
2015,0
2016,0
2017,0
2018,7
2019,0
2020,7
2021,10
2022,0
2023,17
2024,10
2025,3
2026,14
2027,7
2028,3
2029,10
2030,7
2031,0
2032,0
2033,0
2034,7
2035,7
2036,0
2037,7
2038,0
2039,10
2040,6
2041,0
2042,2
2043,0
2044,7
2045,10
2046,7
2047,7
2048,7
2049,3
2050,7
2051,3
2052,0
2053,17
2054,0
2055,15
2056,3
2057,0
2058,12
2059,13
2060,7
2061,14
2062,0
2063,0
2064,0
2065,13
2066,3
2067,0
2068,15
2069,0
2070,6
2071,7
2072,7
2073,0
2074,7
2075,0
2076,8
2077,0
2078,3
2079,3
2080,0
2081,0
2082,14
2083,6
2084,0
2085,7
2086,3
2087,7
2088,0
2089,0
2090,0
2091,14
2092,0
2093,7
2094,2
2095,0
2096,7
2097,3
2098,3
2099,3
2100,15
2101,24
2102,0
2103,7
2104,0
2105,17
2106,2
2107,0
2108,0
2109,22
2110,19
2111,7
2112,7
2113,7
2114,3
2115,7
2116,0
2117,7
2118,3
2119,7
2120,0
2121,7
2122,7
2123,3
2124,3
2125,7
2126,0
2127,3
2128,7
2129,0
2130,14
2131,3
2132,3
2133,0
2134,7
2135,14
2136,7
2137,8
2138,0
2139,14
2140,3
2141,16
2142,7
2143,0
2144,7
2145,10
2146,8
2147,7
2148,0
2149,3
2150,10
2151,7
2152,10
2153,7
2154,17
2155,0
2156,7
2157,7
2158,3
2159,0
2160,10
2161,10
2162,5
2163,7
2164,0
2165,7
2166,10
2167,17
2168,10
2169,6
2170,22
2171,10
2172,10
2173,7
2174,7
2175,3
2176,0
2177,7
2178,3
2179,3
2180,7
2181,0
2182,14
2183,0
2184,7
2185,0
2186,3
2187,3
2188,3
2189,7
2190,14
2191,10
2192,7
2193,10
2194,9
2195,0
2196,10
2197,7
2198,10
2199,6
2200,10
2201,3
2202,7
2203,10
2204,0
2205,7
2206,3
2207,15
2208,10
2209,3
2210,0
2211,3
2212,5
2213,7
2214,0
2215,3
2216,0
2217,3
2218,7
2219,7
2220,3
2221,7
2222,7
2223,10
2224,10
2225,0
2226,7
2227,3
2228,7
2229,8
2230,7
2231,7
2232,3
2233,7
2234,0
2235,17
2236,6
2237,7
2238,0
2239,0
2240,7
2241,0
2242,3
2243,7
2244,7
2245,0
2246,7
2247,0
2248,3
2249,0
2250,7
2251,7
2252,7
2253,7
2254,0
2255,7
2256,14
2257,7
2258,7
2259,0
2260,3
2261,7
2262,7
2263,9
2264,10
2265,7
2266,3
2267,13
2268,7
2269,3
2270,6
2271,10
2272,0
2273,7
2274,0
2275,13
2276,0
2277,3
2278,0
2279,14
2280,7
2281,7
2282,0
2283,10
2284,24
2285,7
2286,6
2287,0
2288,0
2289,2
2290,0
2291,28
2292,7
2293,10
2294,10
2295,6
2296,0
2297,3
2298,14
2299,3
2300,0
2301,3
2302,0
2303,0
2304,10
2305,0
2306,3
2307,0
2308,3
2309,0
2310,10
2311,14
2312,7
2313,3
2314,13
2315,7
2316,14
2317,3
2318,7
2319,7
2320,0
2321,7
2322,10
2323,0
2324,7
2325,17
2326,7
2327,21
2328,3
2329,3
2330,0
2331,10
2332,10
2333,3
2334,0
2335,0
2336,13
2337,3
2338,0
2339,6
2340,3
2341,0
2342,13
2343,10
2344,0
2345,17
2346,0
2347,3
2348,3
2349,14
2350,0
2351,0
2352,0
2353,0
2354,3
2355,3
2356,10
2357,0
2358,8
2359,7
2360,17
2361,7
2362,0
2363,7
2364,14
2365,10
2366,3
2367,21
2368,10
2369,10
2370,6
2371,0
2372,13
2373,0
2374,0
2375,14
2376,2
2377,3
2378,6
2379,0
2380,3
2381,6
2382,0
2383,14
2384,8
2385,7
2386,16
2387,3
2388,0
2389,21
2390,7
2391,7
2392,7
2393,7
2394,14
2395,0
2396,3
2397,3
2398,6
2399,0
2400,11
2401,15
2402,10
2403,7
2404,3
2405,3
2406,7
2407,0
2408,3
2409,0
2410,7
2411,2
2412,3
2413,13
2414,14
2415,3
2416,10
2417,7
2418,10
2419,0
2420,0
2421,7
2422,6
2423,10
2424,7
2425,0
2426,3
2427,7
2428,0
2429,6
2430,13
2431,14
2432,0
2433,0
2434,11
2435,13
2436,0
2437,3
2438,14
2439,0
2440,6
2441,6
2442,7
2443,7
2444,7
2445,10
2446,14
2447,10
2448,2
2449,7
2450,7
2451,0
2452,5
2453,3
2454,7
2455,7
2456,11
2457,0
2458,7
2459,7
2460,7
2461,0
2462,21
2463,7
2464,3
2465,0
2466,0
2467,7
2468,14
2469,0
2470,13
2471,3
2472,0
2473,0
2474,0
2475,7
2476,0
2477,0
2478,0
2479,0
2480,14
2481,3
2482,0
2483,7
2484,0
2485,13
2486,0
2487,7
2488,3
2489,7
2490,7
2491,6
2492,14
2493,0
2494,3
2495,8
2496,6
2497,7
2498,7
2499,3
2500,6
2501,7
2502,7
2503,3
2504,0
2505,7
2506,7
2507,14
2508,7
2509,21
2510,10
2511,10
2512,10
2513,13
2514,3
2515,0
2516,3
2517,6
2518,9
2519,3
2520,13
2521,24
2522,7
2523,6
2524,10
2525,0
2526,3
2527,14
2528,14
2529,21
2530,0
2531,14
2532,7
2533,0
2534,3
2535,7
2536,7
2537,8
2538,7
2539,7
2540,7
2541,7
2542,0
2543,7
2544,10
2545,0
2546,0
2547,5
2548,7
2549,10
2550,7
2551,0
2552,7
2553,24
2554,3
2555,11
2556,7
2557,0
2558,5
2559,9
2560,7
2561,3
2562,7
2563,3
2564,7
2565,0
2566,14
2567,3
2568,3
2569,3
2570,7
2571,3
2572,3
2573,0
2574,16
2575,10
2576,6
2577,3
2578,10
2579,0
2580,0
2581,0
2582,0
2583,7
2584,6
2585,7
2586,0
2587,7
2588,0
2589,7
2590,14
2591,0
2592,7
2593,7
2594,7
2595,0
2596,14
2597,0
2598,10
2599,0
2600,7
2601,7
2602,0
2603,3
2604,3
2605,13
2606,0
2607,7
2608,0
2609,20
2610,0
2611,7
2612,3
2613,7
2614,7
2615,10
2616,3
2617,10
2618,7
2619,0
2620,6
2621,0
2622,7
2623,3
2624,0
2625,0
2626,7
2627,3
2628,3
2629,14
2630,0
2631,21
2632,7
2633,10
2634,0
2635,0
2636,7
2637,0
2638,0
2639,10
2640,0
2641,3
2642,7
2643,7
2644,0
2645,0
2646,7
2647,0
2648,3
2649,17
2650,7
2651,10
2652,7
2653,0
2654,0
2655,3
2656,6
2657,7
2658,14
2659,7
2660,7
2661,7
2662,7
2663,7
2664,0
2665,10
2666,3
2667,3
2668,3
2669,0
2670,6
2671,7
2672,8
2673,15
2674,0
2675,7
2676,0
2677,3
2678,3
2679,3
2680,7
2681,0
2682,14
2683,7
2684,7
2685,8
2686,10
2687,10
2688,0
2689,7
2690,0
2691,7
2692,3
2693,7
2694,0
2695,9
2696,0
2697,0
2698,0
2699,10
2700,3
2701,13
2702,3
2703,0
2704,0
2705,0
2706,7
2707,7
2708,3
2709,3
2710,10
2711,10
2712,6
2713,3
2714,7
2715,0
2716,13
2717,6
2718,10
2719,14
2720,0
2721,0
2722,0
2723,8
2724,10
2725,17
2726,13
2727,10
2728,14
2729,14
2730,3
2731,10
2732,14
2733,7
2734,3
2735,10
2736,6
2737,7
2738,21
2739,7
2740,3
2741,3
2742,7
2743,0
2744,3
2745,0
2746,27
2747,14
2748,6
2749,10
2750,14
2751,0
2752,15
2753,3
2754,17
2755,0
2756,0
2757,15
2758,10
2759,23
2760,0
2761,14
2762,0
2763,21
2764,3
2765,9
2766,7
2767,7
2768,20
2769,14
2770,3
2771,0
2772,0
2773,6
2774,6
2775,10
2776,7
2777,0
2778,14
2779,7
2780,6
2781,7
2782,10
2783,14
2784,13
2785,7
2786,0
2787,7
2788,3
2789,10
2790,9
2791,14
2792,7
2793,0
2794,8
2795,10
2796,23
2797,7
2798,0
2799,14
2800,0
2801,14
2802,3
2803,10
2804,14
2805,10
2806,7
2807,0
2808,0
2809,0
2810,0
2811,3
2812,11
2813,7
2814,0
2815,7
2816,9
2817,3
2818,15
2819,6
2820,9
2821,10
2822,3
2823,3
2824,7
2825,0
2826,0
2827,20
2828,0
2829,0
2830,14
2831,3
2832,6
2833,7
2834,18
2835,0
2836,3
2837,0
2838,7
2839,7
2840,21
2841,0
2842,7
2843,7
2844,0
2845,14
2846,14
2847,10
2848,3
2849,10
2850,3
2851,7
2852,6
2853,0
2854,3
2855,24
2856,3
2857,10
2858,0
2859,7
2860,0
2861,15
2862,10
2863,7
2864,7
2865,3
2866,0
2867,10
2868,3
2869,6
2870,7
2871,6
2872,0
2873,8
2874,0
2875,16
2876,10
2877,0
2878,0
2879,6
2880,10
2881,0
2882,0
2883,0
2884,0
2885,7
2886,3
2887,10
2888,21
2889,14
2890,14
2891,7
2892,7
2893,7
2894,3
2895,0
2896,6
2897,0
2898,0
2899,14
2900,0
2901,7
2902,7
2903,7
2904,14
2905,6
2906,7
2907,3
2908,7
2909,6
2910,7
2911,6
2912,0
2913,6
2914,10
2915,7
2916,7
2917,10
2918,14
2919,0
2920,10
2921,7
2922,0
2923,3
2924,0
2925,3
2926,0
2927,0
2928,0
2929,7
2930,14
2931,10
2932,17
2933,7
2934,17
2935,7
2936,7
2937,6
2938,3
2939,21
2940,7
2941,0
2942,10
2943,7
2944,12
2945,21
2946,3
2947,3
2948,15
2949,7
2950,3
2951,14
2952,0
2953,7
2954,23
2955,5
2956,8
2957,7
2958,17
2959,0
2960,3
2961,10
2962,3
2963,0
2964,0
2965,7
2966,0
2967,7
2968,6
2969,10
2970,7
2971,0
2972,0
2973,7
2974,7
2975,0
2976,10
2977,10
2978,7
2979,7
2980,7
2981,6
2982,3
2983,0
2984,7
2985,7
2986,10
2987,0
2988,3
2989,0
2990,7
2991,11
2992,3
2993,14
2994,6
2995,14
2996,0
