GameID,Vteam,VQ1,VQ2,VQ3,VQ4,DateWeek,Year,Hteam,HQ1,HQ2,HQ3,HQ4
2015-6-RedskinsJets,Redskins,7,6,0,7,6,2015,Jets,7,3,17,7
2015-6-BroncosBrowns,Broncos,3,7,3,10,6,2015,Browns,0,0,7,16
2015-6-BearsLions,Bears,3,10,3,18,6,2015,Lions,7,14,3,10
2015-6-TexansJaguars,Texans,7,3,0,21,6,2015,Jaguars,0,7,7,6
2015-6-PanthersSeahawks,Panthers,0,7,7,13,6,2015,Seahawks,3,7,10,3
2015-6-ChargersPackers,Chargers,3,7,7,3,6,2015,Packers,14,3,7,3
2015-6-Ravens49ers,Ravens,0,6,7,7,6,2015,49ers,6,10,3,6
2015-6-PatriotsColts,Patriots,7,13,7,7,6,2015,Colts,7,14,0,6
2015-6-FalconsSaints,Falcons,0,7,0,14,6,2015,Saints,14,0,10,7
2015-7-RavensCardinals,Ravens,3,7,0,8,7,2015,Cardinals,7,7,6,6
2015-7-BillsJaguars,Bills,3,10,0,18,7,2015,Jaguars,0,27,0,7
2015-7-JetsPatriots,Jets,3,7,7,6,7,2015,Patriots,3,10,3,14
2015-7-FalconsTitans,Falcons,0,3,7,0,7,2015,Titans,0,7,0,0
2015-7-BrownsRams,Browns,0,3,3,0,7,2015,Rams,10,0,7,7
2015-7-TexansDolphins,Texans,0,0,13,13,7,2015,Dolphins,21,20,0,3
2015-7-SteelersChiefs,Steelers,3,0,7,3,7,2015,Chiefs,3,6,7,7
2015-7-VikingsLions,Vikings,3,12,10,3,7,2015,Lions,14,3,0,2
2015-7-BuccaneersRedskins,Buccaneers,10,14,0,6,7,2015,Redskins,0,7,14,10
2015-7-SaintsColts,Saints,7,13,7,0,7,2015,Colts,0,0,14,7
2015-7-RaidersChargers,Raiders,10,20,7,0,7,2015,Chargers,3,3,0,23
2015-7-CowboysGiants,Cowboys,3,10,0,7,7,2015,Giants,0,10,10,7
2015-7-EaglesPanthers,Eagles,0,6,10,0,7,2015,Panthers,7,7,7,6
2015-7-Seahawks49ers,Seahawks,7,10,0,3,7,2015,49ers,0,0,3,0
2015-8-ColtsPanthers,Colts,0,6,0,17,8,2015,Panthers,10,0,7,6
2015-8-LionsChiefs,Lions,3,0,0,7,8,2015,Chiefs,7,17,7,14
2015-8-GiantsSaints,Giants,7,14,7,21,8,2015,Saints,14,14,14,10
2015-8-49ersRams,49ers,3,3,0,0,8,2015,Rams,2,18,0,7
2015-8-BengalsSteelers,Bengals,3,3,0,10,8,2015,Steelers,7,0,3,0
2015-8-TitansTexans,Titans,3,0,3,0,8,2015,Texans,0,10,7,3
2015-8-CardinalsBrowns,Cardinals,7,3,14,10,8,2015,Browns,7,13,0,0
2015-8-ChargersRavens,Chargers,3,13,7,3,8,2015,Ravens,6,7,6,10
2015-8-BuccaneersFalcons,Buccaneers,3,10,7,0,8,2015,Falcons,3,0,7,10
2015-8-VikingsBears,Vikings,7,3,0,13,8,2015,Bears,3,7,3,7
2015-8-JetsRaiders,Jets,3,3,7,7,8,2015,Raiders,7,14,10,3
2015-8-SeahawksCowboys,Seahawks,3,7,0,3,8,2015,Cowboys,3,3,3,3
2015-8-PackersBroncos,Packers,0,7,3,0,8,2015,Broncos,7,10,7,5
2015-8-DolphinsPatriots,Dolphins,0,0,7,0,8,2015,Patriots,7,12,3,14
2015-9-BearsChargers,Bears,0,7,0,15,9,2015,Chargers,7,9,0,3
2015-9-DolphinsBills,Dolphins,0,7,7,3,9,2015,Bills,9,10,7,7
2015-9-RaidersSteelers,Raiders,7,7,7,14,9,2015,Steelers,3,18,0,17
2015-9-TitansSaints,Titans,10,7,3,8,9,2015,Saints,14,7,0,7
2015-9-JaguarsJets,Jaguars,3,7,3,10,9,2015,Jets,14,0,7,7
2015-9-RedskinsPatriots,Redskins,0,3,0,7,9,2015,Patriots,14,3,3,7
2015-9-PackersPanthers,Packers,7,0,7,15,9,2015,Panthers,3,24,3,7
2015-9-RamsVikings,Rams,6,9,0,3,9,2015,Vikings,10,0,8,0
2015-9-GiantsBuccaneers,Giants,10,7,3,12,9,2015,Buccaneers,6,3,3,6
2015-9-Falcons49ers,Falcons,3,10,0,3,9,2015,49ers,0,17,0,0
2015-9-BroncosColts,Broncos,0,7,10,7,9,2015,Colts,7,10,0,10
2015-9-EaglesCowboys,Eagles,0,7,7,13,9,2015,Cowboys,7,0,7,13
2015-9-BrownsBengals,Browns,3,7,0,0,9,2015,Bengals,7,7,3,14
2015-10-TexansBengals,Texans,0,3,0,7,10,2015,Bengals,3,3,0,0
2015-10-JaguarsRavens,Jaguars,7,3,3,9,10,2015,Ravens,0,14,0,6
2015-10-PanthersTitans,Panthers,7,7,3,10,10,2015,Titans,7,3,0,0
2015-10-SaintsRedskins,Saints,7,7,0,0,10,2015,Redskins,14,13,10,10
2015-10-BearsRams,Bears,10,14,0,13,10,2015,Rams,10,0,3,0
2015-10-CowboysBuccaneers,Cowboys,3,3,0,0,10,2015,Buccaneers,0,3,0,7
2015-10-LionsPackers,Lions,0,3,6,9,10,2015,Packers,3,0,0,13
2015-10-DolphinsEagles,Dolphins,3,10,0,7,10,2015,Eagles,16,0,0,3
2015-10-BrownsSteelers,Browns,3,0,0,6,10,2015,Steelers,6,15,3,6
2015-10-VikingsRaiders,Vikings,10,10,0,10,10,2015,Raiders,0,14,0,0
2015-10-ChiefsBroncos,Chiefs,10,9,3,7,10,2015,Broncos,0,0,0,13
2015-10-PatriotsGiants,Patriots,7,3,7,10,10,2015,Giants,7,10,6,3
2015-10-CardinalsSeahawks,Cardinals,0,22,3,14,10,2015,Seahawks,0,7,10,15
2015-10-BillsJets,Bills,0,12,10,0,10,2015,Jets,3,0,7,7
2015-11-BillsPatriots,Bills,0,3,7,3,11,2015,Patriots,3,7,10,0
2015-11-ColtsFalcons,Colts,0,7,7,10,11,2015,Falcons,7,7,7,0
2015-11-CowboysDolphins,Cowboys,0,14,0,10,11,2015,Dolphins,0,7,7,0
2015-11-BuccaneersEagles,Buccaneers,7,21,7,10,11,2015,Eagles,7,7,0,3
2015-11-RaidersLions,Raiders,0,0,13,0,11,2015,Lions,6,3,0,9
2015-11-JetsTexans,Jets,0,3,7,7,11,2015,Texans,0,10,14,0
2015-11-RamsRavens,Rams,7,0,6,0,11,2015,Ravens,0,3,0,13
2015-11-RedskinsPanthers,Redskins,14,0,0,2,11,2015,Panthers,14,17,10,3
2015-11-BroncosBears,Broncos,7,3,0,7,11,2015,Bears,0,6,3,6
2015-11-ChiefsChargers,Chiefs,6,6,7,14,11,2015,Chargers,0,3,0,0
2015-11-PackersVikings,Packers,6,10,3,11,11,2015,Vikings,6,0,7,0
2015-11-49ersSeahawks,49ers,0,7,6,0,11,2015,Seahawks,13,7,3,6
2015-11-BengalsCardinals,Bengals,7,7,0,17,11,2015,Cardinals,0,7,21,6
2015-11-TitansJaguars,Titans,3,3,7,0,11,2015,Jaguars,0,6,3,10
2015-12-RavensBrowns,Ravens,10,7,7,9,12,2015,Browns,0,13,7,7
2015-12-RaidersTitans,Raiders,7,3,7,7,12,2015,Titans,6,0,8,7
2015-12-GiantsRedskins,Giants,0,0,0,14,12,2015,Redskins,0,17,0,3
2015-12-DolphinsJets,Dolphins,0,0,7,13,12,2015,Jets,7,7,7,17
2015-12-VikingsFalcons,Vikings,7,0,3,10,12,2015,Falcons,0,3,0,7
2015-12-BillsChiefs,Bills,10,6,6,0,12,2015,Chiefs,0,14,10,6
2015-12-ChargersJaguars,Chargers,0,21,3,7,12,2015,Jaguars,6,3,3,13
2015-12-SaintsTexans,Saints,0,6,0,0,12,2015,Texans,14,0,10,0
2015-12-RamsBengals,Rams,0,7,0,0,12,2015,Bengals,7,10,14,0
2015-12-BuccaneersColts,Buccaneers,3,9,0,0,12,2015,Colts,3,3,13,6
2015-12-Cardinals49ers,Cardinals,3,3,7,6,12,2015,49ers,0,3,10,0
2015-12-SteelersSeahawks,Steelers,3,15,3,9,12,2015,Seahawks,0,14,6,19
2015-12-PatriotsBroncos,Patriots,7,7,0,10,12,2015,Broncos,0,7,0,17
2015-12-EaglesLions,Eagles,0,7,0,7,12,2015,Lions,7,17,14,7
2015-12-PanthersCowboys,Panthers,10,13,7,3,12,2015,Cowboys,3,0,3,8
2015-12-BearsPackers,Bears,0,14,0,3,12,2015,Packers,7,6,0,0
2015-13-CowboysRedskins,Cowboys,0,3,3,13,13,2015,Redskins,0,3,3,10
2015-13-TexansBills,Texans,6,7,0,8,13,2015,Bills,7,14,0,9
2015-13-FalconsBuccaneers,Falcons,0,9,3,7,13,2015,Buccaneers,7,0,9,7
2015-13-JaguarsTitans,Jaguars,0,12,7,20,13,2015,Titans,7,14,0,21
2015-13-JetsGiants,Jets,3,7,0,10,13,2015,Giants,0,20,0,0
2015-13-CardinalsRams,Cardinals,7,3,14,3,13,2015,Rams,0,0,3,0
2015-13-SeahawksVikings,Seahawks,7,14,14,3,13,2015,Vikings,0,0,7,0
2015-13-49ersBears,49ers,6,7,0,7,13,2015,Bears,6,7,0,7
2015-13-BengalsBrowns,Bengals,7,13,14,3,13,2015,Browns,0,3,0,0
2015-13-RavensDolphins,Ravens,0,3,7,3,13,2015,Dolphins,0,15,0,0
2015-13-BroncosChargers,Broncos,14,3,0,0,13,2015,Chargers,0,3,0,0
2015-13-ChiefsRaiders,Chiefs,7,0,7,20,13,2015,Raiders,7,7,6,0
2015-13-PanthersSaints,Panthers,0,13,14,14,13,2015,Saints,14,2,8,14
2015-13-EaglesPatriots,Eagles,0,14,14,7,13,2015,Patriots,0,14,0,14
2015-13-ColtsSteelers,Colts,3,7,0,0,13,2015,Steelers,6,15,7,17
2015-13-PackersLions,Packers,0,0,14,13,13,2015,Lions,17,0,3,3
2015-14-GiantsDolphins,Giants,3,14,7,7,14,2015,Dolphins,7,10,7,0
2015-14-SaintsBuccaneers,Saints,7,10,7,0,14,2015,Buccaneers,0,10,0,7
2015-14-ChargersChiefs,Chargers,0,0,3,0,14,2015,Chiefs,0,10,0,0
2015-14-FalconsPanthers,Falcons,0,0,0,0,14,2015,Panthers,21,7,10,0
2015-14-SeahawksRavens,Seahawks,7,7,7,14,14,2015,Ravens,0,6,0,0
2015-14-RedskinsBears,Redskins,7,7,7,3,14,2015,Bears,0,7,14,0
2015-14-LionsRams,Lions,0,0,7,7,14,2015,Rams,0,7,7,7
2015-14-SteelersBengals,Steelers,7,9,7,10,14,2015,Bengals,0,7,3,10
2015-14-BillsEagles,Bills,7,3,10,0,14,2015,Eagles,7,10,3,3
2015-14-49ersBrowns,49ers,0,3,0,7,14,2015,Browns,7,3,7,7
2015-14-TitansJets,Titans,0,0,8,0,14,2015,Jets,10,17,0,3
2015-14-ColtsJaguars,Colts,3,10,3,0,14,2015,Jaguars,3,6,21,21
2015-14-RaidersBroncos,Raiders,0,0,9,6,14,2015,Broncos,6,6,0,0
2015-14-CowboysPackers,Cowboys,0,0,7,0,14,2015,Packers,0,14,0,14
2015-14-PatriotsTexans,Patriots,7,10,3,7,14,2015,Texans,3,3,0,0
2015-14-VikingsCardinals,Vikings,7,3,0,10,14,2015,Cardinals,10,0,7,6
2015-15-LionsSaints,Lions,7,14,7,7,15,2015,Saints,3,0,7,17
2015-15-PanthersGiants,Panthers,7,14,14,3,15,2015,Giants,7,0,7,21
2015-15-ChiefsRavens,Chiefs,14,10,0,10,15,2015,Ravens,7,7,0,0
2015-15-TitansPatriots,Titans,0,3,7,6,15,2015,Patriots,7,17,3,6
2015-15-BillsRedskins,Bills,0,0,17,8,15,2015,Redskins,7,14,7,7
2015-15-TexansColts,Texans,0,3,3,10,15,2015,Colts,0,10,0,0
2015-15-FalconsJaguars,Falcons,7,10,0,6,15,2015,Jaguars,0,3,14,0
2015-15-BearsVikings,Bears,0,7,3,7,15,2015,Vikings,7,10,7,14
2015-15-BrownsSeahawks,Browns,7,3,0,3,15,2015,Seahawks,7,13,0,10
2015-15-PackersRaiders,Packers,14,0,10,6,15,2015,Raiders,0,13,7,0
2015-15-Bengals49ers,Bengals,0,21,3,0,15,2015,49ers,0,0,7,7
2015-15-DolphinsChargers,Dolphins,0,0,7,7,15,2015,Chargers,6,17,0,7
2015-15-BroncosSteelers,Broncos,14,13,0,0,15,2015,Steelers,7,6,7,14
2015-15-CardinalsEagles,Cardinals,7,10,13,10,15,2015,Eagles,3,7,0,7
2015-15-JetsCowboys,Jets,6,3,0,10,15,2015,Cowboys,3,7,3,3
2015-15-BuccaneersRams,Buccaneers,3,0,3,17,15,2015,Rams,14,7,7,3
2015-16-BengalsBroncos,Bengals,7,7,0,3,16,2015,Broncos,0,3,7,7
2015-16-PanthersFalcons,Panthers,7,0,3,3,16,2015,Falcons,0,7,7,6
2015-16-TexansTitans,Texans,10,7,17,0,16,2015,Titans,0,0,0,6
2015-16-SteelersRavens,Steelers,0,3,7,7,16,2015,Ravens,7,6,0,7
2015-16-PatriotsJets,Patriots,0,3,10,7,16,2015,Jets,3,7,7,3
2015-16-BearsBuccaneers,Bears,0,13,0,13,16,2015,Buccaneers,7,0,7,7
2015-16-ColtsDolphins,Colts,8,7,0,3,16,2015,Dolphins,0,6,3,3
2015-16-49ersLions,49ers,7,10,0,0,16,2015,Lions,3,17,3,9
2015-16-CowboysBills,Cowboys,3,3,0,0,16,2015,Bills,6,0,3,7
2015-16-BrownsChiefs,Browns,0,3,7,3,16,2015,Chiefs,10,7,0,0
2015-16-JaguarsSaints,Jaguars,0,6,13,8,16,2015,Saints,14,10,7,7
2015-16-RamsSeahawks,Rams,10,6,0,7,16,2015,Seahawks,0,3,7,7
2015-16-PackersCardinals,Packers,0,0,8,0,16,2015,Cardinals,0,17,21,0
2015-16-GiantsVikings,Giants,0,3,7,7,16,2015,Vikings,3,16,13,17
2015-16-RedskinsEagles,Redskins,13,3,14,8,16,2015,Eagles,7,3,7,7
2015-16-ChargersRaiders,Chargers,7,10,0,3,16,2015,Raiders,7,3,2,8
2015-17-JaguarsTexans,Jaguars,0,3,3,0,17,2015,Texans,3,17,0,10
2015-17-SaintsFalcons,Saints,7,7,3,3,17,2015,Falcons,3,14,0,0
2015-17-PatriotsDolphins,Patriots,0,3,7,0,17,2015,Dolphins,3,7,0,10
2015-17-EaglesGiants,Eagles,14,7,7,7,17,2015,Giants,3,17,7,3
2015-17-RedskinsCowboys,Redskins,21,3,3,7,17,2015,Cowboys,0,14,0,9
2015-17-TitansColts,Titans,7,7,3,7,17,2015,Colts,10,10,7,3
2015-17-SteelersBrowns,Steelers,7,7,3,11,17,2015,Browns,3,6,0,3
2015-17-JetsBills,Jets,0,7,10,0,17,2015,Bills,7,9,3,3
2015-17-LionsBears,Lions,7,3,7,7,17,2015,Bears,0,0,10,10
2015-17-RavensBengals,Ravens,0,9,0,7,17,2015,Bengals,0,7,14,3
2015-17-Rams49ers,Rams,3,13,0,0,17,2015,49ers,0,10,3,3
2015-17-ChargersBroncos,Chargers,3,3,7,7,17,2015,Broncos,7,0,7,13
2015-17-BuccaneersPanthers,Buccaneers,3,0,7,0,17,2015,Panthers,0,24,7,7
2015-17-SeahawksCardinals,Seahawks,10,20,6,0,17,2015,Cardinals,0,6,0,0
2015-17-RaidersChiefs,Raiders,0,10,0,7,17,2015,Chiefs,14,0,9,0
2015-17-VikingsPackers,Vikings,3,3,14,0,17,2015,Packers,3,0,0,10
2016-1-SteelersRedskins,Steelers,0,14,10,14,1,2016,Redskins,6,0,3,7
2016-1-Rams49ers,Rams,0,0,0,0,1,2016,49ers,7,7,0,14
2016-1-BuccaneersFalcons,Buccaneers,3,14,14,0,1,2016,Falcons,10,3,8,3
2016-1-BrownsEagles,Browns,0,7,3,0,1,2016,Eagles,7,6,9,7
2016-1-VikingsTitans,Vikings,0,0,12,13,1,2016,Titans,3,7,0,6
2016-1-RaidersSaints,Raiders,10,0,3,22,1,2016,Saints,3,14,7,10
2016-1-BengalsJets,Bengals,3,10,7,3,1,2016,Jets,7,9,0,6
2016-1-ChargersChiefs,Chargers,7,14,3,3,1,2016,Chiefs,3,0,7,17
2016-1-BearsTexans,Bears,7,7,0,0,1,2016,Texans,0,10,3,10
2016-1-BillsRavens,Bills,0,7,0,0,1,2016,Ravens,3,7,0,3
2016-1-PackersJaguars,Packers,7,14,3,3,1,2016,Jaguars,7,10,3,3
2016-1-DolphinsSeahawks,Dolphins,0,3,0,7,1,2016,Seahawks,3,3,0,6
2016-1-LionsColts,Lions,7,14,7,11,1,2016,Colts,0,10,8,17
2016-1-GiantsCowboys,Giants,0,13,0,7,1,2016,Cowboys,3,6,7,3
2016-1-PatriotsCardinals,Patriots,10,0,7,6,1,2016,Cardinals,0,7,7,7
2016-1-PanthersBroncos,Panthers,7,10,0,3,1,2016,Broncos,0,7,0,14
2016-2-EaglesBears,Eagles,3,6,13,7,2,2016,Bears,0,7,0,7
2016-2-SaintsGiants,Saints,0,3,0,10,2,2016,Giants,0,7,3,6
2016-2-49ersPanthers,49ers,3,7,0,17,2,2016,Panthers,7,10,14,15
2016-2-CowboysRedskins,Cowboys,10,3,7,7,2,2016,Redskins,0,10,13,0
2016-2-DolphinsPatriots,Dolphins,0,3,7,14,2,2016,Patriots,14,10,7,0
2016-2-BengalsSteelers,Bengals,3,3,3,7,2,2016,Steelers,7,3,7,7
2016-2-RavensBrowns,Ravens,2,10,7,6,2,2016,Browns,20,0,0,0
2016-2-TitansLions,Titans,0,3,0,13,2,2016,Lions,9,3,3,0
2016-2-ChiefsTexans,Chiefs,0,3,0,9,2,2016,Texans,7,6,0,6
2016-2-SeahawksRams,Seahawks,0,3,0,0,2,2016,Rams,3,3,0,3
2016-2-BuccaneersCardinals,Buccaneers,0,0,7,0,2,2016,Cardinals,0,24,9,7
2016-2-JaguarsChargers,Jaguars,0,0,0,14,2,2016,Chargers,7,14,14,3
2016-2-FalconsRaiders,Falcons,0,13,8,14,2,2016,Raiders,0,7,7,14
2016-2-ColtsBroncos,Colts,3,3,7,7,2,2016,Broncos,3,10,3,18
2016-2-PackersVikings,Packers,7,0,0,7,2,2016,Vikings,0,10,7,0
2016-2-JetsBills,Jets,6,14,7,10,2,2016,Bills,7,3,14,7
2016-2-FalconsSaints,Falcons,7,21,10,7,2,2016,Saints,7,10,8,7
2016-2-BrownsDolphins,Browns,0,13,0,11,2,2016,Dolphins,7,3,7,7
2016-2-CardinalsBills,Cardinals,0,7,6,5,2,2016,Bills,10,7,13,3
2016-2-RaidersTitans,Raiders,7,10,0,0,2,2016,Titans,3,0,7,0
2016-2-RavensJaguars,Ravens,7,6,3,3,2,2016,Jaguars,0,7,7,3
2016-2-RedskinsGiants,Redskins,6,10,7,6,2,2016,Giants,14,7,3,3
2016-2-VikingsPanthers,Vikings,2,6,8,6,2,2016,Panthers,10,0,0,0
2016-2-BroncosBengals,Broncos,3,13,0,13,2,2016,Bengals,7,7,0,3
2016-2-LionsPackers,Lions,3,7,7,10,2,2016,Packers,14,17,3,0
2016-2-RamsBuccaneers,Rams,10,7,7,13,2,2016,Buccaneers,6,14,0,12
2016-2-49ersSeahawks,49ers,0,3,0,15,2,2016,Seahawks,14,10,6,7
2016-2-SteelersEagles,Steelers,0,3,0,0,2,2016,Eagles,3,10,21,0
2016-2-JetsChiefs,Jets,0,3,0,0,2,2016,Chiefs,7,10,0,7
2016-2-ChargersColts,Chargers,0,13,6,3,2,2016,Colts,10,3,7,6
2016-2-BearsCowboys,Bears,0,3,7,7,2,2016,Cowboys,10,14,0,7
2016-2-TexansPatriots,Texans,0,0,0,0,2,2016,Patriots,10,0,10,7
2016-4-GiantsVikings,Giants,0,3,0,7,4,2016,Vikings,7,7,3,7
2016-4-ColtsJaguars,Colts,3,3,0,21,4,2016,Jaguars,7,10,6,7
2016-4-SeahawksJets,Seahawks,0,14,3,10,4,2016,Jets,3,7,0,7
2016-4-LionsBears,Lions,0,3,3,8,4,2016,Bears,7,0,7,3
2016-4-BillsPatriots,Bills,7,6,3,0,4,2016,Patriots,0,0,0,0
2016-4-BrownsRedskins,Browns,0,17,3,0,4,2016,Redskins,14,3,0,14
2016-4-PanthersFalcons,Panthers,0,10,0,23,4,2016,Falcons,14,3,14,17
2016-4-RaidersRavens,Raiders,7,7,0,14,4,2016,Ravens,0,6,6,15
2016-4-TitansTexans,Titans,3,14,3,0,4,2016,Texans,14,6,7,0
2016-4-BroncosBuccaneers,Broncos,7,10,3,7,4,2016,Buccaneers,7,0,0,0
2016-4-Cowboys49ers,Cowboys,0,14,7,3,4,2016,49ers,7,7,3,0
2016-4-SaintsChargers,Saints,7,7,7,14,4,2016,Chargers,7,17,0,10
2016-4-RamsCardinals,Rams,7,3,0,7,4,2016,Cardinals,0,10,3,0
2016-4-ChiefsSteelers,Chiefs,0,0,0,14,4,2016,Steelers,22,7,7,7
2016-4-DolphinsBengals,Dolphins,7,0,0,0,4,2016,Bengals,10,6,3,3
2016-5-BuccaneersPanthers,Buccaneers,3,3,8,3,5,2016,Panthers,0,0,14,0
2016-5-RedskinsRavens,Redskins,6,0,10,0,5,2016,Ravens,7,3,0,0
2016-5-JetsSteelers,Jets,3,10,0,0,5,2016,Steelers,7,7,3,14
2016-5-TitansDolphins,Titans,7,14,3,6,5,2016,Dolphins,0,14,3,0
2016-5-TexansVikings,Texans,0,6,0,7,5,2016,Vikings,14,10,0,7
2016-5-PatriotsBrowns,Patriots,16,7,7,3,5,2016,Browns,7,0,0,6
2016-5-EaglesLions,Eagles,0,10,10,3,5,2016,Lions,14,7,0,3
2016-5-BearsColts,Bears,3,10,0,10,5,2016,Colts,3,13,3,10
2016-5-FalconsBroncos,Falcons,10,3,7,3,5,2016,Broncos,0,3,0,13
2016-5-ChargersRaiders,Chargers,0,10,14,7,5,2016,Raiders,3,6,18,7
2016-5-BillsRams,Bills,7,9,7,7,5,2016,Rams,3,10,3,3
2016-5-BengalsCowboys,Bengals,0,0,0,14,5,2016,Cowboys,7,14,7,0
2016-5-GiantsPackers,Giants,0,6,3,7,5,2016,Packers,7,10,0,6
2016-5-Cardinals49ers,Cardinals,0,7,14,12,5,2016,49ers,0,7,7,7
2016-6-JetsCardinals,Jets,0,3,0,0,6,2016,Cardinals,7,7,7,7
2016-6-49ersBills,49ers,3,10,0,3,6,2016,Bills,7,10,7,21
2016-6-EaglesRedskins,Eagles,0,14,0,6,6,2016,Redskins,7,14,3,3
2016-6-BrownsTitans,Browns,6,7,0,13,6,2016,Titans,7,7,7,7
2016-6-PanthersSaints,Panthers,0,10,7,21,6,2016,Saints,14,10,7,10
2016-6-RavensGiants,Ravens,10,0,3,10,6,2016,Giants,0,7,10,10
2016-6-BengalsPatriots,Bengals,0,7,7,3,6,2016,Patriots,3,7,15,10
2016-6-RamsLions,Rams,7,7,7,7,6,2016,Lions,7,7,7,10
2016-6-JaguarsBears,Jaguars,0,0,0,17,6,2016,Bears,0,10,3,3
2016-6-SteelersDolphins,Steelers,8,0,0,7,6,2016,Dolphins,3,13,7,7
2016-6-ChiefsRaiders,Chiefs,7,6,10,3,6,2016,Raiders,7,3,0,0
2016-6-FalconsSeahawks,Falcons,0,3,21,0,6,2016,Seahawks,7,10,0,9
2016-6-CowboysPackers,Cowboys,7,10,3,10,6,2016,Packers,3,3,0,10
2016-6-ColtsTexans,Colts,3,10,0,10,6,2016,Texans,0,3,6,14
2016-6-BroncosChargers,Broncos,0,3,0,10,6,2016,Chargers,7,3,9,2
2016-7-TexansBroncos,Texans,6,0,3,0,7,2016,Broncos,0,14,7,6
2016-7-GiantsRams,Giants,0,10,0,7,7,2016,Rams,10,0,0,0
2016-7-VikingsEagles,Vikings,0,3,0,7,7,2016,Eagles,0,11,7,3
2016-7-ColtsTitans,Colts,7,10,3,14,7,2016,Titans,6,7,0,13
2016-7-BillsDolphins,Bills,3,7,7,8,7,2016,Dolphins,3,3,8,14
2016-7-RavensJets,Ravens,10,6,0,0,7,2016,Jets,7,7,10,0
2016-7-SaintsChiefs,Saints,7,0,7,7,7,2016,Chiefs,14,7,3,3
2016-7-RedskinsLions,Redskins,0,3,0,14,7,2016,Lions,0,3,7,10
2016-7-BrownsBengals,Browns,0,10,7,0,7,2016,Bengals,7,14,10,0
2016-7-RaidersJaguars,Raiders,3,17,3,10,7,2016,Jaguars,0,6,3,7
2016-7-Buccaneers49ers,Buccaneers,0,17,10,7,7,2016,49ers,14,0,0,3
2016-7-ChargersFalcons,Chargers,7,10,3,10,7,2016,Falcons,6,21,0,3
2016-7-PatriotsSteelers,Patriots,7,7,6,7,7,2016,Steelers,0,10,3,3
2016-7-SeahawksCardinals,Seahawks,0,0,0,3,7,2016,Cardinals,0,3,0,0
2016-7-BearsPackers,Bears,0,3,7,0,7,2016,Packers,3,3,7,13
2016-8-VikingsBears,Vikings,0,3,0,7,8,2016,Bears,3,10,7,0
2016-8-RedskinsBengals,Redskins,7,3,7,10,8,2016,Bengals,7,0,13,7
2016-8-RaidersBuccaneers,Raiders,0,3,14,7,8,2016,Buccaneers,3,7,0,14
2016-8-CardinalsPanthers,Cardinals,0,7,7,6,8,2016,Panthers,14,10,6,0
2016-8-ChiefsColts,Chiefs,3,14,7,6,8,2016,Colts,0,7,7,0
2016-8-SeahawksSaints,Seahawks,7,7,3,3,8,2016,Saints,0,13,3,9
2016-8-LionsTexans,Lions,0,3,0,10,8,2016,Texans,0,14,3,3
2016-8-PatriotsBills,Patriots,14,10,14,3,8,2016,Bills,3,7,7,8
2016-8-JetsBrowns,Jets,0,7,14,10,8,2016,Browns,10,10,0,8
2016-8-ChargersBroncos,Chargers,7,0,6,6,8,2016,Broncos,3,7,7,10
2016-8-PackersFalcons,Packers,7,17,0,8,8,2016,Falcons,10,9,7,7
2016-8-EaglesCowboys,Eagles,3,10,7,3,8,2016,Cowboys,7,3,3,10
2016-8-JaguarsTitans,Jaguars,0,0,8,14,8,2016,Titans,3,24,6,3
2016-9-BillsSeahawks,Bills,14,3,0,8,9,2016,Seahawks,7,21,0,3
2016-9-LionsVikings,Lions,3,7,0,6,9,2016,Vikings,0,3,6,7
2016-9-SteelersRavens,Steelers,0,0,0,14,9,2016,Ravens,7,3,3,8
2016-9-JetsDolphins,Jets,10,3,0,10,9,2016,Dolphins,7,7,6,7
2016-9-EaglesGiants,Eagles,3,7,7,6,9,2016,Giants,14,7,7,0
2016-9-CowboysBrowns,Cowboys,7,14,14,0,9,2016,Browns,3,7,0,0
2016-9-JaguarsChiefs,Jaguars,0,7,0,7,9,2016,Chiefs,7,3,6,3
2016-9-Saints49ers,Saints,14,17,0,10,9,2016,49ers,3,17,3,0
2016-9-PanthersRams,Panthers,7,0,0,6,9,2016,Rams,0,0,0,10
2016-9-TitansChargers,Titans,0,14,7,14,9,2016,Chargers,9,10,14,10
2016-9-ColtsPackers,Colts,14,10,0,7,9,2016,Packers,10,0,3,13
2016-9-BroncosRaiders,Broncos,0,10,0,10,9,2016,Raiders,6,14,0,10
2016-9-FalconsBuccaneers,Falcons,10,10,13,10,9,2016,Buccaneers,7,7,0,14
2016-10-BengalsGiants,Bengals,7,3,10,0,10,2016,Giants,7,7,0,7
2016-10-ChiefsPanthers,Chiefs,0,3,0,17,10,2016,Panthers,3,14,0,0
2016-10-PackersTitans,Packers,0,16,9,0,10,2016,Titans,21,14,6,6
2016-10-VikingsRedskins,Vikings,0,20,0,0,10,2016,Redskins,7,7,6,6
2016-10-FalconsEagles,Falcons,0,6,3,6,10,2016,Eagles,7,0,3,14
2016-10-BearsBuccaneers,Bears,3,7,0,0,10,2016,Buccaneers,7,10,12,7
2016-10-TexansJaguars,Texans,14,0,7,3,10,2016,Jaguars,7,3,0,11
2016-10-BroncosSaints,Broncos,7,3,0,15,10,2016,Saints,0,3,14,6
2016-10-RamsJets,Rams,3,0,3,3,10,2016,Jets,0,6,0,0
